long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
636,,,"%s réfléchit à la situation.",,,,,,,,,,,,,,0xFF01FE,
637,,,"Vous réfléchissez à la situation.",,,,,,,,,,,,,,0xFF01FE,
638,,,"%s saute sur %s.",,,,,,,,,,,,,,0xFF01FE,
639,,,"%s vous saute dessus.",,,,,,,,,,,,,,0xFF01FE,
640,,,"Vous sautez sur %s.",,,,,,,,,,,,,,0xFF01FE,
641,,,"%s bondit hors de l’ombre.",,,,,,,,,,,,,,0xFF01FE,
642,,,"Vous bondissez hors de l’ombre.",,,,,,,,,,,,,,0xFF01FE,
643,,,"%s fait l’éloge |2 %s.",,,,,,,,,,,,,,0xFF01FE,
644,,,"%s fait votre éloge.",,,,,,,,,,,,,,0xFF01FE,
645,,,"Vous faites l’éloge |2 %s.",,,,,,,,,,,,,,0xFF01FE,
646,,,"%s glorifie la Lumière.",,,,,,,,,,,,,,0xFF01FE,
647,,,"Vous glorifiez les Puissances.",,,,,,,,,,,,,,0xFF01FE,
648,,,"%s s’adresse à %s en ronronnant.",,,,,,,,,,,,,,0xFF01FE,
649,,,"%s s’adresse à vous en ronronnant.",,,,,,,,,,,,,,0xFF01FE,
650,,,"Vous vous adressez à %s en ronronnant.",,,,,,,,,,,,,,0xFF01FE,
651,,,"%s ronronne comme un chat.",,,,,,,,,,,,,,0xFF01FE,
652,,,"Vous ronronnez comme un chat.",,,,,,,,,,,,,,0xFF01FE,
653,,,"%s est intrigué par %s.",,,,,,,,,,,,,,0xFF01FE,
654,,,"%s essaye de vous comprendre. Qu’est-ce que vous faites ?",,,,,,,,,,,,,,0xFF01FE,
655,,,"Vous essayez de comprendre %s.",,,,,,,,,,,,,,0xFF01FE,
656,,,"%s est intrigué. Qu’est-ce qui se passe ici ?",,,,,,,,,,,,,,0xFF01FE,
657,,,"Vous essayez de comprendre. Qu’est-ce qui se passe ici ?",,,,,,,,,,,,,,0xFF01FE,
658,,,"%s regarde %s et lève la main.",,,,,,,,,,,,,,0xFF01FE,
659,,,"%s vous regarde en levant la main.",,,,,,,,,,,,,,0xFF01FE,
660,,,"Vous regardez %s en levant la main.",,,,,,,,,,,,,,0xFF01FE,
661,,,"%s lève la main.",,,,,,,,,,,,,,0xFF01FE,
662,,,"Vous levez la main.",,,,,,,,,,,,,,0xFF01FE,
663,,,"%s regarde %s en levant la main.",,,,,,,,,,,,,,0xFF01FE,
664,,,"%s vous regarde en levant la main.",,,,,,,,,,,,,,0xFF01FE,
665,,,"%s lève la main.",,,,,,,,,,,,,,0xFF01FE,
666,,,"%s dit à %s qu’il est prêt !",,,,,,,,,,,,,,0xFF01FE,
667,,,"%s vous dit qu’il est prêt !",,,,,,,,,,,,,,0xFF01FE,
668,,,"Vous dites à %s que vous êtes prêt !",,,,,,,,,,,,,,0xFF01FE,
669,,,"%s dit à tout le monde qu’il est prêt !",,,,,,,,,,,,,,0xFF01FE,
670,,,"Vous dites à tout le monde que vous êtes prêt !",,,,,,,,,,,,,,0xFF01FE,
671,,,"%s vous dit qu’elle est prête !",,,,,,,,,,,,,,0xFF01FE,
672,,,"%s dit à tout le monde qu’elle est prête !",,,,,,,,,,,,,,0xFF01FE,
673,,,"%s se trémousse devant %s.",,,,,,,,,,,,,,0xFF01FE,
674,,,"%s se trémousse devant vous.",,,,,,,,,,,,,,0xFF01FE,
675,,,"Vous vous trémoussez devant %s.",,,,,,,,,,,,,,0xFF01FE,
676,,,"%s se trémousse devant tout le monde.",,,,,,,,,,,,,,0xFF01FE,
677,,,"Vous vous trémoussez devant tout le monde.",,,,,,,,,,,,,,0xFF01FE,
678,,,"%s tremble à côté |2 %s.  Ca fait froid dans le dos !",,,,,,,,,,,,,,0xFF01FE,
679,,,"%s tremble à côté de vous. Ça fait froid dans le dos !",,,,,,,,,,,,,,0xFF01FE,
680,,,"Vous tremblez à côté |2 %s. Ca fait froid dans le dos !",,,,,,,,,,,,,,0xFF01FE,
681,,,"%s tremble dans ses bottes. Ca fait froid dans le dos !",,,,,,,,,,,,,,0xFF01FE,
682,,,"Vous tremblez dans vos bottes. Ca fait froid dans le dos !",,,,,,,,,,,,,,0xFF01FE,
683,,,"%s tremble dans ses godasses. Froid dans le dos !",,,,,,,,,,,,,,0xFF01FE,
684,,,"%s chasse %s. Du vent, sale teigne !",,,,,,,,,,,,,,0xFF01FE,
685,,,"%s vous chasse. Du vent, sale teigne !",,,,,,,,,,,,,,0xFF01FE,
686,,,"Vous chassez %s. Du vent, sale teigne !",,,,,,,,,,,,,,0xFF01FE,
687,,,"%s chasse les sales teignes.",,,,,,,,,,,,,,0xFF01FE,
688,,,"Vous chassez les sales teignes.",,,,,,,,,,,,,,0xFF01FE,
689,,,"%s donne une gifle à %s. Aïe !",,,,,,,,,,,,,,0xFF01FE,
690,,,"%s vous donne une gifle. Aïe !",,,,,,,,,,,,,,0xFF01FE,
691,,,"Vous giflez %s. Aïe !",,,,,,,,,,,,,,0xFF01FE,
692,,,"%s se donne une gifle. Aïe !",,,,,,,,,,,,,,0xFF01FE,
693,,,"Vous vous giflez. Aïe !",,,,,,,,,,,,,,0xFF01FE,
694,,,"%s se gifle elle-même. Aïe !",,,,,,,,,,,,,,0xFF01FE,
695,,,"%s fait un sourire narquois à %s.",,,,,,,,,,,,,,0xFF01FE,
696,,,"%s vous fait un sourire narquois.",,,,,,,,,,,,,,0xFF01FE,
697,,,"Vous faites un sourire narquois à %s.",,,,,,,,,,,,,,0xFF01FE,
698,,,"%s a un sourire narquois.",,,,,,,,,,,,,,0xFF01FE,
699,,,"Vous avez un sourire narquois.",,,,,,,,,,,,,,0xFF01FE,
700,,,"%s renifle %s.",,,,,,,,,,,,,,0xFF01FE,
701,,,"%s vous renifle.",,,,,,,,,,,,,,0xFF01FE,
702,,,"Vous reniflez %s.",,,,,,,,,,,,,,0xFF01FE,
703,,,"%s renifle l’air autour de lui.",,,,,,,,,,,,,,0xFF01FE,
704,,,"Vous reniflez autour de vous.",,,,,,,,,,,,,,0xFF01FE,
705,,,"%s renifle autour d’elle.",,,,,,,,,,,,,,0xFF01FE,
706,,,"%s repousse %s.",,,,,,,,,,,,,,0xFF01FE,
707,,,"%s vous repousse.",,,,,,,,,,,,,,0xFF01FE,
708,,,"Vous repoussez %s.",,,,,,,,,,,,,,0xFF01FE,
709,,,"%s repousse toutes les pauvres larves autour de lui.",,,,,,,,,,,,,,0xFF01FE,
710,,,"Vous repoussez toutes les pauvres larves autour de vous.",,,,,,,,,,,,,,0xFF01FE,
711,,,"%s repousse toutes les pauvres larves qui l'entourent.",,,,,,,,,,,,,,0xFF01FE,
712,,,"%s rassure %s. Là, là… ça va aller.",,,,,,,,,,,,,,0xFF01FE,
713,,,"%s vous rassure. Là, là… ça va aller.",,,,,,,,,,,,,,0xFF01FE,
714,,,"Vous rassurez %s. Là, là… ça va aller.",,,,,,,,,,,,,,0xFF01FE,
715,,,"%s a besoin d’être rassuré.",,,,,,,,,,,,,,0xFF01FE,
716,,,"Vous avez besoin d’être rassuré.",,,,,,,,,,,,,,0xFF01FE,
717,,,"%s renifle %s. Pouah ! Il y a quelqu’un qui pue !",,,,,,,,,,,,,,0xFF01FE,
718,,,"%s vous renifle. Pouah ! Il y a quelqu’un qui pue !",,,,,,,,,,,,,,0xFF01FE,
719,,,"Vous reniflez %s. Pouah ! Il y a quelqu’un qui pue !",,,,,,,,,,,,,,0xFF01FE,
720,,,"%s renifle autour de lui. Pouah ! Il y a quelqu’un qui pue !",,,,,,,,,,,,,,0xFF01FE,
721,,,"Vous reniflez autour de vous. Pouah ! Il y a quelqu’un qui pue !",,,,,,,,,,,,,,0xFF01FE,
722,,,"%s renifle autour d’elle Pouah ! Il y a quelqu’un qui pue !",,,,,,,,,,,,,,0xFF01FE,
723,,,"%s nargue %s. Il faut être à la hauteur !",,,,,,,,,,,,,,0xFF01FE,
724,,,"%s vous nargue. Il faut être à la hauteur !",,,,,,,,,,,,,,0xFF01FE,
725,,,"Vous narguez %s. Il faut être à la hauteur !",,,,,,,,,,,,,,0xFF01FE,
726,,,"%s défie tout le monde autour de lui. Montrez-vous à la hauteur, crétins !",,,,,,,,,,,,,,0xFF01FE,
727,,,"Vous narguez tout le monde autour de vous. Montrez-vous à la hauteur, crétins !",,,,,,,,,,,,,,0xFF01FE,
728,,,"%s nargue tout le monde autour d’elle. Montrez-vous à la hauteur, crétins !",,,,,,,,,,,,,,0xFF01FE,
729,,,"%s taquine %s.",,,,,,,,,,,,,,0xFF01FE,
730,,,"%s vous provoque.",,,,,,,,,,,,,,0xFF01FE,
731,,,"Vous provoquez %s.",,,,,,,,,,,,,,0xFF01FE,
732,,,"%s fait dans la provocation.",,,,,,,,,,,,,,0xFF01FE,
733,,,"Vous faites dans la provocation.",,,,,,,,,,,,,,0xFF01FE,
734,,,"%s dit à %s qu’il a soif. Quelque chose à boire ?",,,,,,,,,,,,,,0xFF01FE,
735,,,"%s vous dit qu’il a soif. Vous avez à boire ?",,,,,,,,,,,,,,0xFF01FE,
736,,,"Vous dites à %s que vous avez soif. Vous avez à boire ?",,,,,,,,,,,,,,0xFF01FE,
737,,,"%s a tellement soif ! Est-ce que quelqu’un a à boire ?",,,,,,,,,,,,,,0xFF01FE,
738,,,"Vous avez tellement soif. Est-ce que quelqu’un a à boire ?",,,,,,,,,,,,,,0xFF01FE,
739,,,"%s dit à %s qu’elle a soif. Quelque chose à boire ?",,,,,,,,,,,,,,0xFF01FE,
740,,,"%s vous dit qu’elle a soif. Vous avez à boire ?",,,,,,,,,,,,,,0xFF01FE,
741,,,"%s s’oppose à la proposition |2 %s.",,,,,,,,,,,,,,0xFF01FE,
742,,,"%s s’oppose à votre proposition.",,,,,,,,,,,,,,0xFF01FE,
743,,,"Vous vous opposez à la proposition |2 %s.",,,,,,,,,,,,,,0xFF01FE,
744,,,"%s s’oppose à la proposition en cours.",,,,,,,,,,,,,,0xFF01FE,
745,,,"Vous vous opposez à la proposition en cours.",,,,,,,,,,,,,,0xFF01FE,
746,,,"%s regarde %s en ricanant.",,,,,,,,,,,,,,0xFF01FE,
747,,,"%s vous regarde en ricanant.",,,,,,,,,,,,,,0xFF01FE,
748,,,"Vous regardez %s en ricanant.",,,,,,,,,,,,,,0xFF01FE,
749,,,"%s rit sous cape.",,,,,,,,,,,,,,0xFF01FE,
750,,,"Vous riez sous cape.",,,,,,,,,,,,,,0xFF01FE,
751,,,"%s rit sous cape.",,,,,,,,,,,,,,0xFF01FE,
752,,,"%s chatouille %s. Hi hi hi !",,,,,,,,,,,,,,0xFF01FE,
753,,,"%s vous chatouille.  Hi hi hi !",,,,,,,,,,,,,,0xFF01FE,
754,,,"Vous chatouillez %s. Hi hi hi !",,,,,,,,,,,,,,0xFF01FE,
755,,,"%s veut des chatouilles.  Hi hi hi !",,,,,,,,,,,,,,0xFF01FE,
756,,,"Vous voulez des chatouilles.  Hi hi hi !",,,,,,,,,,,,,,0xFF01FE,
757,,,"%s s’apitoie sur %s.",,,,,,,,,,,,,,0xFF01FE,
758,,,"%s s’apitoie sur vous.",,,,,,,,,,,,,,0xFF01FE,
759,,,"Vous vous apitoyez sur %s.",,,,,,,,,,,,,,0xFF01FE,
760,,,"%s commence à s’apitoyer.",,,,,,,,,,,,,,0xFF01FE,
761,,,"Vous commencez à vous apitoyer.",,,,,,,,,,,,,,0xFF01FE,
762,,,"%s sourit à %s.",,,,,,,,,,,,,,0xFF01FE,
763,,,"%s vous sourit.",,,,,,,,,,,,,,0xFF01FE,
764,,,"Vous souriez à %s.",,,,,,,,,,,,,,0xFF01FE,
765,,,"%s sourit.",,,,,,,,,,,,,,0xFF01FE,
766,,,"Vous souriez.",,,,,,,,,,,,,,0xFF01FE,
777,,,"%s dit à %s qu’elle est prête !",,,,,,,,,,,,,,0xFF01FE,
778,,,"%s fait un geste grossier à %s.",,,,,,,,,,,,,,0xFF01FE,
779,,,"%s vous fait un geste grossier.",,,,,,,,,,,,,,0xFF01FE,
780,,,"Vous faites un geste grossier à %s.",,,,,,,,,,,,,,0xFF01FE,
781,,,"%s fait un geste grossier.",,,,,,,,,,,,,,0xFF01FE,
782,,,"Vous faites un geste grossier.",,,,,,,,,,,,,,0xFF01FE,
797,,,"%s regarde %s avec pitié.",,,,,,,,,,,,,,0xFF01FE,
798,,,"%s vous regarde de haut avec pitié.",,,,,,,,,,,,,,0xFF01FE,
799,,,"Vous regardez %s de haut avec pitié.",,,,,,,,,,,,,,0xFF01FE,
800,,,"%s a pitié de ceux qui l’entourent.",,,,,,,,,,,,,,0xFF01FE,
801,,,"%s a pitié de ceux qui l’entourent.",,,,,,,,,,,,,,0xFF01FE,
802,,,"Vous avez pitié de ceux qui vous entourent.",,,,,,,,,,,,,,0xFF01FE,
803,,,"%s grogne d’un air menaçant en direction |2 %s.",,,,,,,,,,,,,,0xFF01FE,
804,,,"%s grogne d’un air menaçant dans votre direction.",,,,,,,,,,,,,,0xFF01FE,
805,,,"Vous grognez d’un air menaçant en direction |2 %s.",,,,,,,,,,,,,,0xFF01FE,
806,,,"%s grogne d’un air menaçant.",,,,,,,,,,,,,,0xFF01FE,
807,,,"Vous grognez d’un air menaçant.",,,,,,,,,,,,,,0xFF01FE,
808,,,"%s aboie sur %s.",,,,,,,,,,,,,,0xFF01FE,
809,,,"%s aboie dans votre direction.",,,,,,,,,,,,,,0xFF01FE,
810,,,"Vous aboyez après %s.",,,,,,,,,,,,,,0xFF01FE,
811,,,"%s aboie. Wouf wouf !",,,,,,,,,,,,,,0xFF01FE,
812,,,"Vous aboyez. Ouah ! Ouah !",,,,,,,,,,,,,,0xFF01FE,
817,,,"%s a peur |2 %s.",,,,,,,,,,,,,,0xFF01FE,
818,,,"%s a peur de vous.",,,,,,,,,,,,,,0xFF01FE,
819,,,"Vous avez peur |2 %s.",,,,,,,,,,,,,,0xFF01FE,
820,,,"%s est apeuré !",,,,,,,,,,,,,,0xFF01FE,
821,,,"Vous êtes apeuré !",,,,,,,,,,,,,,0xFF01FE,
822,,,"%s s’effondre désespérément à côté |2 %s.",,,,,,,,,,,,,,0xFF01FE,
823,,,"%s s’effondre désespérément à côté de vous.",,,,,,,,,,,,,,0xFF01FE,
824,,,"Vous vous effondrez désespérément à côté |2 %s.",,,,,,,,,,,,,,0xFF01FE,
825,,,"%s s’effondre désespérément.",,,,,,,,,,,,,,0xFF01FE,
826,,,"Vous vous effondrez désespérément.",,,,,,,,,,,,,,0xFF01FE,
827,,,"%s aime %s.",,,,,,,,,,,,,,0xFF01FE,
828,,,"%s vous aime.",,,,,,,,,,,,,,0xFF01FE,
829,,,"Vous aimez %s.",,,,,,,,,,,,,,0xFF01FE,
830,,,"%s sait qu’on l’aime.",,,,,,,,,,,,,,0xFF01FE,
831,,,"Vous ressentez de l’amour.",,,,,,,,,,,,,,0xFF01FE,
832,,,"%s mugit en direction |2 %s. Meuuuuuuuuuh.",,,,,,,,,,,,,,0xFF01FE,
833,,,"%s mugit en votre direction. Meuuuuuuuuuh.",,,,,,,,,,,,,,0xFF01FE,
834,,,"Vous mugissez en direction |2 %s. Meuuuuuuuuuh.",,,,,,,,,,,,,,0xFF01FE,
835,,,"%s fait meuh. Meeuuuuuh.",,,,,,,,,,,,,,0xFF01FE,
836,,,"Meuuuuuuuuuh.",,,,,,,,,,,,,,0xFF01FE,
837,,,"%s félicite %s pour un travail bien fait.",,,,,,,,,,,,,,0xFF01FE,
838,,,"%s vous félicite pour du bon travail.",,,,,,,,,,,,,,0xFF01FE,
839,,,"Vous félicitez %s pour un travail bien fait.",,,,,,,,,,,,,,0xFF01FE,
840,,,"%s félicite tout le monde pour un travail bien fait.",,,,,,,,,,,,,,0xFF01FE,
841,,,"Vous félicitez tout le monde pour un travail bien fait.",,,,,,,,,,,,,,0xFF01FE,
862,,,"",,,,,,,,,,,,,,0xFF01FC,
863,,,"",,,,,,,,,,,,,,0xFF01FC,
864,,,"",,,,,,,,,,,,,,0xFF01FC,
865,,,"%s appelle à l'aide !",,,,,,,,,,,,,,0xFF01FE,
866,,,"Vous appelez à l'aide !",,,,,,,,,,,,,,0xFF01FE,
867,,,"%s indique qu'un ennemi approche : %s !",,,,,,,,,,,,,,0xFF01FE,
868,,,"%s indique qu'un ennemi approche : vous !",,,,,,,,,,,,,,0xFF01FE,
869,,,"Vous indiquez qu'un ennemi approche : %s !",,,,,,,,,,,,,,0xFF01FE,
870,,,"%s avertit tout le monde que des ennemis approchent !",,,,,,,,,,,,,,0xFF01FE,
871,,,"Vous prévenez tout le monde que des ennemis approchent !",,,,,,,,,,,,,,0xFF01FE,
872,,,"",,,,,,,,,,,,,,0xFF01FC,
873,,,"",,,,,,,,,,,,,,0xFF01FC,
874,,,"",,,,,,,,,,,,,,0xFF01FC,
875,,,"%s commence à charger.",,,,,,,,,,,,,,0xFF01FE,
876,,,"Vous commencez à charger.",,,,,,,,,,,,,,0xFF01FE,
877,,,"%s hurle à %s qu'il faut fuir !",,,,,,,,,,,,,,0xFF01FE,
878,,,"%s vous hurle qu'il faut fuir !",,,,,,,,,,,,,,0xFF01FE,
879,,,"Vous hurlez à %s qu'il faut fuir !",,,,,,,,,,,,,,0xFF01FE,
880,,,"%s hurle à tout le monde qu'il faut fuir !",,,,,,,,,,,,,,0xFF01FE,
881,,,"Vous hurlez à tout le monde de fuir !",,,,,,,,,,,,,,0xFF01FE,
882,,,"%s vous dit d'attaquer %s.",,,,,,,,,,,,,,0xFF01FE,
883,,,"%s dit à tout le monde de vous attaquer.",,,,,,,,,,,,,,0xFF01FE,
884,,,"Vous dites à tout le monde d'attaquer %s.",,,,,,,,,,,,,,0xFF01FE,
885,,,"%s vous dit d'attaquer quelque chose.",,,,,,,,,,,,,,0xFF01FE,
886,,,"Vous dites à tout le monde d'attaquer quelque chose.",,,,,,,,,,,,,,0xFF01FE,
887,,,"%s n'a plus guère de mana.",,,,,,,,,,,,,,0xFF01FE,
888,,,"Vous annoncez que vous n'avez plus guère de mana.",,,,,,,,,,,,,,0xFF01FE,
889,,,"%s fait signe à %s de suivre.",,,,,,,,,,,,,,0xFF01FE,
890,,,"%s vous fait signe de suivre.",,,,,,,,,,,,,,0xFF01FE,
891,,,"Vous faites signe à %s de suivre.",,,,,,,,,,,,,,0xFF01FE,
892,,,"%s vous fait signe de suivre.",,,,,,,,,,,,,,0xFF01FE,
893,,,"Vous faites signe à tout le monde de suivre.",,,,,,,,,,,,,,0xFF01FE,
894,,,"%s demande à %s d'attendre.",,,,,,,,,,,,,,0xFF01FE,
895,,,"%s vous demande d'attendre.",,,,,,,,,,,,,,0xFF01FE,
896,,,"Vous demandez à %s d'attendre.",,,,,,,,,,,,,,0xFF01FE,
897,,,"%s vous demande d'attendre.",,,,,,,,,,,,,,0xFF01FE,
898,,,"Vous demandez à tout le monde d'attendre.",,,,,,,,,,,,,,0xFF01FE,
899,,,"%s demande des soins.",,,,,,,,,,,,,,0xFF01FE,
900,,,"Vous demandez des soins.",,,,,,,,,,,,,,0xFF01FE,
901,,,"%s vous ordonne d'ouvrir le feu.",,,,,,,,,,,,,,0xFF01FE,
902,,,"Vous donnez l'ordre d'ouvrir le feu.",,,,,,,,,,,,,,0xFF01FE,
903,,,"%s flirte avec %s.",,,,,,,,,,,,,,0xFF01FE,
904,,,"%s flirte avec vous.",,,,,,,,,,,,,,0xFF01FE,
905,,,"Vous flirtez avec %s.",,,,,,,,,,,,,,0xFF01FE,
906,,,"%s flirte.",,,,,,,,,,,,,,0xFF01FE,
907,,,"Vous flirtez.",,,,,,,,,,,,,,0xFF01FE,
908,,,"%s dit une blague à %s.",,,,,,,,,,,,,,0xFF01FE,
909,,,"%s vous dit une blague.",,,,,,,,,,,,,,0xFF01FE,
910,,,"Vous dites une blague à %s.",,,,,,,,,,,,,,0xFF01FE,
911,,,"%s dit une blague.",,,,,,,,,,,,,,0xFF01FE,
912,,,"Vous dites une blague.",,,,,,,,,,,,,,0xFF01FE,
913,,,"%s applaudit %s, sans paraître enthousiaste.",,,,,,,,,,,,,,0xFF01FE,
914,,,"%s vous applaudit, sans paraître enthousiaste.",,,,,,,,,,,,,,0xFF01FE,
915,,,"Vous applaudissez %s, sans paraître enthousiaste.",,,,,,,,,,,,,,0xFF01FE,
916,,,"%s applaudit poliment, sans paraître enthousiaste.",,,,,,,,,,,,,,0xFF01FE,
917,,,"Vous applaudissez poliment, sans paraître enthousiaste.",,,,,,,,,,,,,,0xFF01FE,
918,,,"%s fait un clin d'œil à %s.",,,,,,,,,,,,,,0xFF01FE,
919,,,"%s vous fait un clin d'œil.",,,,,,,,,,,,,,0xFF01FE,
920,,,"Vous faites un clin d'œil à %s.",,,,,,,,,,,,,,0xFF01FE,
921,,,"%s fait un clin d'œil.",,,,,,,,,,,,,,0xFF01FE,
922,,,"Vous faites un clin d'œil.",,,,,,,,,,,,,,0xFF01FE,
923,,,"%s donne une tape dans le dos |2 %s.",,,,,,,,,,,,,,0xFF01FE,
924,,,"%s vous donne une tape dans le dos.",,,,,,,,,,,,,,0xFF01FE,
925,,,"Vous donnez une tape dans le dos |2 %s.",,,,,,,,,,,,,,0xFF01FE,
926,,,"%s a besoin qu'on lui tape dans le dos.",,,,,,,,,,,,,,0xFF01FE,
927,,,"Vous avez besoin qu'on vous tape dans le dos.",,,,,,,,,,,,,,0xFF01FE,
928,,,"%s pense que %s ne plaisante pas.",,,,,,,,,,,,,,0xFF01FE,
929,,,"%s pense que vous ne plaisantez pas.",,,,,,,,,,,,,,0xFF01FE,
930,,,"Vous pensez que %s ne plaisante pas.",,,,,,,,,,,,,,0xFF01FE,
931,,,"%s pense que cette affaire n'est pas une plaisanterie.",,,,,,,,,,,,,,0xFF01FE,
932,,,"Vous pensez que cette affaire n'est pas une plaisanterie",,,,,,,,,,,,,,0xFF01FE,
933,,,"%s souhaite bonne chance à %s.",,,,,,,,,,,,,,0xFF01FE,
934,,,"%s vous souhaite bonne chance.",,,,,,,,,,,,,,0xFF01FE,
935,,,"Vous souhaitez bonne chance à %s.",,,,,,,,,,,,,,0xFF01FE,
936,,,"%s souhaite avoir de la chance.",,,,,,,,,,,,,,0xFF01FE,
937,,,"Vous souhaitez avoir de la chance.",,,,,,,,,,,,,,0xFF01FE,
938,,,"%s dit que c'est tout de la faute |2 %s.",,,,,,,,,,,,,,0xFF01FE,
939,,,"%s dit que c'est tout de votre faute.",,,,,,,,,,,,,,0xFF01FE,
940,,,"Vous dites que c'est tout de la faute |2 %s.",,,,,,,,,,,,,,0xFF01FE,
941,,,"%s dit que tout est de sa faute.",,,,,,,,,,,,,,0xFF01FE,
942,,,"Vous dites que tout est de votre faute.",,,,,,,,,,,,,,0xFF01FE,
943,,,"%s dit que tout est de sa faute.",,,,,,,,,,,,,,0xFF01FE,
944,,,"%s gratifie %s d'un regard inexpressif.",,,,,,,,,,,,,,0xFF01FE,
945,,,"%s vous gratifie d'un regard inexpressif.",,,,,,,,,,,,,,0xFF01FE,
946,,,"Vous gratifiez %s d'un regard inexpressif.",,,,,,,,,,,,,,0xFF01FE,
947,,,"%s regarde autour de lui d'un air inexpressif.",,,,,,,,,,,,,,0xFF01FE,
948,,,"Vous regardez autour de vous d'un air inexpressif.",,,,,,,,,,,,,,0xFF01FE,
949,,,"%s regarde autour d'elle d'un air inexpressif.",,,,,,,,,,,,,,0xFF01FE,
950,,,"%s brandit son arme en regardant %s d'un air féroce.",,,,,,,,,,,,,,0xFF01FE,
951,,,"%s brandit son arme en vous regardant d'un air féroce.",,,,,,,,,,,,,,0xFF01FE,
952,,,"Vous brandissez votre arme en regardant %s d'un air féroce.",,,,,,,,,,,,,,0xFF01FE,
953,,,"%s brandit son arme d'un air féroce.",,,,,,,,,,,,,,0xFF01FE,
954,,,"Vous brandissez votre arme d'un air féroce.",,,,,,,,,,,,,,0xFF01FE,
955,,,"%s brandit son arme en regardant %s d'un air féroce.",,,,,,,,,,,,,,0xFF01FE,
956,,,"%s brandit son arme en vous regardant d'un air féroce.",,,,,,,,,,,,,,0xFF01FE,
957,,,"%s brandit son arme d'un air féroce.",,,,,,,,,,,,,,0xFF01FE,
958,,,"%s dit à %s de respirer un bon coup.",,,,,,,,,,,,,,0xFF01FE,
959,,,"%s vous dit de respirer un bon coup.",,,,,,,,,,,,,,0xFF01FE,
960,,,"Vous dites à %s de respirer un bon coup.",,,,,,,,,,,,,,0xFF01FE,
961,,,"%s respire un bon coup.",,,,,,,,,,,,,,0xFF01FE,
962,,,"Vous respirez un bon coup.",,,,,,,,,,,,,,0xFF01FE,
963,,,"%s n'est pas d'accord avec %s.",,,,,,,,,,,,,,0xFF01FE,
964,,,"%s n'est pas d'accord avec vous.",,,,,,,,,,,,,,0xFF01FE,
965,,,"Vous n'êtes pas d'accord avec %s.",,,,,,,,,,,,,,0xFF01FE,
966,,,"%s n'est pas d'accord.",,,,,,,,,,,,,,0xFF01FE,
967,,,"Vous n'êtes pas d'accord.",,,,,,,,,,,,,,0xFF01FE,
968,,,"%s doute des paroles de %s.",,,,,,,,,,,,,,0xFF01FE,
969,,,"%s doute de vos paroles.",,,,,,,,,,,,,,0xFF01FE,
970,,,"Vous doutez des paroles de %s.",,,,,,,,,,,,,,0xFF01FE,
971,,,"%s doute sérieusement que la situation prenne un tour favorable pour lui.",,,,,,,,,,,,,,0xFF01FE,
972,,,"Vous doutez sérieusement que la situation prenne un tour favorable pour vous.",,,,,,,,,,,,,,0xFF01FE,
973,,,"%s doute sérieusement que la situation prenne un tour favorable.",,,,,,,,,,,,,,0xFF01FE,
974,,,"%s a honte |2 %s.",,,,,,,,,,,,,,0xFF01FE,
975,,,"%s a honte de vous.",,,,,,,,,,,,,,0xFF01FE,
976,,,"Vous avez honte de %s.",,,,,,,,,,,,,,0xFF01FE,
977,,,"%s rougit de honte.",,,,,,,,,,,,,,0xFF01FE,
978,,,"Vous rougissez de honte.",,,,,,,,,,,,,,0xFF01FE,
979,,,"%s encourage %s.",,,,,,,,,,,,,,0xFF01FE,
980,,,"%s vous encourage. Tu vas y arriver !",,,,,,,,,,,,,,0xFF01FE,
981,,,"Vous encouragez %s.",,,,,,,,,,,,,,0xFF01FE,
982,,,"%s encourage tous ceux qui l'entourent ! Vous allez y arriver !",,,,,,,,,,,,,,0xFF01FE,
983,,,"Vous encouragez tous ceux qui vous entourent !",,,,,,,,,,,,,,0xFF01FE,
984,,,"%s encourage tous ceux qui l'entourent ! Vous allez y arriver !",,,,,,,,,,,,,,0xFF01FE,
985,,,"%s prévient %s qu'un ennemi se trouve non loin.",,,,,,,,,,,,,,0xFF01FE,
986,,,"%s vous prévient qu'un ennemi se trouve non loin.",,,,,,,,,,,,,,0xFF01FE,
987,,,"Vous prévenez %s qu'un ennemi se trouve non loin.",,,,,,,,,,,,,,0xFF01FE,
988,,,"%s prévient tout le monde qu'un ennemi se trouve non loin.",,,,,,,,,,,,,,0xFF01FE,
989,,,"Vous prévenez tout le monde qu'un ennemi se trouve non loin.",,,,,,,,,,,,,,0xFF01FE,
990,,,"%s lève un sourcil interrogateur en direction |2 %s.",,,,,,,,,,,,,,0xFF01FE,
991,,,"%s lève un sourcil interrogateur en votre direction.",,,,,,,,,,,,,,0xFF01FE,
992,,,"Vous levez un sourcil interrogateur en direction |2 %s.",,,,,,,,,,,,,,0xFF01FE,
993,,,"%s lève un sourcil interrogateur.",,,,,,,,,,,,,,0xFF01FE,
994,,,"Vous levez un sourcil interrogateur.",,,,,,,,,,,,,,0xFF01FE,
995,,,"%s lève un sourcil interrogateur en direction |2 %s.",,,,,,,,,,,,,,0xFF01FE,
996,,,"%s lève un sourcil interrogateur en votre direction.",,,,,,,,,,,,,,0xFF01FE,
997,,,"%s lève un sourcil interrogateur.",,,,,,,,,,,,,,0xFF01FE,
