long,long,long,str,
46628,14559,3,"Уоллеса Слепого",
62210,14559,4,"Уоллесом Слепым",
77792,14559,5,"Уоллесе Слепом",
15465,14560,1,"Атакующего Уоллы",
31047,14560,2,"Атакующему Уоллы",
46629,14560,3,"Атакующего Уоллы",
62211,14560,4,"Атакующим Уоллы",
77793,14560,5,"Атакующем Уоллы",
15466,14561,1,"Уолтера Эллингсона",
31048,14561,2,"Уолтеру Эллингсону",
46630,14561,3,"Уолтера Эллингсона",
62212,14561,4,"Уолтером Эллингсоном",
77794,14561,5,"Уолтере Эллингсоне",
15467,14562,1,"Бродячего степного жирафа",
31049,14562,2,"Бродячему степному жирафу",
46631,14562,3,"Бродячего степного жирафа",
62213,14562,4,"Бродячим степным жирафом",
77795,14562,5,"Бродячем степном жирафе",
15468,14563,1,"Странствующего камнедора",
31050,14563,2,"Странствующему камнедору",
46632,14563,3,"Странствующего камнедора",
62214,14563,4,"Странствующим камнедором",
77796,14563,5,"Странствующем камнедоре",
15469,14564,1,"Странствующего дюнного крушителя",
31051,14564,2,"Странствующему дюнному крушителю",
46633,14564,3,"Странствующего дюнного крушителя",
62215,14564,4,"Странствующим дюнным крушителем",
77797,14564,5,"Странствующем дюнном крушителе",
15470,14565,1,"Блуждающего ока Килрогга",
31052,14565,2,"Блуждающему оку Килрогга",
46634,14565,3,"Блуждающее око Килрогга",
62216,14565,4,"Блуждающим оком Килрогга",
77798,14565,5,"Блуждающем оке Килрогга",
15471,14566,1,"Бродячего лесного древня",
31053,14566,2,"Бродячему лесному древню",
46635,14566,3,"Бродячего лесного древня",
62217,14566,4,"Бродячим лесным древнем",
77799,14566,5,"Бродячем лесном древне",
15472,14567,1,"Странствующего заступника",
31054,14567,2,"Странствующему заступнику",
46636,14567,3,"Странствующего заступника",
62218,14567,4,"Странствующим заступником",
77800,14567,5,"Странствующем заступнике",
15473,14568,1,"Бродячего скелета",
31055,14568,2,"Бродячему скелету",
46637,14568,3,"Бродячего скелета",
62219,14568,4,"Бродячим скелетом",
77801,14568,5,"Бродячем скелете",
15474,14569,1,"Странствующего духа",
31056,14569,2,"Странствующему духу",
46638,14569,3,"Странствующего духа",
62220,14569,4,"Странствующим духом",
77802,14569,5,"Странствующем духе",
15475,14570,1,"Развязной горничной",
31057,14570,2,"Развязной горничной",
46639,14570,3,"Развязную горничную",
62221,14570,4,"Развязной горничной",
77803,14570,5,"Развязной горничной",
15476,14571,1,"Рекрута военной кампании",
31058,14571,2,"Рекруту военной кампании",
46640,14571,3,"Рекрута военной кампании",
62222,14571,4,"Рекрутом военной кампании",
77804,14571,5,"Рекруте военной кампании",
15477,14572,1,"Добровольца военной кампании",
31059,14572,2,"Добровольцу военной кампании",
46641,14572,3,"Добровольца военной кампании",
62223,14572,4,"Добровольцем военной кампании",
77805,14572,5,"Добровольце военной кампании",
15478,14573,1,"Боевого элекка",
31060,14573,2,"Боевому элекку",
46642,14573,3,"Боевого элекка",
62224,14573,4,"Боевым элекком",
77806,14573,5,"Боевом элекке",
15479,14574,1,"Боевого голема",
31061,14574,2,"Боевому голему",
46643,14574,3,"Боевого голема",
62225,14574,4,"Боевым големом",
77807,14574,5,"Боевом големе",
15480,14575,1,"Боевого коня",
31062,14575,2,"Боевому коню",
46644,14575,3,"Боевого коня",
62226,14575,4,"Боевым конем",
77808,14575,5,"Боевом коне",
15481,14576,1,"Воеводы Вуна",
31063,14576,2,"Воеводе Вуну",
46645,14576,3,"Воеводу Вуна",
62227,14576,4,"Воеводой Вуном",
77809,14576,5,"Воеводе Вуне",
15482,14577,1,"Отрядного кодо",
31064,14577,2,"Отрядному кодо",
46646,14577,3,"Отрядного кодо",
62228,14577,4,"Отрядным кодо",
77810,14577,5,"Отрядном кодо",
15483,14578,1,"Боевого разорителя",
31065,14578,2,"Боевому разорителю",
46647,14578,3,"Боевого разорителя",
62229,14578,4,"Боевым разорителем",
77811,14578,5,"Боевом разорителе",
15484,14579,1,"Боевой виверны",
31066,14579,2,"Боевой виверне",
46648,14579,3,"Боевую виверну",
62230,14579,4,"Боевой виверной",
77812,14579,5,"Боевой виверне",
15485,14580,1,"Боевого командира Некрогга",
31067,14580,2,"Боевому командиру Некроггу",
46649,14580,3,"Боевого командира Некрогга",
62231,14580,4,"Боевым командиром Некроггом",
77813,14580,5,"Боевом командире Некрогге",
15486,14581,1,"Создания-завоевателя",
31068,14581,2,"Созданию-завоевателю",
46650,14581,3,"Создание-завоевателя",
62232,14581,4,"Созданием-завоевателем",
77814,14581,5,"Создании-завоевателе",
15487,14582,1,"Разууна Завоевателя",
31069,14582,2,"Разууну Завоевателю",
46651,14582,3,"Разууна Завоевателя",
62233,14582,4,"Разууном Завоевателем",
77815,14582,5,"Разууне Завоевателе",
15488,14583,1,"Военного глашатая Пивного Брюха",
31070,14583,2,"Военному глашатаю Пивному Брюху",
46652,14583,3,"Военного глашатая Пивное Брюхо",
62234,14583,4,"Военным глашатаем Пивным Брюхом",
77816,14583,5,"Военном глашатае Пивном Брюхе",
15489,14584,1,"Военного глашатая Финстера",
31071,14584,2,"Военному глашатаю Финстеру",
46653,14584,3,"Военного глашатая Финстера",
62235,14584,4,"Военным глашатаем Финстером",
77817,14584,5,"Военном глашатае Финстере",
15490,14585,1,"Военного глашатая Горлача",
31072,14585,2,"Военному глашатаю Горлачу",
46654,14585,3,"Военного глашатая Горлача",
62236,14585,4,"Военным глашатаем Горлачом",
77818,14585,5,"Военном глашатае Горлаче",
15491,14586,1,"Военного глашатая Сардона Чистого Удара",
31073,14586,2,"Военному глашатаю Сардону Чистому Удару",
46655,14586,3,"Военного глашатая Сардона Чистый Удар",
62237,14586,4,"Военным глашатаем Сардоном Чистым Ударом",
77819,14586,5,"Военном глашатае Сардоне Чистом Ударе",
15492,14587,1,"Боевого вождя Чернорука",
31074,14587,2,"Боевому вождю Черноруку",
46656,14587,3,"Боевого вождя Чернорука",
62238,14587,4,"Боевым вождем Черноруком",
77820,14587,5,"Боевом вожде Черноруке",
15493,14588,1,"Вождя Каргата Острорука",
31075,14588,2,"Вождю Каргату Остроруку",
46657,14588,3,"Вождя Каргата Острорука",
62239,14588,4,"Вождем Каргатом Остроруком",
77821,14588,5,"Вожде Каргате Остроруке",
15494,14589,1,"Вождя Ренда Чернорука",
31076,14589,2,"Вождю Ренду Черноруку",
46658,14589,3,"Вождя Ренда Чернорука",
62240,14589,4,"Вождем Рендом Черноруком",
77822,14589,5,"Вожде Ренде Черноруке",
15495,14590,1,"Портала Вождя",
31077,14590,2,"Порталу Вождя",
46659,14590,3,"Портал Вождя",
62241,14590,4,"Порталом Вождя",
77823,14590,5,"Портале Вождя",
15496,14591,1,"Стража чертогов",
31078,14591,2,"Стражу чертогов",
46660,14591,3,"Стража чертогов",
62242,14591,4,"Стражем чертогов",
77824,14591,5,"Страже чертогов",
15497,14592,1,"Оберега лености",
31079,14592,2,"Оберегу лености",
46661,14592,3,"Оберега лености",
62243,14592,4,"Оберегом лености",
77825,14592,5,"Обереге лености",
15498,14593,1,"Оберега Занзила",
31080,14593,2,"Оберегу Занзила",
46662,14593,3,"Оберега Занзила",
62244,14593,4,"Оберегом Занзила",
77826,14593,5,"Обереге Занзила",
15499,14594,1,"Оберега-Зум Рахи",
31081,14594,2,"Оберегу-Зум Рахе",
46663,14594,3,"Оберега-Зум Раху",
62245,14594,4,"Оберегом-Зум Рахой",
77827,14594,5,"Обереге-Зум Рахе",
15500,14595,1,"Тюремщика Беламур",
31082,14595,2,"Тюремщику Беламур",
46664,14595,3,"Тюремщика Беламур",
62246,14595,4,"Тюремщиком Беламур",
77828,14595,5,"Тюремщике Беламур",
15501,14596,1,"Стража-смотрителя Хамуута",
31083,14596,2,"Стражу-смотрителю Хамууту",
46665,14596,3,"Стража-смотрителя Хамуута",
62247,14596,4,"Стражем-смотрителем Хамуутом",
77829,14596,5,"Страже-смотрителе Хамууте",
15502,14597,1,"Стража-смотрителя Харо",
31084,14597,2,"Стражу-смотрителю Харо",
46666,14597,3,"Стража-смотрителя Харо",
62248,14597,4,"Стражем-смотрителем Харо",
77830,14597,5,"Страже-смотрителе Харо",
15503,14598,1,"Тюремщика Айкошока",
31085,14598,2,"Тюремщику Айкошоку",
46667,14598,3,"Тюремщика Айкошока",
62249,14598,4,"Тюремщиком Айкошоком",
77831,14598,5,"Тюремщике Айкошоке",
15504,14599,1,"Начальника тюрьмы Мелличара",
31086,14599,2,"Начальнику тюрьмы Мелличару",
46668,14599,3,"Начальника тюрьмы Мелличара",
62250,14599,4,"Начальником тюрьмы Мелличаром",
77832,14599,5,"Начальнике тюрьмы Мелличаре",
15505,14600,1,"Стража времени",
31087,14600,2,"Стражу времени",
46669,14600,3,"Стража времени",
62251,14600,4,"Стражем времени",
77833,14600,5,"Страже времени",
15506,14601,1,"Тюремщика Телвотера",
31088,14601,2,"Тюремщику Телвотеру",
46670,14601,3,"Тюремщика Телвотера",
62252,14601,4,"Тюремщиком Телвотером",
77834,14601,5,"Тюремщике Телвотере",
15507,14602,1,"Варга Рыбовода",
31089,14602,2,"Варгу Рыбоводу",
46671,14602,3,"Варга Рыбовода",
62253,14602,4,"Варгом Рыбоводом",
77835,14602,5,"Варге Рыбоводе",
15508,14603,1,"Военного вождя Краззилака",
31090,14603,2,"Военному вождю Краззилаку",
46672,14603,3,"Военного вождя Краззилака",
62254,14603,4,"Военным вождем Краззилаком",
77836,14603,5,"Военном вожде Краззилаке",
15509,14604,1,"Чернокнижника 10",
31091,14604,2,"Чернокнижнику 10",
46673,14604,3,"Чернокнижника 10",
62255,14604,4,"Чернокнижником 10",
77837,14604,5,"Чернокнижнике 10",
15510,14605,1,"Чернокнижника 15",
31092,14605,2,"Чернокнижнику 15",
46674,14605,3,"Чернокнижника 15",
62256,14605,4,"Чернокнижником 15",
77838,14605,5,"Чернокнижнике 15",
15511,14606,1,"Чернокнижника 20",
31093,14606,2,"Чернокнижнику 20",
46675,14606,3,"Чернокнижника 20",
62257,14606,4,"Чернокнижником 20",
77839,14606,5,"Чернокнижнике 20",
15512,14607,1,"Чернокнижника 30",
31094,14607,2,"Чернокнижнику 30",
46676,14607,3,"Чернокнижника 30",
62258,14607,4,"Чернокнижником 30",
77840,14607,5,"Чернокнижнике 30",
15513,14608,1,"Чернокнижника 40",
31095,14608,2,"Чернокнижнику 40",
46677,14608,3,"Чернокнижника 40",
62259,14608,4,"Чернокнижником 40",
77841,14608,5,"Чернокнижнике 40",
15514,14609,1,"Чернокнижника 5",
31096,14609,2,"Чернокнижнику 5",
46678,14609,3,"Чернокнижника 5",
62260,14609,4,"Чернокнижником 5",
77842,14609,5,"Чернокнижнике 5",
15515,14610,1,"Наставника чернокнижников",
31097,14610,2,"Наставнику чернокнижников",
46679,14610,3,"Наставника чернокнижников",
62261,14610,4,"Наставником чернокнижников",
77843,14610,5,"Наставнике чернокнижников",
15516,14611,1,"Полководца Горчука",
31098,14611,2,"Полководцу Горчуку",
46680,14611,3,"Полководца Горчука",
62262,14611,4,"Полководцем Горчуком",
77844,14611,5,"Полководце Горчуке",
15517,14612,1,"Полководца Клинозуба",
31099,14612,2,"Полководцу Клинозубу",
46681,14612,3,"Полководца Клинозуба",
62263,14612,4,"Полководцем Клинозубом",
77845,14612,5,"Полководце Клинозубе",
15518,14613,1,"Полководца Калитреша",
31100,14613,2,"Полководцу Калитрешу",
46682,14613,3,"Полководца Калитреша",
62264,14613,4,"Полководцем Калитрешем",
77846,14613,5,"Полководце Калитреше",
15519,14614,1,"Полководца Колканиса",
31101,14614,2,"Полководцу Колканису",
46683,14614,3,"Полководца Колканиса",
62265,14614,4,"Полководцем Колканисом",
77847,14614,5,"Полководце Колканисе",
15520,14615,1,"Полководца Креллиана",
31102,14615,2,"Полководцу Креллиану",
46684,14615,3,"Полководца Креллиана",
62266,14615,4,"Полководцем Креллианом",
77848,14615,5,"Полководце Креллиане",
15521,14616,1,"Полководца Морка",
31103,14616,2,"Полководцу Морку",
46685,14616,3,"Полководца Морка",
62267,14616,4,"Полководцем Морком",
77849,14616,5,"Полководце Морке",
15522,14617,1,"Полководца Салариса",
31104,14617,2,"Полководцу Саларису",
46686,14617,3,"Полководца Салариса",
62268,14617,4,"Полководцем Саларисом",
77850,14617,5,"Полководце Саларисе",
15523,14618,1,"Воеводы Гаррика",
31105,14618,2,"Воеводе Гаррику",
46687,14618,3,"Воеводу Гаррика",
62269,14618,4,"Воеводой Гарриком",
77851,14618,5,"Воеводе Гаррике",
15524,14619,1,"Воеводы Лаггронда",
31106,14619,2,"Воеводе Лаггронду",
46688,14619,3,"Воеводу Лаггронда",
62270,14619,4,"Воеводой Лаггрондом",
77852,14619,5,"Воеводе Лаггронде",
15525,14620,1,"Вароша",
31107,14620,2,"Варошу",
46689,14620,3,"Вароша",
62271,14620,4,"Варошем",
77853,14620,5,"Вароше",
15526,14621,1,"Вароша Выкупленного",
31108,14621,2,"Варошу Выкупленному",
46690,14621,3,"Вароша Выкупленного",
62272,14621,4,"Варошем Выкупленным",
77854,14621,5,"Вароше Выкупленном",
15527,14622,1,"Астральной аберрации",
31109,14622,2,"Астральной аберрации",
46691,14622,3,"Астральную аберрацию",
62273,14622,4,"Астральной аберрацией",
77855,14622,5,"Астральной аберрации",
15528,14623,1,"Прыгуаны-хищника",
31110,14623,2,"Прыгуане-хищнику",
46692,14623,3,"Прыгуану-хищника",
62274,14623,4,"Прыгуаной-хищником",
77856,14623,5,"Прыгуане-хищнике",
15529,14624,1,"Прыгуаны-ловца",
31111,14624,2,"Прыгуане-ловцу",
46693,14624,3,"Прыгуану-ловца",
62275,14624,4,"Прыгуаной-ловцом",
77857,14624,5,"Прыгуане-ловце",
15530,14625,1,"Прыгуаны-охотника",
31112,14625,2,"Прыгуане-охотнику",
46694,14625,3,"Прыгуану-охотника",
62276,14625,4,"Прыгуаной-охотником",
77858,14625,5,"Прыгуане-охотнике",
15531,14626,1,"Астрального чудовища",
31113,14626,2,"Астральному чудовищу",
46695,14626,3,"Астральное чудовище",
62277,14626,4,"Астральным чудовищем",
77859,14626,5,"Астральном чудовище",
15532,14627,1,"Искореженной ломтерезки",
31114,14627,2,"Искореженной ломтерезке",
46696,14627,3,"Искореженную ломтерезку",
62278,14627,4,"Искореженной ломтерезкой",
77860,14627,5,"Искореженной ломтерезке",
15533,14628,1,"Узлодревня",
31115,14628,2,"Узлодревню",
46697,14628,3,"Узлодревня",
62279,14628,4,"Узлодревнем",
77861,14628,5,"Узлодревне",
15534,14629,1,"Обычной прыгуаны",
31116,14629,2,"Обычной прыгуане",
46698,14629,3,"Обычную прыгуану",
62280,14629,4,"Обычной прыгуаной",
77862,14629,5,"Обычной прыгуане",
15535,14630,1,"Губительной бури",
31117,14630,2,"Губительной буре",
46699,14630,3,"Губительную бурю",
62281,14630,4,"Губительной бурей",
77863,14630,5,"Губительной буре",
15536,14631,1,"Астрального батрака",
31118,14631,2,"Астральному батраку",
46700,14631,3,"Астрального батрака",
62282,14631,4,"Астральным батраком",
77864,14631,5,"Астральном батраке",
15537,14632,1,"Инжинера портала",
31119,14632,2,"Инжинеру портала",
46701,14632,3,"Инжинера портала",
62283,14632,4,"Инжинером портала",
77865,14632,5,"Инжинере портала",
15538,14633,1,"Щита портала",
31120,14633,2,"Щиту портала",
46702,14633,3,"Щита портала",
62284,14633,4,"Щитом портала",
77866,14633,5,"Щите портала",
15539,14634,1,"Мастера пространственных искривлений Леранис",
31121,14634,2,"Мастера пространственных искривлений Леранис",
46703,14634,3,"Мастера пространственных искривлений Леранис",
62285,14634,4,"Мастера пространственных искривлений Леранис",
77867,14634,5,"Мастера пространственных искривлений Леранис",
15540,14635,1,"Мастера пространственных искривлений Лиссендры",
31122,14635,2,"Мастера пространственных искривлений Лиссендре",
46704,14635,3,"Мастера пространственных искривлений Лиссендру",
62286,14635,4,"Мастера пространственных искривлений Лиссендрой",
77868,14635,5,"Мастера пространственных искривлений Лиссендре",
15541,14636,1,"Мастера пространственных искривлений Валдрина",
31123,14636,2,"Мастеру пространственных искривлений Валдрину",
46705,14636,3,"Мастера пространственных искривлений Валдрина",
62287,14636,4,"Мастером пространственных искривлений Валдрином",
77869,14636,5,"Мастере пространственных искривлений Валдрине",
15542,14637,1,"Астрального налетчика Несаада",
31124,14637,2,"Астральному налетчику Несааду",
46706,14637,3,"Астрального налетчика Несаада",
62288,14637,4,"Астральным налетчиком Несаадом",
77870,14637,5,"Астральном налетчике Несааде",
15543,14638,1,"Провидца бед Крива",
31125,14638,2,"Провидцу бед Криву",
46707,14638,3,"Провидца бед Крива",
62289,14638,4,"Провидцем бед Кривом",
77871,14638,5,"Провидце бед Криве",
15544,14639,1,"Криводрева Сокрушителя",
31126,14639,2,"Криводреву Сокрушителю",
46708,14639,3,"Криводрева Сокрушителя",
62290,14639,4,"Криводревом Сокрушителем",
77872,14639,5,"Криводреве Сокрушителе",
15545,14640,1,"Стража-криводрева",
31127,14640,2,"Стражу-криводреву",
46709,14640,3,"Стража-криводрева",
62291,14640,4,"Стражем-криводревом",
77873,14640,5,"Страже-криводреве",
15546,14641,1,"Криводрева-моходера",
31128,14641,2,"Криводреву-моходеру",
46710,14641,3,"Криводрева-моходера",
62292,14641,4,"Криводревом-моходером",
77874,14641,5,"Криводреве-моходере",
15547,14642,1,"Криводрева-крушителя",
31129,14642,2,"Криводреву-крушителю",
46711,14642,3,"Криводрева-крушителя",
62293,14642,4,"Криводревом-крушителем",
77875,14642,5,"Криводреве-крушителем",
15548,14643,1,"Спор Кривого дерева",
31130,14643,2,"Спорам Кривого дерева",
46712,14643,3,"Споры Кривого дерева",
62294,14643,4,"Спорами Кривого дерева",
77876,14643,5,"Спорах Кривого дерева",
15549,14644,1,"Криводрева-топотуна",
31131,14644,2,"Криводреву-топотуну",
46713,14644,3,"Криводрева-топотуна",
62295,14644,4,"Криводревом-топотуном",
77877,14644,5,"Криводреве-топотуне",
15550,14645,1,"Криводрева-ветвеплета",
31132,14645,2,"Криводреву-ветвеплету",
46714,14645,3,"Криводрева-ветвеплета",
62296,14645,4,"Криводревом-ветвеплетом",
77878,14645,5,"Криводреве-ветвеплете",
15551,14646,1,"Древня-криводрева",
31133,14646,2,"Древню-криводреву",
46715,14646,3,"Древня-криводрева",
62297,14646,4,"Древнем-криводревом",
77879,14646,5,"Древне-криводреве",
15552,14647,1,"Прапорщик Трейси Праулвелл",
31134,14647,2,"Прапорщик Трейси Праулвелл",
46716,14647,3,"Прапорщик Трейси Праулвелл",
62298,14647,4,"Прапорщик Трейси Праулвелл",
77880,14647,5,"Прапорщик Трейси Праулвелл",
15553,14648,1,"Воина 1",
31135,14648,2,"Воину 1",
46717,14648,3,"Воина 1",
62299,14648,4,"Воином 1",
77881,14648,5,"Воине 1",
15554,14649,1,"Воина 10",
31136,14649,2,"Воину 10",
46718,14649,3,"Воина 10",
62300,14649,4,"Воином 10",
77882,14649,5,"Воине 10",
15555,14650,1,"Воина 15",
31137,14650,2,"Воину 15",
46719,14650,3,"Воина 15",
62301,14650,4,"Воином 15",
77883,14650,5,"Воине 15",
15556,14651,1,"Воина 20",
31138,14651,2,"Воину 20",
46720,14651,3,"Воина 20",
62302,14651,4,"Воином 20",
77884,14651,5,"Воине 20",
15557,14652,1,"Воина 21",
31139,14652,2,"Воину 21",
46721,14652,3,"Воина 21",
62303,14652,4,"Воином 21",
77885,14652,5,"Воине 21",
15558,14653,1,"Воина 22",
31140,14653,2,"Воину 22",
46722,14653,3,"Воина 22",
62304,14653,4,"Воином 22",
77886,14653,5,"Воине 22",
15559,14654,1,"Воина 23",
31141,14654,2,"Воину 23",
46723,14654,3,"Воина 23",
62305,14654,4,"Воином 23",
77887,14654,5,"Воине 23",
15560,14655,1,"Воина 24",
31142,14655,2,"Воину 24",
46724,14655,3,"Воина 24",
62306,14655,4,"Воином 24",
77888,14655,5,"Воине 24",
15561,14656,1,"Воина 25",
31143,14656,2,"Воину 25",
46725,14656,3,"Воина 25",
62307,14656,4,"Воином 25",
77889,14656,5,"Воине 25",
15562,14657,1,"Воина 26",
31144,14657,2,"Воину 26",
46726,14657,3,"Воина 26",
62308,14657,4,"Воином 26",
77890,14657,5,"Воине 26",
15563,14658,1,"Воина 27",
31145,14658,2,"Воину 27",
46727,14658,3,"Воина 27",
62309,14658,4,"Воином 27",
77891,14658,5,"Воине 27",
15564,14659,1,"Воина 28",
31146,14659,2,"Воину 28",
46728,14659,3,"Воина 28",
62310,14659,4,"Воином 28",
77892,14659,5,"Воине 28",
15565,14660,1,"Воина 29",
31147,14660,2,"Воину 29",
46729,14660,3,"Воина 29",
62311,14660,4,"Воином 29",
77893,14660,5,"Воине 29",
15566,14661,1,"Воина 30",
31148,14661,2,"Воину 30",
46730,14661,3,"Воина 30",
62312,14661,4,"Воином 30",
77894,14661,5,"Воине 30",
15567,14662,1,"Воина 40",
31149,14662,2,"Воину 40",
46731,14662,3,"Воина 40",
62313,14662,4,"Воином 40",
77895,14662,5,"Воине 40",
15568,14663,1,"Воина 5",
31150,14663,2,"Воину 5",
46732,14663,3,"Воина 5",
62314,14663,4,"Воином 5",
77896,14663,5,"Воине 5",
15569,14664,1,"Воина 60",
31151,14664,2,"Воину 60",
46733,14664,3,"Воина 60",
62315,14664,4,"Воином 60",
77897,14664,5,"Воине 60",
15570,14665,1,"Крошшера клана Песни Войны",
31152,14665,2,"Крошшеру клана Песни Войны",
46734,14665,3,"Крошшера клана Песни Войны",
62316,14665,4,"Крошшером клана Песни Войны",
77898,14665,5,"Крошшере клана Песни Войны",
15571,14666,1,"Варуга",
31153,14666,2,"Варугу",
46735,14666,3,"Варуга",
62317,14666,4,"Варугом",
77899,14666,5,"Варуге",
15572,14667,1,"Ваште Пауни",
31154,14667,2,"Ваште Пауни",
46736,14667,3,"Ваште Пауни",
62318,14667,4,"Ваште Пауни",
77900,14667,5,"Ваште Пауни",
15573,14668,1,"Командира стражи Кранка",
31155,14668,2,"Командиру стражи Кранку",
46737,14668,3,"Командира стражи Кранка",
62319,14668,4,"Командиром стражи Кранком",
77901,14668,5,"Командире стражи Кранке",
15574,14669,1,"Командира стражи Леонуса",
31156,14669,2,"Командиру стражи Леонусу",
46738,14669,3,"Командира стражи Леонуса",
62320,14669,4,"Командиром стражи Леонусом",
77902,14669,5,"Командире стражи Леонусе",
15575,14670,1,"Командира стражи Релторна Пустомара",
31157,14670,2,"Командиру стражи Релторну Пустомару",
46739,14670,3,"Командира стражи Релторна Пустомара",
62321,14670,4,"Командиром стражи Релторном Пустомаром",
77903,14670,5,"Командире стражи Релторне Пустомаре",
15576,14671,1,"Командира стражи Залафила",
31158,14671,2,"Командиру стражи Залафилу",
46740,14671,3,"Командира стражи Залафила",
62322,14671,4,"Командиром стражи Залафилом",
77904,14671,5,"Командире стражи Залафиле",
15577,14672,1,"Дозорного Бакуса",
31159,14672,2,"Дозорному Бакусу",
46741,14672,3,"Дозорного Бакуса",
62323,14672,4,"Дозорным Бакусом",
77905,14672,5,"Дозорном Бакусе",
15578,14673,1,"Дозорного Биггса",
31160,14673,2,"Дозорному Биггсу",
46742,14673,3,"Дозорного Биггса",
62324,14673,4,"Дозорным Биггсом",
77906,14673,5,"Дозорном Биггсе",
15579,14674,1,"Дозорного Бломберга",
31161,14674,2,"Дозорному Бломбергу",
46743,14674,3,"Дозорного Бломберга",
62325,14674,4,"Дозорным Бломбергом",
77907,14674,5,"Дозорном Бломберге",
15580,14675,1,"Дозорного Браунелл",
31162,14675,2,"Дозорному Браунелл",
46744,14675,3,"Дозорного Браунелл",
62326,14675,4,"Дозорным Браунелл",
77908,14675,5,"Дозорном Браунелл",
15581,14676,1,"Дозорного Бакурис",
31163,14676,2,"Дозорному Бакурис",
46745,14676,3,"Дозорного Бакурис",
62327,14676,4,"Дозорным Бакурис",
77909,14676,5,"Дозорном Бакурис",
15582,14677,1,"Дозорного Каллахана",
31164,14677,2,"Дозорному Каллахану",
46746,14677,3,"Дозорного Каллахана",
62328,14677,4,"Дозорным Каллаханом",
77910,14677,5,"Дозорном Каллахане",
15583,14678,1,"Дозорного Корвина",
31165,14678,2,"Дозорному Корвину",
46747,14678,3,"Дозорного Корвина",
62329,14678,4,"Дозорным Корвином",
77911,14678,5,"Дозорном Корвине",
15584,14679,1,"Дозорного Катфорда",
31166,14679,2,"Дозорному Катфорду",
46748,14679,3,"Дозорного Катфорда",
62330,14679,4,"Дозорным Катфордом",
77912,14679,5,"Дозорном Катфорде",
15585,14680,1,"Дозорного Додса",
31167,14680,2,"Дозорному Додсу",
46749,14680,3,"Дозорного Додса",
62331,14680,4,"Дозорным Додсом",
77913,14680,5,"Дозорном Додсе",
15586,14681,1,"Дозорного Элайры",
31168,14681,2,"Дозорному Элайре",
46750,14681,3,"Дозорного Элайру",
62332,14681,4,"Дозорным Элайрой",
77914,14681,5,"Дозорном Элайре",
15587,14682,1,"Дозорного Фрейзера",
31169,14682,2,"Дозорному Фрейзеру",
46751,14682,3,"Дозорного Фрейзера",
62333,14682,4,"Дозорным Фрейзером",
77915,14682,5,"Дозорном Фрейзере",
15588,14683,1,"Дозорного Гелвин",
31170,14683,2,"Дозорному Гелвин",
46752,14683,3,"Дозорного Гелвин",
62334,14683,4,"Дозорным Гелвин",
77916,14683,5,"Дозорном Гелвин",
15589,14684,1,"Дозорного Хартина",
31171,14684,2,"Дозорному Хартину",
46753,14684,3,"Дозорного Хартина",
62335,14684,4,"Дозорным Хартином",
77917,14684,5,"Дозорном Хартине",
15590,14685,1,"Дозорного Хатчинса",
31172,14685,2,"Дозорному Хатчинсу",
46754,14685,3,"Дозорного Хатчинса",
62336,14685,4,"Дозорным Хатчинсом",
77918,14685,5,"Дозорном Хатчинсе",
15591,14686,1,"Дозорного Жана",
31173,14686,2,"Дозорному Жану",
46755,14686,3,"Дозорного Жана",
62337,14686,4,"Дозорным Жаном",
77919,14686,5,"Дозорном Жане",
15592,14687,1,"Дозорного Джанг",
31174,14687,2,"Дозорному Джанг",
46756,14687,3,"Дозорного Джанг",
62338,14687,4,"Дозорным Джанг",
77920,14687,5,"Дозорном Джанг",
15593,14688,1,"Дозорного Джордана",
31175,14688,2,"Дозорному Джордану",
46757,14688,3,"Дозорного Джордана",
62339,14688,4,"Дозорным Джорданом",
77921,14688,5,"Дозорном Джордане",
15594,14689,1,"Дозорного Кифэр",
31176,14689,2,"Дозорному Кифэр",
46758,14689,3,"Дозорного Кифэр",
62340,14689,4,"Дозорным Кифэр",
77922,14689,5,"Дозорном Кифэр",
15595,14690,1,"Дозорного Келлера",
31177,14690,2,"Дозорному Келлеру",
46759,14690,3,"Дозорного Келлера",
62341,14690,4,"Дозорным Келлером",
77923,14690,5,"Дозорном Келлере",
15596,14691,1,"Дозорного Ладимор",
31178,14691,2,"Дозорному Ладимор",
46760,14691,3,"Дозорного Ладимор",
62342,14691,4,"Дозорным Ладимор",
77924,14691,5,"Дозорном Ладимор",
15597,14692,1,"Дозорного Махара Ба",
31179,14692,2,"Дозорному Махару Ба",
46761,14692,3,"Дозорного Махара Ба",
62343,14692,4,"Дозорным Махаром Ба",
77925,14692,5,"Дозорном Махаре Ба",
15598,14693,1,"Дозорного Меранты",
31180,14693,2,"Дозорному Меранте",
46762,14693,3,"Дозорного Меранту",
62344,14693,4,"Дозорным Мерантой",
77926,14693,5,"Дозорном Меранте",
15599,14694,1,"Дозорного Мокарски",
31181,14694,2,"Дозорному Мокарски",
46763,14694,3,"Дозорного Мокарски",
62345,14694,4,"Дозорным Мокарски",
77927,14694,5,"Дозорном Мокарски",
15600,14695,1,"Дозорного Луннолист",
31182,14695,2,"Дозорному Луннолист",
46764,14695,3,"Дозорного Луннолист",
62346,14695,4,"Дозорным Луннолист",
77928,14695,5,"Дозорном Луннолист",
15601,14696,1,"Дозорного Лунного Сумрака",
