long,long,long,long,long,long,long,long,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,long,long,long,
7542,2138,8,2140,0,0,0,0,0,,,"La veuve joyeuse (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
7556,2144,8,1038,0,0,0,0,0,,,"Le gardien des flammes",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
7563,2145,8,1039,0,0,0,0,0,,,"Le garde-flammes",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
7623,231,56,0,20,3,607,1,0,,,"Rivage des Anciens",,,,,,,,,,,,,,0xFF01FE,11,0,0,0,5,
7640,230,8,2194,0,0,0,0,0,,,"Maîtrise du rivage des Anciens",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
7641,1175,8,2195,0,0,0,0,0,,,"Maîtrise du rivage des Anciens",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
7646,2194,8,2193,0,0,0,0,0,,,"Expert en explosifs",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
7658,2195,8,2193,0,0,0,0,0,,,"Expert en explosifs",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
7708,1723,70,0,100,0,0,0,0,,,"Bombardier",,,,,,,,,,,,,,0xFF01FE,3,0,0,0,5,
7715,2199,70,0,10,0,0,0,0,,,"Tour d'Ombrevue",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
7728,1752,8,2089,0,0,0,0,0,,,"1 000 éclats du gardien des pierres",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
7789,322,20,28587,0,0,0,0,0,,,"Volkhan",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
7811,323,20,15931,0,0,0,0,0,,,"Grobbulus",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
7847,324,20,28859,0,0,0,0,0,,,"Malygos",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
7852,799,28,20776,0,0,0,0,0,,,"Esprit ancestral",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
7860,800,28,10324,0,0,0,0,0,,,"Rédemption",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
7868,801,28,3026,0,0,0,0,0,,,"Utilisation de pierre d'âme",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
8104,2256,0,32358,1,0,0,0,0,,,"Larmagauche Venbraye",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
8159,263,36,35279,1,0,0,0,0,,,"Tabard des cieux estivaux",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,5,
8589,837,32,572,0,0,0,0,0,,,"Victoires dans les ruines de Lordaeron",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
8593,838,33,572,0,0,0,0,0,,,"Matchs dans les ruines de Lordaeron",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
8598,363,33,618,0,0,0,0,0,,,"Matchs dans l'arène des valeureux à 5c5",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
8599,362,32,617,0,0,0,0,0,,,"Victoires à Dalaran à 5c5",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
8603,365,33,617,0,0,0,0,0,,,"Matchs à Dalaran à 3c3",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
8607,364,32,617,0,0,0,0,0,,,"Victoires à Dalaran à 3c3",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
8611,367,33,617,0,0,0,0,0,,,"Matchs à Dalaran à 2c2",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
8617,366,32,572,0,0,0,0,0,,,"Victoires dans les ruines de Lordaeron à 2c2",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
8696,347,41,20224,0,0,0,0,0,,,"Rations de fer de Profanateur",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,5,
8822,2336,46,470,42000,0,0,0,0,,,"Exalté auprès de Cabestan",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
8838,321,18,40,0,0,0,0,0,,,"Instances à 40",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
8989,346,41,15723,0,0,0,0,0,,,"Thé sucré",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,5,
9141,2436,29,61818,1,0,0,0,0,,,"Mille pointes",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
9144,2422,110,61815,1,0,0,0,0,,,"Humain",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
9164,383,70,0,0,0,0,0,0,,,"Victoires honorables dans l'arène des valeureux",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
9166,1490,56,0,0,0,0,0,0,,,"Arène des valeureux",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
9303,2557,54,225,1,0,0,0,0,,,"Pingouin du glacier",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
9361,2556,0,9699,1,0,0,0,0,,,"Hanneton de feu",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
9578,686,36,17182,1,0,0,0,0,,,"Sulfuras, Main de Ragnaros",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,5,
9672,2770,8,2763,0,0,0,0,0,,,"Champion de Forgefer",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
9677,2771,8,2768,0,0,0,0,0,,,"Champion des Pitons du Tonnerre",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
9721,2090,74,0,1,0,0,0,0,,,"Gladiateur",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,5,
9755,2758,27,13696,1,0,0,0,0,,,"",,,,,,,,,,,,,,0xFF01FF,2,0,0,0,5,
9764,2776,8,2089,0,0,0,0,0,,,"1 000 éclats du gardien des pierres",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
9782,2782,8,2780,0,0,0,0,0,,,"Champion de Forgefer",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
9792,2788,8,2786,0,0,0,0,0,,,"Champion des Pitons du Tonnerre",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
9867,2797,8,2421,0,0,0,0,0,,,"Le Jardin des nobles",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
9873,2798,8,2416,0,0,0,0,0,,,"Œuf dur",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
9902,2816,8,2769,0,0,0,0,0,,,"Champion de Fossoyeuse",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
9908,2817,8,2764,0,0,0,0,0,,,"Champion de Hurlevent",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
9974,1770,0,33293,1,0,0,0,0,,,"Déconstructeur XT-002",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
9975,1756,0,33293,1,0,0,0,0,,,"Déconstructeur XT-002",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
10104,2957,8,2941,0,0,0,0,0,,,"Vous avez été choisi, Brise-acier",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
10227,2836,28,64811,1,0,0,0,0,,,"Orgrimmar",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
10369,2958,8,2944,0,0,0,0,0,,,"Vous avez été choisi, Brise-acier (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
10524,3217,27,13836,1,0,0,0,0,,,"Les bras lui en tombent",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
10598,2903,28,65195,1,0,0,0,0,,,"Assemblée du Fer",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
10599,2904,28,65195,1,0,0,0,0,,,"Assemblée du Fer",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
10879,2093,74,0,1,0,0,0,0,,,"Gladiateur fatal",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,5,
10966,303,41,37750,1,0,0,0,0,,,"",,,,,,,,,,,,,,0xFFF3FE,2,0,0,0,5,
11090,3558,29,66375,1,0,0,0,0,,,"Farce au pain épicé",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
11122,3576,29,62050,1,0,0,0,0,,,"Farce au pain épicé",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
11127,3577,29,66038,1,0,0,0,0,,,"Farce au pain épicé",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
11159,3559,110,61781,1,0,0,0,0,,,"Voleur elfe de la nuit",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
11181,3579,110,61928,1,0,0,0,0,,,"",,,,,,,,,,,,,,0xFF75FE,2,0,0,0,5,
11199,3596,27,14053,1,0,0,0,0,,,"On est encore à court de sauce ?",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
11207,3597,27,14059,1,0,0,0,0,,,"On est encore à court de sauce ?",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
11261,3478,8,3596,0,0,0,0,0,,,"Le pèlerinage du pèlerin",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
11270,3656,8,3597,0,0,0,0,0,,,"Le pèlerinage du pèlerin",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
11324,3696,27,13699,1,0,0,0,0,,,"",,,,,,,,,,,,,,0xFFF7FF,2,0,0,0,5,
11506,3857,8,3849,0,0,0,0,0,,,"A-bomb-ination",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
11549,3812,0,34564,1,0,0,0,0,,,"Achever l'épreuve du grand croisé",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
11683,3916,0,34564,1,0,0,0,0,,,"Achever l'épreuve du croisé",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
11688,3917,0,34564,1,0,0,0,0,,,"Achever l'épreuve du croisé",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
11693,3918,0,34564,1,0,0,0,0,,,"Achever l'épreuve du grand croisé",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
11753,3957,8,3849,0,0,0,0,0,,,"A-bomb-ination",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
11907,3802,28,68206,1,0,0,0,0,,,"Lucifron",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
11960,1525,27,13100,1,0,0,0,0,,,"Pain de viande aux champignons infusés - Alliance",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
12162,3853,31,4753,1,3,628,3,628,,,"Donjon de l'Alliance",,,,,,,,,,,,,,0xFF01FE,4,0,0,0,5,
12301,3778,28,68572,1,0,0,0,0,,,"Jaelyne Chant-du-soir",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
12306,4296,28,68572,1,0,0,0,0,,,"Zul'tore",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
12314,4297,28,68572,1,0,0,0,0,,,"Jaelyne Chant-du-soir",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
12322,4298,28,68572,1,0,0,0,0,,,"Zul'tore",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
12498,3838,42,49426,1,0,0,0,0,,,"Emblème de givre",,,,,,,,,,,,,,0xFF01FE,3,0,0,0,5,
12499,3839,42,49426,25,0,0,0,0,,,"Emblème de givre",,,,,,,,,,,,,,0xFF01FE,3,0,0,0,5,
12500,3840,42,49426,50,0,0,0,0,,,"Emblème de givre",,,,,,,,,,,,,,0xFF01FE,3,0,0,0,5,
12501,3841,42,49426,100,0,0,0,0,,,"Emblème de givre",,,,,,,,,,,,,,0xFF01FE,3,0,0,0,5,
12502,3842,42,49426,250,0,0,0,0,,,"Emblème de givre",,,,,,,,,,,,,,0xFF01FE,3,0,0,0,5,
12503,3843,42,49426,500,0,0,0,0,,,"Emblème de givre",,,,,,,,,,,,,,0xFF01FE,3,0,0,0,5,
12504,3844,42,49426,1000,0,0,0,0,,,"Emblème de givre",,,,,,,,,,,,,,0xFF01FE,3,0,0,0,5,
12505,3876,42,49426,1500,0,0,0,0,,,"Emblème de givre",,,,,,,,,,,,,,0xFF01FE,3,0,0,0,5,
12506,4316,42,49426,2500,0,0,0,0,,,"Emblème de givre",,,,,,,,,,,,,,0xFF01FE,3,0,0,0,5,
12579,229,35,0,30,3,628,3,628,,,"30 victoires honorables sur l'île des Conquérants",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,5,
12622,4416,34,67415,0,0,0,0,0,,,"Jeune raptor de Gundrak",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,5,
12659,4436,110,67531,1,0,0,0,0,,,"Vol'jin",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
12666,4437,110,67531,1,0,0,0,0,,,"Tyrande Murmevent",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
12682,4456,0,28923,1,0,0,0,0,,,"Kronus",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
12769,4532,8,4530,0,0,0,0,0,,,"Le Trône de glace",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
12802,4556,0,28923,1,0,0,0,0,,,"Kronus",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
12881,1695,27,24663,1,0,0,0,0,,,"",,,,,,,,,,,,,,0xFF01FC,2,0,0,0,5,
12906,4596,27,24800,0,0,0,0,0,,,"",,,,,,,,,,,,,,0xFF01FC,2,0,0,0,5,
12917,4602,8,4534,0,0,0,0,0,,,"Dans l'os",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
12957,4608,8,4597,0,0,0,0,0,,,"Le Trône de glace",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
13003,2092,74,0,1,0,0,0,0,,,"Gladiateur implacable",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,5,
13016,4603,8,4610,0,0,0,0,0,,,"Dans l'os",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
13065,4636,8,4583,0,0,0,0,0,,,"Le Trône de glace",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
13070,4637,8,4584,0,0,0,0,0,,,"Le Trône de glace",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
13235,2186,0,15928,1,0,0,0,0,,,"Thaddius",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,5,
13240,2187,0,15928,1,0,0,0,0,,,"Thaddius",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,5,
13308,1104,0,34564,1,0,0,0,0,,,"Anub'arak",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
13310,1768,0,34564,1,0,0,0,0,,,"Anub'arak",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,5,
13376,4782,36,37894,1,0,0,0,0,,,"Bock de la fête des Brasseurs vert plein",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,5,
13383,4784,36,49426,1,0,0,0,0,,,"",,,,,,,,,,,,,,0xFF01FC,2,0,0,0,5,
13388,4785,36,49426,1,0,0,0,0,,,"",,,,,,,,,,,,,,0xFF01FC,2,0,0,0,5,
13400,4788,34,35529,0,0,0,0,0,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,0,0,5,
13413,4789,34,31432,0,0,0,0,0,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,0,0,5,
88,41,8,39,1,0,0,0,0,,,"Dans le bassin",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
388,576,8,574,0,0,0,0,0,,,"Défaite de Kel'Thuzad",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
394,577,8,575,0,0,0,0,0,,,"Défaite de Kel'Thuzad",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
501,626,36,21539,1,0,0,0,0,,,"Robe de fête violette",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,6,
507,627,43,110,1,0,0,0,0,,,"Les Collines de Tundrid",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
621,116,40,773,2,0,0,0,0,,,"Calligraphie",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,6,
655,705,7,54,400,0,0,0,0,,,"Masses",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
764,700,36,29592,1,0,0,0,0,,,"Insigne de la Horde",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,6,
784,701,36,18858,1,0,0,0,0,,,"Insigne de l'Alliance",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,6,
827,728,43,252,1,0,0,0,0,,,"Tranchecolline",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
853,731,40,773,3,0,0,0,0,,,"Calligraphie",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,6,
864,732,40,773,4,0,0,0,0,,,"Calligraphie",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,6,
875,733,40,773,5,0,0,0,0,,,"Calligraphie",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,6,
886,734,40,773,6,0,0,0,0,,,"Calligraphie",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,6,
897,735,40,773,6,0,0,0,0,,,"Calligraphie",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,6,
907,736,43,192,1,0,0,0,0,,,"La mine de la KapitalRisk",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
922,750,43,466,1,0,0,0,0,,,"Les Bassins oubliés",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
952,760,43,446,1,0,0,0,0,,,"Fourche du gibet",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
966,761,43,566,1,0,0,0,0,,,"La Crique de Faldir",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1019,765,43,586,1,0,0,0,0,,,"Repos d'Apocryphan",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1033,766,43,826,1,0,0,0,0,,,"Autel des tempêtes",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1042,768,43,231,1,0,0,0,0,,,"Manoir du Foyer froid",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1058,769,43,306,1,0,0,0,0,,,"Île de Fenris",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1073,770,43,966,1,0,0,0,0,,,"Champ de Gangrepierre",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1086,771,43,889,1,0,0,0,0,,,"Comté-de-Darrow",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1108,772,43,406,1,0,0,0,0,,,"Rivage oriental",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1120,773,43,606,1,0,0,0,0,,,"Lac Vent-vaillant",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1134,774,43,726,1,0,0,0,0,,,"Site de fouilles de Crasseboue",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1141,775,43,786,1,0,0,0,0,,,"Le Pilier de cendres",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1151,776,43,126,1,0,0,0,0,,,"Le Débarcadère de Jerod",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1166,778,43,426,1,0,0,0,0,,,"Bosquet du crépuscule",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1179,779,43,321,1,0,0,0,0,,,"Le pavillon des Pérégrins",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1191,780,43,367,1,0,0,0,0,,,"Scierie d'Alther",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1201,781,43,502,1,0,0,0,0,,,"Le Rivage cruel",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1228,782,43,546,1,0,0,0,0,,,"Pierrêche",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1253,802,43,285,1,0,0,0,0,,,"La ferme des Molsen",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1267,841,43,386,1,0,0,0,0,,,"Vallon des embruns",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1281,42,8,775,1,0,0,0,0,,,"Steppes ardentes",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1304,842,43,89,1,0,0,0,0,,,"Bassins d'Arlithrien",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1319,844,43,346,1,0,0,0,0,,,"Ameth'Aran",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1328,845,43,746,1,0,0,0,0,,,"Sanctuaire de Scarfeu",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1346,846,43,682,1,0,0,0,0,,,"Canyon de Brisevent",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1355,847,43,926,1,0,0,0,0,,,"Canyon de Sishir",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1374,848,43,770,1,0,0,0,0,,,"Village des Kolkar",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1384,849,43,985,1,0,0,0,0,,,"La Côte oubliée",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1397,850,43,666,1,0,0,0,0,,,"Tourbière du Ver",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1414,851,43,653,1,0,0,0,0,,,"Crique des Gréements",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1430,852,43,846,1,0,0,0,0,,,"Temple d'Arkkoran",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1445,853,43,866,1,0,0,0,0,,,"Chutes de la Vénéneuse",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1458,854,43,626,1,0,0,0,0,,,"Plateau de Rochefer",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1470,856,43,1027,1,0,0,0,0,,,"Le Mur du scarabée",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1478,857,43,1010,1,0,0,0,0,,,"Long-guet",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1490,43,8,844,1,0,0,0,0,,,"Sombrivage",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1513,859,43,1134,1,0,0,0,0,,,"Sanctum oriental",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1537,858,43,1155,1,0,0,0,0,,,"Sanctum du Soleil",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1557,860,43,1368,1,0,0,0,0,,,"Rivage de Pontgallant",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1578,861,43,1333,1,0,0,0,0,,,"Guet du sang",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1626,862,43,1208,1,0,0,0,0,,,"Poste Mag'har",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1648,863,43,1141,1,0,0,0,0,,,"Crête des boues",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1669,864,43,1110,1,0,0,0,0,,,"Le Temple noir",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1689,865,43,1293,1,0,0,0,0,,,"Landes brisées",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1714,866,43,1194,1,0,0,0,0,,,"Champs des esprits",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1731,867,43,1171,1,0,0,0,0,,,"Fort des Brise-pierres",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1763,843,43,1184,1,0,0,0,0,,,"Manaforge Ultris",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1787,44,8,843,1,0,0,0,0,,,"Raz-de-Néant",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1795,868,43,1460,1,0,0,0,0,,,"La Malebrèche",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,6,
1806,220,1,30,1,3,30,3,30,,,"Tour A4 possédée par l'Alliance",,,,,,,,,,,,,,0xFF01FE,6,0,0,0,6,
1815,873,1,30,1,3,30,3,30,,,"Tour A4 possédée par la Horde",,,,,,,,,,,,,,0xFF01FE,6,0,0,0,6,
1841,878,42,13905,1,0,0,0,0,,,"Saumon de 29 livres",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1915,910,27,8727,1,0,0,0,0,,,"Ancien Murmeloin à Stratholme",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1927,912,27,8674,1,0,0,0,0,,,"Ancien Sabot-d'hiver à Baie-du-Butin",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
1951,911,27,8715,1,0,0,0,0,,,"Ancien Feuillelame à Dolanaar",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
2059,961,27,12741,1,0,0,0,0,,,"Puissance de la tempête",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
2067,962,27,12726,1,0,0,0,0,,,"Chant du Vent et de l'Eau",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
2077,963,27,12348,1,0,0,0,0,,,"Désolace, Combe de Nijel",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
2105,965,27,12377,1,0,0,0,0,,,"Orneval, poste de Bois-brisé",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
2137,966,27,12335,1,0,0,0,0,,,"Forgefer, les communs",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
2150,967,27,12364,1,0,0,0,0,,,"Bois des Chants éternels, place de l'Épervier",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
2200,969,27,12360,1,0,0,0,0,,,"Vallée d'Ombrelune, bastion des Marteaux-hardis",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
2222,968,27,12395,1,0,0,0,0,,,"Vallée d'Ombrelune, Village d'Ombrelune",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
2265,979,36,20563,1,0,0,0,0,,,"Masque d'elfe de la nuit fragile (F)",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,6,
2340,621,57,5976,1,0,0,0,0,,,"Tabard de guilde",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,6,
2347,556,49,6,1,0,0,0,0,,,"Jambes",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
2364,245,52,5,1,0,0,0,0,,,"Prêtre",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
3068,1022,27,11816,1,0,0,0,0,,,"Forêt d'Elwynn",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
3081,1023,27,11815,1,0,0,0,0,,,"Marécage d'Âprefange",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
3094,1024,27,11825,1,0,0,0,0,,,"Forêt de Terokkar",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
3106,1025,27,11853,1,0,0,0,0,,,"Contreforts de Hautebrande",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
3117,1026,27,11852,1,0,0,0,0,,,"Mulgore",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
3129,1027,27,11858,1,0,0,0,0,,,"Forêt de Terokkar",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
3136,1028,27,11776,1,0,0,0,0,,,"Contreforts de Hautebrande",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
3147,1029,27,11777,1,0,0,0,0,,,"Mulgore",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
3159,1030,27,11782,1,0,0,0,0,,,"Forêt de Terokkar",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
3166,1031,27,11745,1,0,0,0,0,,,"Forêt d'Elwynn",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
3179,1032,27,11744,1,0,0,0,0,,,"Marécage d'Âprefange",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
3191,1033,27,11754,1,0,0,0,0,,,"Forêt de Terokkar",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,6,
