long,long,long,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,flags,long,flags,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,
3844,-1,-1,3843,,,"1 000 emblèmes de donjon ou de raid",,,,,,,,,,,,,,0xFF01FE,,,"Ramasser 1 000 emblèmes d'héroïsme, de vaillance, de conquête, de triomphe ou de givre.",,,,,,,,,,,,,,0xFF01FE,168,0xA,14,0x88,1950,,,"",,,,,,,,,,,,,,0xFF1BFE,0,0,
3854,-1,-1,0,,,"Entrons par la petite porte",,,,,,,,,,,,,,0xFF01FE,,,"Sur l'île des Conquérants, pénétrer dans la cour ennemie alors que la porte tient toujours.",,,,,,,,,,,,,,0xFF01FE,15003,0xA,14,0x0,3768,,,"",,,,,,,,,,,,,,0xFF1BFC,0,0,
4025,-1,-1,0,,,"Victoires sur Eadric le Pur (L'épreuve du champion héroïque)",,,,,,,,,,,,,,0xFF01FE,,,"Victoires sur Eadric le Pur (L'épreuve du champion héroïque)",,,,,,,,,,,,,,0xFF01FE,15021,0x0,14,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4296,1,650,0,,,"L'épreuve des champions",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les boss de l'épreuve du champion.",,,,,,,,,,,,,,0xFF01FE,14806,0xA,14,0x0,370,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4298,1,650,0,,,"L'épreuve des champions : mode héroïque",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les boss de l'épreuve du champion en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14921,0xA,14,0x0,370,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4535,-1,631,0,,,"La fête à la maison (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre dame Murmemort alors que cinq différents types de sectateurs sont actifs au moment de sa mort en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,15041,0xA,14,0x0,4160,,,"",,,,,,,,,,,,,,0xFF01FC,1,0,
4598,-1,-1,0,,,"Le Verdict des cendres",,,,,,,,,,,,,,0xFF01FE,,,"Être exalté auprès du Verdict des cendres.",,,,,,,,,,,,,,0xFF01FE,14866,0xF,14,0x0,1672,,,"Titre : du Verdict des cendres",,,,,,,,,,,,,,0xFF01FE,0,0,
4611,-1,631,0,,,"La fête à la maison (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre dame Murmemort alors que cinq différents types de sectateurs sont actifs au moment de sa mort en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,15042,0xA,14,0x0,4160,,,"",,,,,,,,,,,,,,0xFF01FC,1,0,
4725,-1,-1,0,,,"Morts de Marwyn (Salles des Reflets héroïque)",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,15062,0x0,14,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
4780,-1,-1,0,,,"Morts lors de l'épreuve du croisé",,,,,,,,,,,,,,0xFF01FE,,,"Morts lors de l'épreuve du croisé",,,,,,,,,,,,,,0xFF01FE,125,0x0,14,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
144,-1,-1,0,,,"Le Rôdeur d'En haut",,,,,,,,,,,,,,0xFF01FE,,,"Pêcher le Rôdeur d'En bas dans la caverne du sanctuaire du Serpent.",,,,,,,,,,,,,,0xFF01FE,171,0xA,15,0x0,1734,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
334,-1,-1,0,,,"Plus grande quantité d'argent possédée",,,,,,,,,,,,,,0xFF01FE,,,"Plus grande quantité d'argent possédée",,,,,,,,,,,,,,0xFF01FE,140,0x0,15,0x1,4,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
389,-1,-1,0,,,"Maître de l'arène des Gurubashi",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir le bijou Maître de l'arène dans l'arène des Gurubashi.",,,,,,,,,,,,,,0xFF01FE,95,0xA,15,0x0,2977,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
407,-1,-1,406,,,"Les cinq doigts de la main : 1750",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir une cote personnelle de 1750 en équipe d'arène de 5c5 au niveau 80.",,,,,,,,,,,,,,0xFF01FE,165,0xA,15,0x0,3045,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
584,-1,529,0,,,"Assassin du bassin d'Arathi",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir 5 victoires honorables dans chacune des bases dans une même bataille pour le bassin d'Arathi.",,,,,,,,,,,,,,0xFF01FE,14802,0x14,15,0x0,2285,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
642,-1,-1,0,,,"Profondeurs de Rochenoire",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre l'empereur Dagran Thaurissan.",,,,,,,,,,,,,,0xFF01FE,14808,0xA,15,0x0,3662,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
660,-1,-1,0,,,"L'Arcatraz",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre le messager Cieuriss.",,,,,,,,,,,,,,0xFF01FE,14805,0xA,15,0x0,3659,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
707,1,-1,0,,,"Destrier de bataille foudrepique",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir un destrier de bataille foudrepique.",,,,,,,,,,,,,,0xFF01FE,14801,0xA,15,0x0,2827,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
781,-1,-1,0,,,"Exploration de la vallée de Strangleronce",,,,,,,,,,,,,,0xFF01FE,,,"Explorer la vallée de Strangleronce et révéler les zones voilées de la carte du monde.",,,,,,,,,,,,,,0xFF01FE,14777,0xA,15,0x0,3568,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
852,-1,-1,0,,,"Exploration d'Azshara",,,,,,,,,,,,,,0xFF01FE,,,"Explorer Azshara et révéler les zones voilées de la carte du monde.",,,,,,,,,,,,,,0xFF01FE,14778,0xA,15,0x0,3544,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
915,-1,-1,0,,,"Les Anciens de l'Alliance",,,,,,,,,,,,,,0xFF01FE,,,"Honorer les anciens situés dans les capitales de l'Alliance.",,,,,,,,,,,,,,0xFF01FE,160,0xA,15,0x0,2218,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
941,-1,-1,0,,,"Hemet Nesingwary : l'intégrale",,,,,,,,,,,,,,0xFF01FE,,,"Accomplir les hauts faits « Les vertes collines de Strangleronce », « Paradis perdu » et « Les neiges du Norfendre ».",,,,,,,,,,,,,,0xFF01FE,96,0xA,15,0x0,2926,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
953,-1,-1,0,,,"Gardien de Cénarius",,,,,,,,,,,,,,0xFF01FE,,,"Être exalté auprès du Cercle cénarien et de l'Expédition cénarienne.",,,,,,,,,,,,,,0xFF01FE,201,0x19,15,0x0,553,,,"Titre : gardien de Cénarius",,,,,,,,,,,,,,0xFF01FE,0,0,
960,-1,-1,0,,,"L'Œil pourpre",,,,,,,,,,,,,,0xFF01FE,,,"Être exalté auprès de l'Œil pourpre.",,,,,,,,,,,,,,0xFF01FE,14865,0xA,15,0x0,1487,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
961,-1,-1,0,,,"Membre d'honneur des Frénécœurs",,,,,,,,,,,,,,0xFF01FE,,,"Achever les 8 quêtes journalières chez les Frénécœurs listées ci-dessous.",,,,,,,,,,,,,,0xFF01FE,14863,0xA,15,0x0,3477,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
967,0,-1,0,,,"Bonbons et blagues des Royaumes de l'est",,,,,,,,,,,,,,0xFF01FE,,,"Piocher dans les seaux de bonbons des Royaumes de l'est.",,,,,,,,,,,,,,0xFF01FE,158,0xA,15,0x0,2951,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1036,0,-1,0,,,"Les feux d'Azeroth",,,,,,,,,,,,,,0xFF01FE,,,"Accomplir les hauts faits Gardien de la flamme des Royaumes de l'est, de Kalimdor et d'Outreterre.",,,,,,,,,,,,,,0xFF01FE,161,0xA,15,0x0,12,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1082,-1,585,0,,,"Morts de Kael'thas Haut-soleil (terrasse des Magistères)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Kael'thas Haut-soleil (terrasse des Magistères)",,,,,,,,,,,,,,0xFF01FE,14822,0x5,15,0x1,2787,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1180,-1,-1,1178,,,"Le fric, c'est chic",,,,,,,,,,,,,,0xFF01FE,,,"Ramasser 10 000 pièces d'or en butin.",,,,,,,,,,,,,,0xFF01FE,92,0xA,15,0x0,2993,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1188,-1,-1,0,,,"En plein cœur !",,,,,,,,,,,,,,0xFF01FE,,,"Toucher 10 personnages avec des flèches en argent.",,,,,,,,,,,,,,0xFF01FE,187,0xA,15,0x0,288,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1237,-1,599,0,,,"Morts de Sjonnir le Sculptefer (Les salles de Pierre)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Sjonnir le Sculptefer (Les salles de Pierre)",,,,,,,,,,,,,,0xFF01FE,14823,0x5,15,0x1,2325,,,"",,,,,,,,,,,,,,0x7DFF01EE,0,0,
1251,0,489,0,,,"Pas de ça chez moi",,,,,,,,,,,,,,0xFF01FE,,,"Dans un même goulet des Chanteguerres, tuer 2 porteurs de drapeau avant qu'ils ne quittent la salle du drapeau des Chanteguerres.",,,,,,,,,,,,,,0xFF01FE,14804,0xA,15,0x0,3583,,,"",,,,,,,,,,,,,,0x7DFF01EE,0,0,
1274,0,-1,0,,,"Maître des traditions de l'Outreterre",,,,,,,,,,,,,,0xFF01FE,,,"Accomplir les hauts faits relatifs aux quêtes de l'Outreterre listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,14862,0xA,15,0x0,3492,,,"",,,,,,,,,,,,,,0x7DFF01EE,0,0,
1306,-1,-1,0,,,"Flacons différents utilisés",,,,,,,,,,,,,,0xFF01FE,,,"Flacons différents utilisés",,,,,,,,,,,,,,0xFF01FE,145,0x0,15,0x21,1,,,"",,,,,,,,,,,,,,0xFEFF01EC,0,811,
1407,-1,-1,0,,,"Nain « Prem's » au niveau 80 sur le royaume",,,,,,,,,,,,,,0xFF01FE,,,"Premier nain du royaume à atteindre le niveau 80.",,,,,,,,,,,,,,0xFF01FE,81,0x0,15,0x100,3286,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1545,-1,-1,0,,,"Match dans l'arène des valeureux",,,,,,,,,,,,,,0xFF01FE,,,"Match dans l'arène des valeureux",,,,,,,,,,,,,,0xFF01FE,152,0x0,15,0x1,4,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1738,-1,-1,0,,,"Dessins de joaillerie appris",,,,,,,,,,,,,,0xFF01FE,,,"Dessins de joaillerie appris",,,,,,,,,,,,,,0xFF01FE,173,0x0,15,0x1,4,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
1766,-1,607,0,,,"Protecteur des Anciens",,,,,,,,,,,,,,0xFF01FE,,,"Tuer 10 personnages dans la cour des Anciens au cours d'un même champ de bataille.",,,,,,,,,,,,,,0xFF01FE,14881,0xA,15,0x0,2957,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
1770,-1,-1,0,,,"Boss de raids à 10 de Wrath of the Lich King tués",,,,,,,,,,,,,,0xFF01FE,,,"Boss de raids à 10 de Wrath of the Lich King tués",,,,,,,,,,,,,,0xFF01FE,14807,0x0,15,0x9,1,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2001,-1,-1,2000,,,"50 prix de cuisine de Dalaran",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir 50 prix de cuisine de Dalaran.",,,,,,,,,,,,,,0xFF01FE,170,0xA,15,0x0,2468,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
2089,-1,-1,2088,,,"1 000 éclats du gardien des pierres",,,,,,,,,,,,,,0xFF01FE,,,"Ramasser 1 000 éclats du gardien des pierres.",,,,,,,,,,,,,,0xFF01FE,14901,0xA,15,0x0,3448,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2178,-1,533,0,,,"Et c'est le choc ! (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Thaddius à Naxxramas sans que quiconque traverse les charges positives et négatives en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14922,0xA,15,0x0,1886,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2179,-1,533,0,,,"Et c'est le choc ! (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Thaddius à Naxxramas sans que quiconque traverse les charges positives et négatives en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14923,0xA,15,0x0,1886,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2781,1,-1,0,,,"Champion de Hurlevent",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir le droit de représenter Hurlevent au tournoi d'Argent",,,,,,,,,,,,,,0xFF01FE,14941,0xA,15,0x0,3800,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2872,-1,603,0,,,"Morts du léviathan des flammes (Ulduar à 25)",,,,,,,,,,,,,,0xFF01FE,,,"Morts du léviathan des flammes (Ulduar à 25)",,,,,,,,,,,,,,0xFF01FE,14963,0xA,15,0x1,1700,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2919,-1,603,0,,,"Ça va trancher (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Tranchécaille sans lui permettre de s'envoler plus d'une fois en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14961,0xA,15,0x0,3851,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2921,-1,603,0,,,"Ça va trancher (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Tranchécaille sans lui permettre de s'envoler plus d'une fois en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14962,0xA,15,0x0,3851,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
3478,1,-1,0,,,"Pèlerin",,,,,,,,,,,,,,0xFF01FE,,,"Accomplir les hauts faits des Bienfaits du pèlerin listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,155,0xA,15,0x0,3936,,,"Récompenses : titre de pèlerin et cage à dinde",,,,,,,,,,,,,,0xFF01FE,0,0,
3856,1,-1,0,,,"Derby démolisseur",,,,,,,,,,,,,,0xFF01FE,,,"Détruire les véhicules suivants sur l'île des Conquérants.",,,,,,,,,,,,,,0xFF01FE,15003,0xA,15,0x0,2306,,,"",,,,,,,,,,,,,,0xFF1BFD,0,0,
3876,-1,-1,3844,,,"1500 emblèmes de donjon ou de raid",,,,,,,,,,,,,,0xFF01FE,,,"Ramasser 1 500 emblèmes d'héroïsme, de vaillance, de conquête, de triomphe ou de givre.",,,,,,,,,,,,,,0xFF01FE,168,0xA,15,0x88,1950,,,"",,,,,,,,,,,,,,0xFF1BFD,0,0,
4026,-1,-1,0,,,"Morts du Chevalier noir (L'épreuve du champion)",,,,,,,,,,,,,,0xFF01FE,,,"Morts du Chevalier noir (L'épreuve du champion)",,,,,,,,,,,,,,0xFF01FE,15021,0x0,15,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4096,-1,628,0,,,"Batailles pour l'île des Conquérants",,,,,,,,,,,,,,0xFF01FE,,,"Batailles pour l'île des Conquérants",,,,,,,,,,,,,,0xFF01FE,153,0x0,15,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4436,1,-1,0,,,"La Foire des trônes",,,,,,,,,,,,,,0xFF01FE,,,"Plomber les chefs ennemis listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,156,0xA,15,0x0,393,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4516,-1,632,0,,,"La Forge des âmes",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les boss de la Forge des âmes.",,,,,,,,,,,,,,0xFF01FE,14806,0xA,15,0x0,4149,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4519,-1,632,0,,,"La Forge des âmes : mode héroïque",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre les boss de la Forge des âmes en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14921,0xA,15,0x0,4149,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4536,-1,631,0,,,"Je suis sur un bateau (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir la victoire lors de la bataille des canonnières alors que les membres du raid ont abordé la canonnière ennemie deux fois maximum en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,15041,0xA,15,0x0,4145,,,"",,,,,,,,,,,,,,0xFF01EC,1,0,
4612,-1,631,0,,,"Je suis sur un bateau (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir la victoire lors de la bataille des canonnières alors que tous les membres du raid n'ont abordé la canonnière ennemie qu'une seule fois en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,15042,0xA,15,0x0,4145,,,"",,,,,,,,,,,,,,0xFF01FC,1,0,
4726,-1,-1,0,,,"Fuites du roi-liche (Salles des Reflets)",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,15062,0x0,15,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
4777,-1,-1,0,,,"Coups fatals sur l'île des Conquérants",,,,,,,,,,,,,,0xFF01FE,,,"Coups fatals sur l'île des Conquérants",,,,,,,,,,,,,,0xFF01FE,137,0x0,15,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
4779,-1,-1,0,,,"Victoires honorables sur l'île des Conquérants",,,,,,,,,,,,,,0xFF01FE,,,"Victoires honorables sur l'île des Conquérants",,,,,,,,,,,,,,0xFF01FE,136,0x0,15,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
4781,-1,-1,0,,,"Morts dans la citadelle de la Couronne de glace",,,,,,,,,,,,,,0xFF01FE,,,"Morts dans la citadelle de la Couronne de glace",,,,,,,,,,,,,,0xFF01FE,125,0x0,15,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
202,1,489,0,,,"À toute vitesse",,,,,,,,,,,,,,0xFF01FE,,,"Prendre le drapeau et le capturer en moins de 75 secondes.",,,,,,,,,,,,,,0xFF01FE,14804,0xA,16,0x0,3483,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
346,-1,-1,0,,,"Boissons consommées",,,,,,,,,,,,,,0xFF01FE,,,"Boissons consommées",,,,,,,,,,,,,,0xFF01FE,145,0x0,16,0x9,4,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
396,-1,-1,0,,,"Grand maître de l'arène des Gurubashi",,,,,,,,,,,,,,0xFF01FE,,,"Achever la quête de Court John Mithril pour obtenir le bijou Grand maître de l'arène.",,,,,,,,,,,,,,0xFF01FE,95,0xA,16,0x0,2555,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
404,-1,-1,407,,,"Les cinq doigts de la main : 2000",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir une cote personnelle de 2000 en équipe d'arène de 5c5 au niveau 80.",,,,,,,,,,,,,,0xFF01FE,165,0xA,16,0x0,3044,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
643,-1,-1,0,,,"Bas du pic Rochenoire",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre le seigneur Wyrmthalak.",,,,,,,,,,,,,,0xFF01FE,14808,0xA,16,0x0,3650,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
661,-1,-1,0,,,"Terrasse des Magistères",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Kael'thas Haut-soleil.",,,,,,,,,,,,,,0xFF01FE,14805,0xA,16,0x0,3665,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
708,0,-1,0,,,"Héros du clan Loup-de-givre",,,,,,,,,,,,,,0xFF01FE,,,"Être exalté auprès du clan Loup-de-givre.",,,,,,,,,,,,,,0xFF01FE,14801,0xA,16,0x0,2828,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
760,-1,-1,0,,,"Exploration des montagnes d'Alterac",,,,,,,,,,,,,,0xFF01FE,,,"Explorer les montagnes d'Alterac et révéler les zones voilées de la carte du monde.",,,,,,,,,,,,,,0xFF01FE,14777,0xA,16,0x0,3541,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
853,-1,-1,0,,,"Exploration de Gangrebois",,,,,,,,,,,,,,0xFF01FE,,,"Explorer Gangrebois et révéler les zones voilées de la carte du monde.",,,,,,,,,,,,,,0xFF01FE,14778,0xA,16,0x0,3538,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
905,-1,-1,0,,,"Le vieux Barlo",,,,,,,,,,,,,,0xFF01FE,,,"Achever chacune des 5 quêtes journalières de pêche du vieux Barlo listées ci-dessous.",,,,,,,,,,,,,,0xFF01FE,171,0xA,16,0x0,3693,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
962,-1,-1,0,,,"Sauveur des Oracles",,,,,,,,,,,,,,0xFF01FE,,,"Achever les 8 quêtes journalières chez les Oracles listées ci-dessous.",,,,,,,,,,,,,,0xFF01FE,14863,0xA,16,0x0,3478,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
968,0,-1,0,,,"Bonbons et blagues d'Outreterre",,,,,,,,,,,,,,0xFF01FE,,,"Piocher dans les seaux de bonbons d'Outreterre.",,,,,,,,,,,,,,0xFF01FE,158,0xA,16,0x0,2952,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1031,0,-1,0,,,"Extinction des Royaumes de l'est",,,,,,,,,,,,,,0xFF01FE,,,"Piétiner les feux de joie de l'Alliance dans les Royaumes de l'est.",,,,,,,,,,,,,,0xFF01FE,161,0xA,16,0x0,1920,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1083,-1,532,0,,,"Morts du prince Malchezaar (Karazhan)",,,,,,,,,,,,,,0xFF01FE,,,"Morts du prince Malchezaar (Karazhan)",,,,,,,,,,,,,,0xFF01FE,14822,0x5,16,0x1,2294,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1169,1,-1,0,,,"Maîtrise du bassin d'Arathi",,,,,,,,,,,,,,0xFF01FE,,,"Accomplir les hauts faits du bassin d'Arathi listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,14802,0x19,16,0x0,1156,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1181,-1,-1,1180,,,"Le fric, c'est chic",,,,,,,,,,,,,,0xFF01FE,,,"Ramasser 25 000 pièces d'or en butin.",,,,,,,,,,,,,,0xFF01FE,92,0xA,16,0x0,2801,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1408,-1,-1,0,,,"Humain « Prem's » au niveau 80 sur le royaume",,,,,,,,,,,,,,0xFF01FE,,,"Premier humain du royaume à atteindre le niveau 80.",,,,,,,,,,,,,,0xFF01FE,81,0x0,16,0x100,3325,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1511,-1,599,0,,,"Morts de Sjonnir le Sculptefer (Les salles de Pierre en mode héroïque)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Sjonnir le Sculptefer (Les salles de Pierre en mode héroïque)",,,,,,,,,,,,,,0xFF01FE,14823,0x5,16,0x1,2325,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
1546,-1,-1,0,,,"Victoires dans l'arène des valeureux",,,,,,,,,,,,,,0xFF01FE,,,"Victoires dans l'arène des valeureux",,,,,,,,,,,,,,0xFF01FE,152,0x0,16,0x1,4,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1576,-1,-1,0,,,"De sang et d'angoisse",,,,,,,,,,,,,,0xFF01FE,,,"Achever les quêtes de l'arène de sang à Nagrand et les quêtes de l'amphithéatre de l'Angoisse à Zul'Drak.",,,,,,,,,,,,,,0xFF01FE,96,0xA,16,0x0,1599,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
1638,-1,-1,0,,,"Fracassé",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre le capitaine Fracasse-ciel pendant la course Gueule-de-dragon sur l'escarpement de l'Aile-du-Néant.",,,,,,,,,,,,,,0xFF01FE,14865,0xA,16,0x0,1928,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
1702,-1,-1,0,,,"Bec sucré",,,,,,,,,,,,,,0xFF01FE,,,"Goûter les friandises de la fête De l'amour dans l'air listées ci-dessous.",,,,,,,,,,,,,,0xFF01FE,187,0xA,16,0x0,1855,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1722,-1,624,0,,,"Archavon le Gardien des pierres (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Archavon le Gardien des pierres à 10.",,,,,,,,,,,,,,0xFF01FE,14901,0xA,16,0x0,2351,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
1771,-1,-1,0,,,"Boss différents de raids à 10 de Wrath of the Lich King tués",,,,,,,,,,,,,,0xFF01FE,,,"Boss différents de raids à 10 de Wrath of the Lich King tués",,,,,,,,,,,,,,0xFF01FE,14807,0x0,16,0x21,1,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,1770,
1977,-1,-1,0,,,"Marques de joaillerie de Dalaran obtenues",,,,,,,,,,,,,,0xFF01FE,,,"Marques de joaillerie de Dalaran obtenues",,,,,,,,,,,,,,0xFF01FE,173,0x0,16,0x1,1,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
2002,-1,-1,2001,,,"100 prix de cuisine de Dalaran",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir 100 prix de cuisine de Dalaran.",,,,,,,,,,,,,,0xFF01FE,170,0xA,16,0x0,2468,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
2180,-1,533,0,,,"Soustraction (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Thaddius à Naxxramas à 8 maximum en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14922,0xA,16,0x0,1885,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2181,-1,533,0,,,"Soustraction (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Thaddius à Naxxramas à 20 maximum en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14923,0xA,16,0x0,1885,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2191,-1,607,0,,,"Protecteur de la cour des Anciens",,,,,,,,,,,,,,0xFF01FE,,,"Tuer 100 personnages dans la cour des Anciens.",,,,,,,,,,,,,,0xFF01FE,14881,0xA,16,0x0,856,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
2764,1,-1,2781,,,"Champion exalté de Hurlevent",,,,,,,,,,,,,,0xFF01FE,,,"Être exalté auprès de Hurlevent et obtenir le droit de représenter la faction au tournoi d'Argent.",,,,,,,,,,,,,,0xFF01FE,14941,0xA,16,0x0,3800,,,"Titre : de Hurlevent",,,,,,,,,,,,,,0xFF01FE,0,0,
2873,-1,603,0,,,"Morts de Tranchécaille (Ulduar à 25)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Tranchécaille (Ulduar à 25)",,,,,,,,,,,,,,0xFF01FE,14963,0xA,16,0x1,1700,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
