long,long,long,long,long,long,long,long,flags,flags,long,long,long,long,flags,long,flags,flags,long,float,float,long,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
939,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"PERIME",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
940,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Les Fils de Lothar",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
941,61,716002226,1431481421,0,0,0,0,0x0,0x0,-500,-42000,0,0,0x10,6,0x0,0x0,980,0.0,0.0,5,5,,,"Mag'har",,,,,,,,,,,,,,0xFF01FE,,,"Ces orcs à la peau brune vivent reclus et ont échappé à toute corruption démoniaque. Ils ont conservé leur mode de vie traditionnel malgré tous les bouleversements survenus en Outreterre.",,,,,,,,,,,,,,0xFF01FE,
942,64,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0x10,0,0x0,0x0,980,0.0,0.0,5,5,,,"Expédition cénarienne",,,,,,,,,,,,,,0xFF01FE,,,"Une troupe d’explorateurs envoyée en Outreterre par le Cercle cénarien, afin d’étudier les formes de vie survivantes. L’expédition cénarienne a rapidement grossi et gagné en autonomie depuis l'ouverture de la Porte des ténèbres.",,,,,,,,,,,,,,0xFF01FE,
943,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Gangr'orc",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
944,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Fantôme de gangr'orc",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
945,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Fantômes des Fils de Lothar",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
946,38,1431481421,716002226,0,0,0,0,0x0,0x0,0,-42000,0,0,0x10,0,0x0,0x0,980,0.0,0.0,5,5,,,"Bastion de l'Honneur",,,,,,,,,,,,,,0xFF01FE,,,"Cet avant-poste des Flammes infernales est la place forte de ce qui reste des Fils de Lothar, les vétérans de l’Alliance qui ont, les premiers, posé le pied sur Draenor. Des armées venues de Forgefer et de Hurlevent sont en train de les rejoindre.",,,,,,,,,,,,,,0xFF01FE,
947,37,716002226,1431481421,0,0,0,0,0x0,0x0,0,-42000,0,0,0x10,0,0x0,0x0,980,0.0,0.0,5,5,,,"Thrallmar",,,,,,,,,,,,,,0xFF01FE,,,"L’expédition envoyée à travers la Porte des ténèbres par Thrall a bâti une forteresse sur la péninsule des Flammes infernales. Thrallmar sert de base d’opérations à la plupart des activités de la Horde en Outreterre.",,,,,,,,,,,,,,0xFF01FE,
948,86,32767,0,0,0,0,0,0x0,0x0,0,0,0,0,0x8,0,0x0,0x0,949,1.0,1.0,5,5,,,"Faction de test 2",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
949,85,32767,0,0,0,0,0,0x0,0x0,0,0,0,0,0x18,0,0x0,0x0,0,1.0,1.0,5,5,,,"Faction de test 1",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
950,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"ToWoW - Drapeau",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
951,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"ToWoW - Déclencheur drapeau Alliance (DND)",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
952,87,32767,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,948,1.0,1.0,5,5,,,"Faction de test 3",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
953,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Faction de test 4",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
954,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"ToWoW - Déclencheur drapeau Horde (DND)",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
955,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Roués",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
956,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Ethereum",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
957,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Élémentaire de terre",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
958,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Robots de combat",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
959,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Bon acteur",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
960,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Mauvais acteur",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
961,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Furbolg Calmepin",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
962,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Chouettide affolé",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
963,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Échecs (Alliance)",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
964,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Échecs (Horde)",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
965,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Monstre d'entraînement",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
966,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Copain du monstre d'entraînement",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
967,63,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0x10,0,0x0,0x0,980,0.0,0.0,5,5,,,"L'Œil pourpre",,,,,,,,,,,,,,0xFF01FE,,,"Une secte secrète du Kirin Tor, fondée pour espionner Medivh et ses activités.",,,,,,,,,,,,,,0xFF01FE,
968,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Éperviers du soleil",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
969,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"La Main d'Argus",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
970,65,2147483647,0,0,0,0,0,0x0,0x0,-2500,0,0,0,0x0,0,0x0,0x0,980,0.0,0.0,5,5,,,"Sporeggar",,,,,,,,,,,,,,0xFF01FE,,,"Les sporelins sont un peuple d’hommes-champignons paisibles, originaires de l’Outreterre. Ils vivent dans les tourbières méridionales du marécage de Zangar.",,,,,,,,,,,,,,0xFF01FE,
971,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Géant fongique",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
972,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Sporoptère",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
973,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Monstre, prédateur",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
974,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Monstre, proie",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
975,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Anomalie du Vide",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
976,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Défenseurs d'Hyjal",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
977,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Envahisseurs d'Hyjal",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
978,66,1431481421,716002226,0,0,0,0,0x0,0x0,-1200,-42000,0,0,0x10,0,0x0,0x0,980,0.0,0.0,5,5,,,"Kurenaï",,,,,,,,,,,,,,0xFF01FE,,,"Ce mot signifie « rachetés » en draeneï. Après avoir échappé au joug des esclavagistes de l'Outreterre, ces Roués se sont installés en Nagrand. C'est là qu'ils cherchent à redécouvrir leur destinée.",,,,,,,,,,,,,,0xFF01FE,
979,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Cercle terrestre",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
980,43,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x18,0,0x0,0x0,0,0.0,0.0,5,5,,,"The Burning Crusade",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
981,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Arakkoa",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
982,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Bannière du marécage de Zangar (Alliance)",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
983,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Bannière du marécage de Zangar (Horde)",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
984,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Bannière du marécage de Zangar (neutre)",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
985,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Cavernes du temps - Thrall",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
986,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Cavernes du temps - Fort-de-Durn",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
987,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Cavernes du temps - Gardes d’Austrivage",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
988,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Conseil des ombres, secret",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
989,67,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0x10,0,0x0,0x0,980,0.0,0.0,5,5,,,"Gardiens du Temps",,,,,,,,,,,,,,0xFF01FE,,,"Les Gardiens du Temps sont des dragons de bronze choisis avec soin par Nozdormu pour protéger les Grottes du temps.",,,,,,,,,,,,,,0xFF01FE,
990,57,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0x10,0,0x0,0x0,980,0.0,0.0,5,5,,,"La Balance des sables",,,,,,,,,,,,,,0xFF01FE,,,"Une faction secrète du Vol de bronze menée par Soridormi, première compagne de Nozdormu.",,,,,,,,,,,,,,0xFF01FE,
991,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Défenseur de la Porte des ténèbres, Alliance",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
992,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Défenseur de la Porte des ténèbres, Horde",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
993,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Attaquant de la Porte des ténèbres, Légion",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
994,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Déclencheur Séditieux",,,,,,,,,,,,,,0xFF01FE,,,"Utilisé pour l'événement de Cœur-noir le Séditieux",,,,,,,,,,,,,,0xFF01FE,
995,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Déclencheur Séditieux 2",,,,,,,,,,,,,,0xFF01FE,,,"Utilisé pour l'événement de Cœur-noir le Séditieux",,,,,,,,,,,,,,0xFF01FE,
996,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Déclencheur Séditieux 3",,,,,,,,,,,,,,0xFF01FE,,,"Utilisé pour l'événement de Cœur-noir le Séditieux",,,,,,,,,,,,,,0xFF01FE,
997,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Déclencheur Séditieux 4",,,,,,,,,,,,,,0xFF01FE,,,"Utilisé pour l'événement de Cœur-noir le Séditieux",,,,,,,,,,,,,,0xFF01FE,
998,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Déclencheur Séditieux 5",,,,,,,,,,,,,,0xFF01FE,,,"Utilisé pour l'événement de Cœur-noir le Séditieux",,,,,,,,,,,,,,0xFF01FE,
999,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Créature de mana",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1000,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Serviteur de Khadgar",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1001,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Clan Flèchelame",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1002,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Compagnon d'entraînement de l'Ethereum",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1003,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Protectorat",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1004,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Annihilateur arcanique (DNR)",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1005,68,32767,0,0,0,1503,0,0x0,0x0,3000,0,0,0,0x4,0,0x0,0x0,0,1.0,1.0,5,5,,,"Bienveillant, caché",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1006,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Kirin'Var - Dathric",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1007,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Kirin'Var - Belmara",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1008,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Kirin'Var - Luminrath",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1009,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Kirin'Var - Cohlien",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1010,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Serviteur d'Illidan",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1011,69,32767,0,0,0,8388611,0,0x0,0x0,0,0,0,0,0x10,0,0x0,0x0,936,0.0,0.0,3,3,,,"Ville basse",,,,,,,,,,,,,,0xFF01FE,,,"Les réfugiés qui habitent Shattrath sont de diverses races et origines. Lorsque l'on vient en aide à un habitant de la Ville basse, la nouvelle se répand vite.",,,,,,,,,,,,,,0xFF01FE,
1012,70,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0x10,0,0x0,0x0,980,0.0,0.0,3,3,,,"Ligemort cendrelangue",,,,,,,,,,,,,,0xFF01FE,,,"L’élite de la tribu des Roués des Cendrelangues, officiellement alliée avec Illidan. Les ligemorts sont les lieutenants favoris d’Akama, et connaissent les mystérieuses motivations de leur chef.",,,,,,,,,,,,,,0xFF01FE,
1013,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Esprits d'Ombrelune 1",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1014,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Esprits d'Ombrelune 2",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1015,71,2147483647,0,0,0,8388611,0,0x0,0x0,-42000,0,0,0,0x2,0,0x0,0x0,980,0.0,0.0,5,5,,,"Aile-du-Néant",,,,,,,,,,,,,,0xFF01FE,,,"Cette portée de dragons peu commune est issue des œufs du Vol noir d'Aile de mort, imprégnés des pures énergies du Néant. Ils cherchent maintenant à retrouver leur identité, au-delà des ombres de l'héritage délétère de leur père.",,,,,,,,,,,,,,0xFF01FE,
1016,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Culte du Ver",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1017,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Tréant",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1018,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Démon de Leotheras I",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1019,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Démon de Leotheras II",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1020,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Démon de Leotheras III",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1021,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Démon de Leotheras IV",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1022,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Démon de Leotheras V",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1023,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Azaloth",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1024,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Ecorche-roc",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1025,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Chasseur écorcheur",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1026,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Ombre d'Ombrelune",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1027,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Communicateur de la Légion",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1028,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Anciens du bois aux corbeaux",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1029,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Echecs, amical envers tous les échecs",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1030,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Portes du Temple noir - Illidari",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1031,72,2147483647,0,0,0,8388611,0,0x0,0x0,0,0,0,0,0x10,0,0x0,0x0,936,0.0,0.0,5,5,,,"Garde-ciel sha'tari",,,,,,,,,,,,,,0xFF01FE,,,"Une force militaire aérienne créée par la ville de Shattrath pour s'occuper des menaces qui rôdent dans les zones de haute altitude de l'Outreterre.",,,,,,,,,,,,,,0xFF01FE,
1032,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Zone 52",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1033,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Maiev",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1034,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Arakkoa ténébreux de Skettis",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1035,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Arakkoa de Skettis",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1036,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Ennemi Gueule-de-dragon",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1037,88,1431481421,716002226,0,0,0,0,0x0,0x0,0,0,0,0,0x88,6,0x0,0x0,1097,0.0,0.0,5,5,,,"Avant-garde de l'Alliance",,,,,,,,,,,,,,0xFF01FE,,,"L'ensemble des troupes de l'Alliance en Norfendre, dirigées par l'expédition de la Bravoure mais incluant également des groupes de civils comme la Ligue des explorateurs.",,,,,,,,,,,,,,0xFF01FE,
1038,73,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0x10,0,0x0,0x0,980,0.0,0.0,5,5,,,"Ogri'la",,,,,,,,,,,,,,0xFF01FE,,,"Les citoyens éclairés d'Ogri'la ont élu domicile dans la partie ouest des Tranchantes, où la proximité des cristaux apogides leur a permis de transcender la brutalité de leur nature d'ogres.",,,,,,,,,,,,,,0xFF01FE,
1039,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Ravageur",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
1040,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"RÉUTILISER",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
