long,str,long,bool,
2322,"Hynalan",10,0,
2323,"Iavis",10,0,
2324,"Indorian",10,0,
2325,"Istolus",10,0,
2326,"Ithanas",10,0,
2327,"Jesthenis",10,0,
2328,"Jonovath",10,0,
2329,"Kaladrin",10,0,
2330,"Kuularin",10,0,
2331,"Kelivard",10,0,
2332,"Knastus",10,0,
2333,"Kordril",10,0,
2334,"Lammash",10,0,
2335,"Landalor",10,0,
2336,"Landorian",10,0,
2337,"Lanthan",10,0,
2338,"Lazuriel",10,0,
2339,"Lennivan",10,0,
2340,"Lorastian",10,0,
2341,"Lothos",10,0,
2342,"Luminorian",10,0,
2343,"Mandarian",10,0,
2344,"Martik",10,0,
2345,"Mastinicus",10,0,
2346,"Mathreyn",10,0,
2347,"Myrokos",10,0,
2348,"Narinicus",10,0,
2349,"Nelluth",10,0,
2350,"Nerendil",10,0,
2351,"Nirael",10,0,
2352,"Ophion",10,0,
2353,"Orastian",10,0,
2354,"Orthin",10,0,
2355,"Perimath",10,0,
2356,"Kiril",10,0,
2357,"Rallin",10,0,
2358,"Rameth",10,0,
2359,"Regethon",10,0,
2360,"Relivanth",10,0,
2361,"Rindorell",10,0,
2362,"Ruibar",10,0,
2363,"Salindorian",10,0,
2364,"Salovanth",10,0,
2365,"Sarcyon",10,0,
2366,"Sathein",10,0,
2367,"Sathranis",10,0,
2368,"Sennistan",10,0,
2369,"Shalibar",10,0,
2370,"Solastus",10,0,
2371,"Symmael",10,0,
2372,"Tarrath",10,0,
2373,"Taumas",10,0,
2374,"Telenus",10,0,
2375,"Tennish",10,0,
2376,"Thaelas",10,0,
2377,"Theirean",10,0,
2378,"Thorian",10,0,
2379,"Ticonash",10,0,
2380,"Vasyleios",10,0,
2381,"Vedoran",10,0,
2382,"Velendris",10,0,
2383,"Westinar",10,0,
2384,"Xanthus",10,0,
6360,"Aendis",10,0,
6361,"Aendron",10,0,
6362,"Aenesh",10,0,
6363,"Aeniel",10,0,
6364,"Aenin",10,0,
6365,"Aenlan",10,0,
6366,"Aenleron",10,0,
6367,"Aenllan",10,0,
6368,"Aenlor",10,0,
6369,"Aenstus",10,0,
6370,"Amordis",10,0,
6371,"Amordron",10,0,
6372,"Amoresh",10,0,
6373,"Amoriel",10,0,
6374,"Amorin",10,0,
6375,"Amorlan",10,0,
6376,"Amorleron",10,0,
6377,"Amorllan",10,0,
6378,"Amorlor",10,0,
6379,"Amorstus",10,0,
6380,"Keedis",10,0,
6381,"Keeiel",10,0,
6382,"Keein",10,0,
6383,"Keelan",10,0,
6384,"Keelor",10,0,
6385,"Keleron",10,0,
6386,"Kellan",10,0,
6387,"Keyadis",10,0,
6388,"Keyadron",10,0,
6389,"Keyaesh",10,0,
6390,"Keyaiel",10,0,
6391,"Keyain",10,0,
6392,"Keyalan",10,0,
6393,"Keyaleron",10,0,
6394,"Keyallan",10,0,
6395,"Keyalor",10,0,
6396,"Keyastus",10,0,
6397,"Kiedron",10,0,
6398,"Kiestus",10,0,
6399,"Kredis",10,0,
6400,"Kredron",10,0,
6401,"Kreiel",10,0,
6402,"Krein",10,0,
6403,"Krelan",10,0,
6404,"Kreleron",10,0,
6405,"Krellan",10,0,
6406,"Krelor",10,0,
6407,"Krestus",10,0,
6408,"Kriesh",10,0,
6409,"Myrodis",10,0,
6410,"Myrodron",10,0,
6411,"Myroesh",10,0,
6412,"Myroiel",10,0,
6413,"Myroin",10,0,
6414,"Myrolan",10,0,
6415,"Myroleron",10,0,
6416,"Myrollan",10,0,
6417,"Myrolor",10,0,
6418,"Myrostus",10,0,
6419,"Sandis",10,0,
6420,"Sandron",10,0,
6421,"Sanesh",10,0,
6422,"Saniel",10,0,
6423,"Sanin",10,0,
6424,"Sanlan",10,0,
6425,"Sanleron",10,0,
6426,"Sanllan",10,0,
6427,"Sanlor",10,0,
6428,"Sanstus",10,0,
6429,"Tydis",10,0,
6430,"Tydron",10,0,
6431,"Tyesh",10,0,
6432,"Tyiel",10,0,
6433,"Tyin",10,0,
6434,"Tylan",10,0,
6435,"Tyleron",10,0,
6436,"Tyllan",10,0,
6437,"Tylor",10,0,
6438,"Tystus",10,0,
6439,"Vyndis",10,0,
6440,"Vyndron",10,0,
6441,"Vynesh",10,0,
6442,"Vyniel",10,0,
6443,"Vynin",10,0,
6444,"Vynlan",10,0,
6445,"Vynleron",10,0,
6446,"Vynllan",10,0,
6447,"Vynlor",10,0,
6448,"Vynstus",10,0,
6449,"Weledis",10,0,
6450,"Weledron",10,0,
6451,"Weleiel",10,0,
6452,"Welein",10,0,
6453,"Welelan",10,0,
6454,"Welelor",10,0,
6455,"Welish",10,0,
2385,"Acantha",10,1,
2386,"Aelyste",10,1,
2387,"Aerin",10,1,
2388,"Alectria",10,1,
2389,"Aleinia",10,1,
2390,"Alinderial",10,1,
2391,"Anadarindia",10,1,
2392,"Areyn",10,1,
2393,"Astella",10,1,
2394,"Avalina",10,1,
2395,"Belamun",10,1,
2396,"Belleria",10,1,
2397,"Braelyn",10,1,
2398,"Brisalyna",10,1,
2399,"Cala",10,1,
2400,"Callysta",10,1,
2401,"Celina",10,1,
2402,"Celosia",10,1,
2403,"Charisse",10,1,
2404,"Cyndala",10,1,
2405,"Daestra",10,1,
2406,"Delindis",10,1,
2407,"Desdemina",10,1,
2408,"Dorala",10,1,
2409,"Dyonissa",10,1,
2410,"Elianne",10,1,
2411,"Elisara",10,1,
2412,"Evelyne",10,1,
2413,"Faelina",10,1,
2414,"Faeraline",10,1,
2415,"Felinis",10,1,
2416,"Garridel",10,1,
2417,"Gelindril",10,1,
2418,"Genistina",10,1,
2419,"Hycintha",10,1,
2420,"Ilektra",10,1,
2421,"Ionae",10,1,
2422,"Irissa",10,1,
2423,"Janeda",10,1,
2424,"Jasmintha",10,1,
2425,"Kaelynitha",10,1,
2426,"Kanaria",10,1,
2427,"Kelisendra",10,1,
2428,"Larianna",10,1,
2429,"Larissa",10,1,
2430,"Lilatha",10,1,
2431,"Lilithelys",10,1,
2432,"Lindrys",10,1,
2433,"Lionna",10,1,
2434,"Liralei",10,1,
2435,"Lithilia",10,1,
2436,"Luminil",10,1,
2437,"Medea",10,1,
2438,"Melanthe",10,1,
2439,"Mellindra",10,1,
2440,"Meniara",10,1,
2441,"Morgana",10,1,
2442,"Nadina",10,1,
2443,"Narcisse",10,1,
2444,"Narina",10,1,
2445,"Nesseline",10,1,
2446,"Nymue",10,1,
2447,"Nyssa",10,1,
2448,"Oleanda",10,1,
2449,"Ophira",10,1,
2450,"Oriana",10,1,
2451,"Pyranda",10,1,
2452,"Pyrena",10,1,
2453,"Keirra",10,1,
2454,"Quelastia",10,1,
2455,"Raelaria",10,1,
2456,"Raelis",10,1,
2457,"Rashelle",10,1,
2458,"Reanna",10,1,
2459,"Reladriel",10,1,
2460,"Rinna",10,1,
2461,"Sanossa",10,1,
2462,"Sareyn",10,1,
2463,"Sathiel",10,1,
2464,"Savalyne",10,1,
2465,"Sedina",10,1,
2466,"Selestia",10,1,
2467,"Selinasta",10,1,
2468,"Selindia",10,1,
2469,"Sharra",10,1,
2470,"Shatharia",10,1,
2471,"Sinaris",10,1,
2472,"Solanna",10,1,
2473,"Sunamun",10,1,
2474,"Syrenni",10,1,
2475,"Taina",10,1,
2476,"Tannaria",10,1,
2477,"Tannis",10,1,
2478,"Teestina",10,1,
2479,"Tyria",10,1,
2480,"Thela",10,1,
2481,"Thelindaria",10,1,
2482,"Tirilliae",10,1,
2483,"Tirivana",10,1,
2484,"Vania",10,1,
2485,"Vara",10,1,
2486,"Varallia",10,1,
2487,"Velaena",10,1,
2488,"Velirra",10,1,
2489,"Vynna",10,1,
2490,"Wylethia",10,1,
2491,"Xanthia",10,1,
2492,"Zaliene",10,1,
6456,"Braeda",10,1,
6457,"Braedori",10,1,
6458,"Braedra",10,1,
6459,"Braedrel",10,1,
6460,"Braeice",10,1,
6461,"Braeline",10,1,
6462,"Braendra",10,1,
6463,"Braesong",10,1,
6464,"Braevia",10,1,
6465,"Deydori",10,1,
6466,"Deydra",10,1,
6467,"Deydrel",10,1,
6468,"Deyeda",10,1,
6469,"Deyice",10,1,
6470,"Deyline",10,1,
6471,"Deyndra",10,1,
6472,"Deysong",10,1,
6473,"Deyvia",10,1,
6474,"Erodori",10,1,
6475,"Erodra",10,1,
6476,"Erodrel",10,1,
6477,"Eroeda",10,1,
6478,"Eroice",10,1,
6479,"Eroline",10,1,
6480,"Erondra",10,1,
6481,"Erosong",10,1,
6482,"Erovia",10,1,
6483,"Galdori",10,1,
6484,"Galdra",10,1,
6485,"Galdrel",10,1,
6486,"Galeda",10,1,
6487,"Galice",10,1,
6488,"Galline",10,1,
6489,"Galndra",10,1,
6490,"Galsong",10,1,
6491,"Galvia",10,1,
6492,"Lithdori",10,1,
6493,"Lithdra",10,1,
6494,"Lithdrel",10,1,
6495,"Litheda",10,1,
6496,"Lithice",10,1,
6497,"Lithline",10,1,
6498,"Lithndra",10,1,
6499,"Lithsong",10,1,
6500,"Lithvia",10,1,
6501,"Noradori",10,1,
6502,"Noradra",10,1,
6503,"Noradrel",10,1,
6504,"Noraeda",10,1,
6505,"Noraice",10,1,
6506,"Noraline",10,1,
6507,"Norandra",10,1,
6508,"Norasong",10,1,
6509,"Noravia",10,1,
6510,"Tanddori",10,1,
6511,"Tanddra",10,1,
6512,"Tanddrel",10,1,
6513,"Tandeda",10,1,
6514,"Tandice",10,1,
6515,"Tandline",10,1,
6516,"Tandndra",10,1,
6517,"Tandsong",10,1,
6518,"Tandvia",10,1,
6519,"Traydori",10,1,
6520,"Traydra",10,1,
6521,"Traydrel",10,1,
6522,"Trayeda",10,1,
6523,"Trayice",10,1,
6524,"Trayline",10,1,
6525,"Trayndra",10,1,
6526,"Traysong",10,1,
6527,"Trayvia",10,1,
6528,"Velidori",10,1,
6529,"Velidra",10,1,
6530,"Velidrel",10,1,
6531,"Velieda",10,1,
6532,"Veliice",10,1,
6533,"Veliline",10,1,
6534,"Velindra",10,1,
6535,"Velisong",10,1,
6536,"Velivia",10,1,
6537,"Zaradori",10,1,
6538,"Zaradra",10,1,
6539,"Zaradrel",10,1,
6540,"Zaraeda",10,1,
6541,"Zaraice",10,1,
6542,"Zaraline",10,1,
6543,"Zarandra",10,1,
6544,"Zarasong",10,1,
6545,"Zaravia",10,1,
1967,"Abderuus",11,0,
1968,"Achelus",11,0,
1969,"Achiele",11,0,
1970,"Admetius",11,0,
1971,"Aeolos",11,0,
1972,"Aeun",11,0,
1973,"Ahonan",11,0,
1974,"Akhan",11,0,
1975,"Alcandir",11,0,
1976,"Aldar",11,0,
1977,"Alistuur",11,0,
1978,"Anteus",11,0,
1979,"Apolus",11,0,
1980,"Aramaion",11,0,
1981,"Archaelius",11,0,
1982,"Arras",11,0,
1983,"Arred",11,0,
1984,"Arthaid",11,0,
1985,"Ascuulpius",11,0,
1986,"Astraeus",11,0,
1987,"Astur",11,0,
1988,"Aurelon",11,0,
1989,"Baatun",11,0,
1990,"Baluraan",11,0,
1991,"Bastiaan",11,0,
1992,"Berem",11,0,
1993,"Berillio",11,0,
1994,"Berimus",11,0,
1995,"Boros",11,0,
1996,"Breel",11,0,
1997,"Bruuth",11,0,
1998,"Caedmos",11,0,
1999,"Calchaas",11,0,
2000,"Carren",11,0,
2001,"Cassadorian",11,0,
2002,"Cemmorhan",11,0,
2003,"Cosmaas",11,0,
2004,"Cragorior",11,0,
2005,"Cristole",11,0,
2006,"Cronastus",11,0,
2007,"Damasko",11,0,
2008,"Damodocus",11,0,
2009,"Darianus",11,0,
2010,"Deriz",11,0,
2011,"Driaan",11,0,
2012,"Dronor",11,0,
2013,"Edrem",11,0,
2014,"Egomis",11,0,
2015,"Ellomin",11,0,
2016,"Elumandian",11,0,
2017,"Eoch",11,0,
2018,"Epirithus",11,0,
2019,"Erett",11,0,
2020,"Eross",11,0,
2021,"Etuur",11,0,
2022,"Feruul",11,0,
2023,"Foluun",11,0,
2024,"Funaam",11,0,
2025,"Gaant",11,0,
2026,"Ganaar",11,0,
2027,"Ghermas",11,0,
2028,"Gornii",11,0,
2029,"Gotaan",11,0,
2030,"Handiir",11,0,
2031,"Haqi",11,0,
2032,"Hephtas",11,0,
2033,"Heronomus",11,0,
2034,"Iasun",11,0,
2035,"Icarian",11,0,
2036,"Irnuss",11,0,
2037,"Jaakon",11,0,
2038,"Jasuun",11,0,
2039,"Jayru",11,0,
2040,"Jovan",11,0,
2041,"Jovinian",11,0,
2042,"Kadithuul",11,0,
2043,"Kajad",11,0,
2044,"Kavaan",11,0,
2045,"Kellag",11,0,
2046,"Kessel",11,0,
2047,"Kor",11,0,
2048,"Kraan",11,0,
2049,"Kuros",11,0,
2050,"Leraam",11,0,
2051,"Lexander",11,0,
2052,"Lorthuu",11,0,
2053,"Lucc",11,0,
2054,"Lyceon",11,0,
2055,"Makaara",11,0,
2056,"Margon",11,0,
2057,"Megelon",11,0,
2058,"Merculon",11,0,
2059,"Mikalaas",11,0,
2060,"Muaat",11,0,
2061,"Muhaar",11,0,
2062,"Mumman",11,0,
2063,"Nabrus",11,0,
2064,"Nahogg",11,0,
2065,"Nestuur",11,0,
2066,"Nicolandrius",11,0,
2067,"Nus",11,0,
2068,"Nuur",11,0,
2069,"Ockil",11,0,
2070,"Ogdas",11,0,
2071,"Onnis",11,0,
2072,"Orinnion",11,0,
2073,"Oscco",11,0,
2074,"Paanos",11,0,
2075,"Padaar",11,0,
2076,"Paetheus",11,0,
2077,"Paladius",11,0,
2078,"Parthenion",11,0,
2079,"Pedaar",11,0,
2080,"Petraalis",11,0,
2081,"Phobuus",11,0,
2082,"Phyrios",11,0,
2083,"Praabun",11,0,
2084,"Proenitus",11,0,
2085,"Promethu",11,0,
2086,"Radimaanth",11,0,
2087,"Rastulo",11,0,
2088,"Refiik",11,0,
2089,"Remulon",11,0,
2090,"Reul",11,0,
2091,"Rormu",11,0,
2092,"Saandur",11,0,
2093,"Sabuutal",11,0,
2094,"Sarnub",11,0,
2095,"Selur",11,0,
2096,"Silvinian",11,0,
2097,"Smortu",11,0,
2098,"Staamitos",11,0,
2099,"Teleimon",11,0,
2100,"Thaalides",11,0,
2101,"Theodian",11,0,
2102,"Tolaan",11,0,
2103,"Tolven",11,0,
2104,"Tritus",11,0,
2105,"Vandelo",11,0,
2106,"Varubu",11,0,
2107,"Vord",11,0,
2108,"Vorkhan",11,0,
2109,"Wertan",11,0,
2110,"Xandian",11,0,
2111,"Zaibach",11,0,
2112,"Zakiuus",11,0,
2113,"Zalduun",11,0,
2114,"Zenastus",11,0,
2115,"Zenorian",11,0,
6546,"Aafer",11,0,
6547,"Aagalian",11,0,
6548,"Abaato",11,0,
6549,"Adros",11,0,
6550,"Ahruk",11,0,
6551,"Akhtus",11,0,
6552,"Akordn",11,0,
6553,"Anyr",11,0,
6554,"Atikas",11,0,
6555,"Belaquin",11,0,
6556,"Bravik",11,0,
6557,"Britolo",11,0,
6558,"Burquarius",11,0,
6559,"Caepicon",11,0,
6560,"Colundiin",11,0,
6561,"Cretos",11,0,
6562,"Daval",11,0,
6563,"Diochritis",11,0,
6564,"Dravak",11,0,
6565,"Dyristis",11,0,
6566,"Edraanas",11,0,
6567,"Eenach",11,0,
6568,"Eksos",11,0,
6569,"Evaandan",11,0,
6570,"Fhemdial",11,0,
6571,"Frencaalis",11,0,
6572,"Gaarilan",11,0,
6573,"Gememdon",11,0,
6574,"Gerrn",11,0,
6575,"Gistillian",11,0,
6576,"Govrin",11,0,
6577,"Haanelan",11,0,
6578,"Halvyk",11,0,
6579,"Hamir",11,0,
6580,"Hexn",11,0,
6581,"Homuulus",11,0,
6582,"Hrach",11,0,
6583,"Iaanix",11,0,
6584,"Iktos",11,0,
6585,"Iorimar",11,0,
6586,"Jamyzn",11,0,
6587,"Javinius",11,0,
6588,"Jhann",11,0,
6589,"Jocon",11,0,
6590,"Kaevincien",11,0,
6591,"Keryakos",11,0,
6592,"Khalis",11,0,
6593,"Khasel",11,0,
6594,"Khator",11,0,
6595,"Kolos",11,0,
6596,"Korik",11,0,
6597,"Kresk",11,0,
6598,"Krevyln",11,0,
6599,"Kriikellus",11,0,
6600,"Krisula",11,0,
6601,"Kyfestyr",11,0,
6602,"Kyrgaryn",11,0,
6603,"Laequerran",11,0,
6604,"Libiirius",11,0,
6605,"Mequonistis",11,0,
6606,"Minyok",11,0,
6607,"Mirvynnix",11,0,
6608,"Nautellus",11,0,
6609,"Niapilo",11,0,
6610,"Octagellen",11,0,
6611,"Olomm",11,0,
6612,"Orocian",11,0,
6613,"Ovynn",11,0,
6614,"Phriix",11,0,
6615,"Praerov",11,0,
6616,"Praetistis",11,0,
6617,"Puulincis",11,0,
6618,"Quaarilian",11,0,
6619,"Quontius",11,0,
6620,"Raedilaen",11,0,
6621,"Ragn",11,0,
6622,"Ravach",11,0,
6623,"Reglesteren",11,0,
6624,"Revelyn",11,0,
6625,"Revlyk",11,0,
6626,"Rhoymas",11,0,
6627,"Roahm",11,0,
6628,"Rolav",11,0,
6629,"Rovolt",11,0,
6630,"Ryzn",11,0,
6631,"Sechor",11,0,
6632,"Sequillian",11,0,
6633,"Spenjanius",11,0,
6634,"Tarelaen",11,0,
6635,"Tarenz",11,0,
6636,"Teowyll",11,0,
6637,"Thononias",11,0,
6638,"Torqellon",11,0,
6639,"Tynaerus",11,0,
6640,"Ujimminus",11,0,
6641,"Uray",11,0,
6642,"Uuyllian",11,0,
6643,"Uzhka",11,0,
6644,"Vaalcren",11,0,
6645,"Verom",11,0,
6646,"Vezim",11,0,
6647,"Vizul",11,0,
6648,"Vodmor",11,0,
6649,"Volgm",11,0,
6650,"Volik",11,0,
6651,"Volkorr",11,0,
6652,"Vqshok",11,0,
6653,"Vyncynidus",11,0,
6654,"Vyuri",11,0,
6655,"Waaldrunias",11,0,
6656,"Warach",11,0,
6657,"Warvyn",11,0,
6658,"Wixilaan",11,0,
6659,"Xaquildar",11,0,
6660,"Xavik",11,0,
6661,"Xerquanis",11,0,
6662,"Yaelon",11,0,
6663,"Yiiminon",11,0,
6664,"Zavyr",11,0,
6665,"Zerald",11,0,
6666,"Ziindelicus",11,0,
6667,"Zolioncis",11,0,
6668,"Zonov",11,0,
2116,"Aalesia",11,1,
2117,"Admete",11,1,
2118,"Adoria",11,1,
2119,"Adrastea",11,1,
2120,"Aegina",11,1,
2121,"Aelea",11,1,
2122,"Aeos",11,1,
2123,"Akaloiis",11,1,
2124,"Alathia",11,1,
2125,"Alethaa",11,1,
2126,"Aliina",11,1,
2127,"Aliisha",11,1,
2128,"Altaa",11,1,
2129,"Alysstas",11,1,
2130,"Amarillian",11,1,
2131,"Anastassia",11,1,
2132,"Areia",11,1,
2133,"Arianthia",11,1,
2134,"Arimiri",11,1,
2135,"Ashoon",11,1,
2136,"Astraea",11,1,
2137,"Aurana",11,1,
2138,"Avelii",11,1,
2139,"Basyl",11,1,
2140,"Behomat",11,1,
2141,"Bellama",11,1,
2142,"Belphine",11,1,
2143,"Bildine",11,1,
2144,"Brialla",11,1,
2145,"Caalindre",11,1,
2146,"Caatylun",11,1,
2147,"Calaandia",11,1,
2148,"Calliopia",11,1,
2149,"Caluantha",11,1,
2150,"Castaa",11,1,
2151,"Catiaa",11,1,
2152,"Catrionna",11,1,
2153,"Celenian",11,1,
2154,"Channa",11,1,
2155,"Chlorista",11,1,
2156,"Corisalle",11,1,
2157,"Cristalline",11,1,
2158,"Cyrothea",11,1,
2159,"Daametre",11,1,
2160,"Damaara",11,1,
2161,"Dariala",11,1,
2162,"Demitix",11,1,
2163,"Deremiis",11,1,
2164,"Desaar",11,1,
2165,"Desda",11,1,
2166,"Dimetraa",11,1,
2167,"Dorianalla",11,1,
2168,"Edirah",11,1,
2169,"Elaadora",11,1,
2170,"Eleannora",11,1,
2171,"Elissia",11,1,
2172,"Ellaniisa",11,1,
2173,"Elpidia",11,1,
2174,"Elysia",11,1,
2175,"Epidii",11,1,
2176,"Eraael",11,1,
2177,"Eraanthe",11,1,
2178,"Erinthae",11,1,
2179,"Euraan",11,1,
2180,"Feera",11,1,
2181,"Felaanu",11,1,
2182,"Galacia",11,1,
2183,"Nomau",11,1,
2184,"Haemeria",11,1,
2185,"Haliia",11,1,
2186,"Harmoni",11,1,
2187,"Helainne",11,1,
2188,"Helekaa",11,1,
2189,"Huuna",11,1,
2190,"Iciaa",11,1,
2191,"Iilke",11,1,
2192,"Ilanuaa",11,1,
2193,"Ilcyonne",11,1,
2194,"Iluulika",11,1,
2195,"Iluuni",11,1,
2196,"Iraana",11,1,
2197,"Iriiani",11,1,
2198,"Ivranii",11,1,
2199,"Jaeleil",11,1,
2200,"Jelna",11,1,
2201,"Kaandaki",11,1,
2202,"Kaatayli",11,1,
2203,"Kaitlan",11,1,
2204,"Kaluundre",11,1,
2205,"Kassia",11,1,
2206,"Kataakin",11,1,
2207,"Kataalona",11,1,
2208,"Katariin",11,1,
2209,"Kayaart",11,1,
2210,"Kayonei",11,1,
2211,"Keilnei",11,1,
2212,"Koliinae",11,1,
2213,"Koore",11,1,
2214,"Kudrii",11,1,
2215,"Laniira",11,1,
2216,"Larixa",11,1,
2217,"Levara",11,1,
2218,"Lexi",11,1,
2219,"Liora",11,1,
2220,"Lyrallis",11,1,
2221,"Madgaa",11,1,
2222,"Magdalin",11,1,
2223,"Maniika",11,1,
2224,"Margarii",11,1,
2225,"Miall",11,1,
2226,"Minirra",11,1,
2227,"Mirliaa",11,1,
2228,"Morae",11,1,
2229,"Myrandela",11,1,
2230,"Mysta",11,1,
2231,"Naamia",11,1,
2232,"Namaalia",11,1,
2233,"Narya",11,1,
2234,"Neii",11,1,
2235,"Nelli",11,1,
2236,"Nieysa",11,1,
2237,"Nillaani",11,1,
2238,"Norii",11,1,
2239,"Oliina",11,1,
2240,"Omeanau",11,1,
2241,"Palandora",11,1,
2242,"Patris",11,1,
2243,"Peitha",11,1,
2244,"Phaeda",11,1,
2245,"Phea",11,1,
2246,"Phiidra",11,1,
2247,"Phillypia",11,1,
2248,"Raania",11,1,
2249,"Ralaantu",11,1,
2250,"Remere",11,1,
2251,"Reulna",11,1,
2252,"Rhodalia",11,1,
2253,"Rienaa",11,1,
2254,"Roryn",11,1,
2255,"Saanri",11,1,
2256,"Salaan",11,1,
2257,"Saphraania",11,1,
2258,"Selaandi",11,1,
2259,"Selani",11,1,
2260,"Sevillia",11,1,
2261,"Sheluu",11,1,
2262,"Siiri",11,1,
2263,"Sofii",11,1,
2264,"Solonne",11,1,
2265,"Sophiaa",11,1,
2266,"Taerix",11,1,
2267,"Tariaan",11,1,
2268,"Terna",11,1,
2269,"Terressa",11,1,
2270,"Thaadea",11,1,
2271,"Theaa",11,1,
2272,"Themis",11,1,
2273,"Triina",11,1,
2274,"Trynne",11,1,
2275,"Tycha",11,1,
2276,"Valaatu",11,1,
2277,"Velnai",11,1,
2278,"Xaandra",11,1,
2279,"Xunaide",11,1,
2280,"Yaalene",11,1,
2281,"Zaraliis",11,1,
2282,"Zephua",11,1,
2283,"Ziliaa",11,1,
2284,"Zuulinia",11,1,
6669,"Aadelia",11,1,
6670,"Aahala",11,1,
6671,"Aamuria",11,1,
6672,"Aellana",11,1,
6673,"Agra",11,1,
6674,"Ahra",11,1,
6675,"Akhara",11,1,
6676,"Akhta",11,1,
6677,"Aktta",11,1,
6678,"Alara",11,1,
6679,"Amyntaa",11,1,
6680,"Andraa",11,1,
6681,"Andrynn",11,1,
6682,"Anvera",11,1,
6683,"Asuusha",11,1,
6684,"Batilde",11,1,
6685,"Becintia",11,1,
6686,"Brigt",11,1,
6687,"Bryllian",11,1,
6688,"Chriphia",11,1,
6689,"Clythemma",11,1,
6690,"Cyalle",11,1,
6691,"Cyracia",11,1,
6692,"Dephylia",11,1,
6693,"Dkala",11,1,
6694,"Donaella",11,1,
6695,"Druaella",11,1,
6696,"Dyorcia",11,1,
6697,"Eaorix",11,1,
6698,"Emaelia",11,1,
6699,"Enera",11,1,
6700,"Estaella",11,1,
6701,"Eychaalra",11,1,
6702,"Fallinix",11,1,
6703,"Fhaalia",11,1,
6704,"Fiornu",11,1,
6705,"Glara",11,1,
6706,"Gordaela",11,1,
6707,"Gwael",11,1,
6708,"Gyllinia",11,1,
6709,"Hilynn",11,1,
6710,"Honlei",11,1,
6711,"Hyphystia",11,1,
6712,"Iocylantha",11,1,
6713,"Iraecia",11,1,
6714,"Isaelda",11,1,
6715,"Iutaerna",11,1,
6716,"Izhyssu",11,1,
6717,"Jatarna",11,1,
6718,"Jemaerrix",11,1,
6719,"Jeres",11,1,
6720,"Jhara",11,1,
6721,"Juul",11,1,
6722,"Jynthu",11,1,
6723,"Karael",11,1,
6724,"Karha",11,1,
6725,"Karynn",11,1,
6726,"Khara",11,1,
6727,"Khasha",11,1,
6728,"Khris",11,1,
6729,"Kira",11,1,
6730,"Korrva",11,1,
6731,"Krisenzr",11,1,
6732,"Krista",11,1,
6733,"Krizar",11,1,
6734,"Kylah",11,1,
6735,"Kymei",11,1,
6736,"Kyrionaa",11,1,
6737,"Laev",11,1,
6738,"Lexya",11,1,
6739,"Luurinia",11,1,
6740,"Lynaesix",11,1,
6741,"Maemuu",11,1,
6742,"Mahla",11,1,
6743,"Marsiiha",11,1,
6744,"Maxlyn",11,1,
6745,"Morvah",11,1,
6746,"Mylinam",11,1,
6747,"Naarollu",11,1,
6748,"Narelvka",11,1,
6749,"Nevorra",11,1,
6750,"Norela",11,1,
6751,"Novura",11,1,
6752,"Nycha",11,1,
6753,"Ocyngiaa",11,1,
6754,"Oenii",11,1,
6755,"Ophymmu",11,1,
6756,"Oqua",11,1,
6757,"Otta",11,1,
6758,"Ovella",11,1,
6759,"Phaea",11,1,
6760,"Phylia",11,1,
6761,"Pira",11,1,
6762,"Pursa",11,1,
6763,"Pymuutu",11,1,
6764,"Ralaen",11,1,
6765,"Razlyn",11,1,
6766,"Renala",11,1,
6767,"Revella",11,1,
6768,"Rhylle",11,1,
6769,"Rochya",11,1,
6770,"Ryg",11,1,
6771,"Ryxinnu",11,1,
6772,"Sachka",11,1,
6773,"Safyce",11,1,
6774,"Salavva",11,1,
6775,"Seelha",11,1,
6776,"Shara",11,1,
6777,"Sherha",11,1,
6778,"Svelka",11,1,
6779,"Svelta",11,1,
6780,"Tatiara",11,1,
6781,"Tazha",11,1,
6782,"Ursuva",11,1,
6783,"Uvora",11,1,
6784,"Variza",11,1,
6785,"Veena",11,1,
6786,"Verra",11,1,
6787,"Vivik",11,1,
6788,"Vyera",11,1,
6789,"Wendra",11,1,
6790,"Xera",11,1,
6791,"Zara",11,1,
6792,"Zevorra",11,1,
6793,"Zmorra",11,1,
36286,"Abdul",25,0,
36290,"Abhas",25,0,
36296,"Adhi",25,0,
36300,"Adil",25,0,
36302,"Adin",25,0,
36304,"Adnan",25,0,
36308,"Agrim",25,0,
36346,"Anwar",25,0,
36348,"Anwon",25,0,
36350,"Ara",25,0,
36352,"Arif",25,0,
36356,"Aroon",25,0,
36358,"Arthit",25,0,
36362,"Ashis",25,0,
36364,"Asim",25,0,
36368,"Atul",25,0,
36374,"Avikar",25,0,
36376,"Baasu",25,0,
36378,"Babar",25,0,
36380,"Badal",25,0,
36382,"Bae",25,0,
36384,"Baek",25,0,
36386,"Bahir",25,0,
36388,"Bahn",25,0,
36390,"Bahul",25,0,
36392,"Bai",25,0,
36394,"Baiju",25,0,
36396,"Bamfu",25,0,
36398,"Ban",25,0,
36400,"Banaj",25,0,
36402,"Bansi",25,0,
36404,"Banyu",25,0,
36406,"Bao",25,0,
36408,"Baran",25,0,
36410,"Bari",25,0,
36412,"Bashir",25,0,
36414,"Bato",25,0,
36416,"Batu",25,0,
36418,"Bay",25,0,
36420,"Bayan",25,0,
36422,"Bayu",25,0,
36424,"Bayue",25,0,
