long,long,long,long,long,long,long,long,long,long,long,long,long,long,str,str,str,str,str,str,str,str,str,str,str,str,str,str,str,str,flags,long,long,long,long,long,long,long,
3732,0,5,0,0,34,0,0,34,0,0,4,0,0,"","","+34 Force","","","","","","","","","","","","","",0xFF01FE,0,0,42142,0,755,350,0,
3733,0,5,0,0,34,0,0,34,0,0,3,0,0,"","","+34 Agilité","","","","","","","","","","","","","",0xFF01FE,0,0,42143,0,755,350,0,
3734,0,5,0,0,39,0,0,39,0,0,45,0,0,"","","+39 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,42144,0,755,350,0,
3735,0,5,0,0,34,0,0,34,0,0,6,0,0,"","","+34 Esprit","","","","","","","","","","","","","",0xFF01FE,0,0,42145,0,755,350,0,
3736,0,5,0,0,17,0,0,17,0,0,43,0,0,"","","+17 points de mana toutes les 5 secondes","","","","","","","","","","","","","",0xFF01FE,0,0,42146,0,755,350,0,
3737,0,5,0,0,34,0,0,34,0,0,5,0,0,"","","+34 Intelligence","","","","","","","","","","","","","",0xFF01FE,0,0,42148,0,755,350,0,
3738,0,5,0,0,34,0,0,34,0,0,32,0,0,"","","+34 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,0,42149,0,755,350,0,
3739,0,5,0,0,34,0,0,34,0,0,36,0,0,"","","+34 au score de hâte","","","","","","","","","","","","","",0xFF01FE,0,0,42150,0,755,350,0,
3740,0,5,0,0,34,0,0,34,0,0,13,0,0,"","","+34 au score d'esquive","","","","","","","","","","","","","",0xFF01FE,0,0,42151,0,755,350,0,
3741,0,5,0,0,34,0,0,34,0,0,14,0,0,"","","+34 au score de parade","","","","","","","","","","","","","",0xFF01FE,0,0,42152,0,755,350,0,
3742,0,5,0,0,34,0,0,34,0,0,31,0,0,"","","+34 au score de toucher","","","","","","","","","","","","","",0xFF01FE,0,0,42156,0,755,350,0,
3743,0,5,0,0,34,0,0,34,0,0,12,0,0,"","","+34 au score de défense","","","","","","","","","","","","","",0xFF01FE,0,0,42157,0,755,350,0,
3744,0,5,0,0,34,0,0,34,0,0,35,0,0,"","","+34 au score de résilience","","","","","","","","","","","","","",0xFF01FE,0,0,42158,0,755,350,0,
3745,0,5,0,0,34,0,0,34,0,0,44,0,0,"","","+34 au score de pénétration d'armure","","","","","","","","","","","","","",0xFF01FE,0,0,42153,0,755,350,0,
3746,0,5,0,0,34,0,0,34,0,0,37,0,0,"","","+34 au score d'expertise","","","","","","","","","","","","","",0xFF01FE,0,0,42154,0,755,350,0,
3747,0,3,0,0,43,0,0,43,0,0,46055,0,0,"","","+43 à la pénétration des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,42155,0,755,350,0,
3748,0,3,0,0,0,0,0,0,0,0,56355,0,0,"","","Pointe en titane (45-67)","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,70,
3749,0,3,0,0,0,7,0,0,7,0,56527,6,0,"","","+4 à toutes les statistiques","","","","","","","","","","","","","",0xFF01FE,0,0,42701,0,0,0,0,
3750,0,3,0,0,0,0,0,0,0,0,56529,0,0,"","","+6 à toutes les caractéristiques","","","","","","","","","","","","","",0xFF01FE,0,0,42702,0,0,0,0,
3751,0,5,0,0,6,0,0,6,0,0,12,0,0,"","","+6 au score de défense","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3752,0,5,0,0,5,0,0,5,0,0,45,0,0,"","","+5 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3753,0,5,0,0,9,0,0,9,0,0,45,0,0,"","","+9 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3754,0,5,5,5,24,10,10,24,10,10,38,31,7,"","","+24 à la puissance d'attaque +10 Endurance +10 au score de toucher","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,60,
3755,0,5,5,0,28,12,0,28,12,0,38,13,0,"","","+28 à la puissance d'attaque +12 au score d'esquive","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,60,
3756,0,5,0,0,130,0,0,130,0,0,38,0,0,"","","+130 à la puissance d'attaque","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,165,400,0,
3757,0,5,0,0,102,0,0,102,0,0,7,0,0,"","","+102 Endurance","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,165,400,0,
3758,0,5,0,0,76,0,0,76,0,0,45,0,0,"","","+76 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,165,400,0,
3759,0,4,0,0,70,0,0,70,0,0,2,0,0,"","","+70 à la résistance au Feu","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,165,400,0,
3760,0,4,0,0,70,0,0,70,0,0,4,0,0,"","","+70 à la résistance au Givre","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,165,400,0,
3761,0,4,0,0,70,0,0,70,0,0,5,0,0,"","","+70 à la résistance à l'Ombre","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,165,400,0,
3762,0,4,0,0,70,0,0,70,0,0,3,0,0,"","","+70 de résistance à la Nature","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,165,400,0,
3763,0,4,0,0,70,0,0,70,0,0,6,0,0,"","","+70 à la résistance aux Arcanes","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,165,400,0,
3764,0,5,0,0,12,0,0,12,0,0,38,0,0,"","","+12 à la puissance d'attaque","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3765,0,5,0,0,4,0,0,4,0,0,44,0,0,"","","+4 au score de pénétration d'armure","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3766,0,5,0,0,12,0,0,12,0,0,7,0,0,"","","+12 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3767,0,5,5,0,14,7,0,14,7,0,38,32,0,"","","+14 à la puissance d'attaque et +7 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,0,41429,0,0,0,0,
3768,0,1,0,0,100,0,0,100,0,0,57964,0,0,"","","Poison instantané VIII","","","","","","","","","","","","","",0xFF01FE,26,9,0,0,0,0,0,
3769,0,1,0,0,100,0,0,100,0,0,57965,0,0,"","","Poison instantané IX","","","","","","","","","","","","","",0xFF01FE,26,9,0,0,0,0,0,
3770,0,1,0,0,30,0,0,30,0,0,57969,0,0,"","","Poison mortel VIII","","","","","","","","","","","","","",0xFF01FE,26,9,0,0,0,0,0,
3771,0,1,0,0,30,0,0,30,0,0,57970,0,0,"","","Poison mortel IX","","","","","","","","","","","","","",0xFF01FE,26,9,0,0,0,0,0,
3772,0,1,0,0,100,0,0,100,0,0,57974,0,0,"","","Poison douloureux VI","","","","","","","","","","","","","",0xFF01FE,26,9,0,0,0,0,0,
3773,0,1,0,0,100,0,0,100,0,0,57975,0,0,"","","Poison douloureux VII","","","","","","","","","","","","","",0xFF01FE,26,9,0,0,0,0,0,
3774,0,1,0,0,50,0,0,50,0,0,57981,0,0,"","","Poison anesthésiant II","","","","","","","","","","","","","",0xFF01FE,26,9,0,0,0,0,0,
3775,0,5,5,0,30,15,0,30,15,0,45,32,0,"","","+30 à la puissance des sorts et +15 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3776,0,5,5,0,45,15,0,45,15,0,38,32,0,"","","+45 à la puissance d'attaque et +15 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3777,0,5,5,0,20,15,0,20,15,0,12,13,0,"","","+20 Défense et +15 au score d'esquive","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3778,0,5,0,0,8,0,0,8,0,0,37,0,0,"","","+8 au score d'expertise","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3779,0,3,0,0,100,0,0,100,0,0,58784,0,0,"","","Langue de feu 8","","","","","","","","","","","","","",0xFF01FE,32,9,0,0,0,0,0,
3780,0,3,0,0,100,0,0,100,0,0,58791,0,0,"","","Langue de feu 9","","","","","","","","","","","","","",0xFF01FE,32,9,0,0,0,0,0,
3781,0,3,0,0,100,0,0,100,0,0,58792,0,0,"","","Langue de feu 10","","","","","","","","","","","","","",0xFF01FE,32,9,0,0,0,0,0,
3782,0,1,0,0,0,0,0,0,0,0,58797,0,0,"","","Arme de givre 7","","","","","","","","","","","","","",0xFF01FE,33,9,0,0,0,0,0,
3783,0,1,0,0,0,0,0,0,0,0,58798,0,0,"","","Arme de givre 8","","","","","","","","","","","","","",0xFF01FE,33,9,0,0,0,0,0,
3784,0,1,0,0,0,0,0,0,0,0,58799,0,0,"","","Arme de givre 9","","","","","","","","","","","","","",0xFF01FE,33,9,0,0,0,0,0,
3785,0,3,0,0,20,0,0,20,0,0,33757,0,0,"","","Furie-des-vents 6","","","","","","","","","","","","","",0xFF01FE,81,9,0,0,0,0,0,
3786,0,3,0,0,20,0,0,20,0,0,33757,0,0,"","","Furie-des-vents 7","","","","","","","","","","","","","",0xFF01FE,81,9,0,0,0,0,0,
3787,0,3,0,0,20,0,0,20,0,0,33757,0,0,"","","Furie-des-vents 8","","","","","","","","","","","","","",0xFF01FE,81,9,0,0,0,0,0,
3788,0,5,5,0,25,25,0,25,25,0,31,32,0,"","","+25 au score de toucher et +25 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,2,0,0,0,0,0,0,
3789,0,1,0,0,0,0,0,0,0,0,59620,0,0,"","","Berserker","","","","","","","","","","","","","",0xFF01FE,178,0,0,0,0,0,0,
3790,0,3,0,0,0,0,0,0,0,0,59630,0,0,"","","Magie noire","","","","","","","","","","","","","",0xFF01FE,161,0,0,0,0,0,0,
3791,0,5,0,0,30,0,0,30,0,0,7,0,0,"","","+30 Endurance","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,333,400,0,
3792,0,5,0,0,20,0,0,20,0,0,35,0,0,"","","+20 au score de résilience","","","","","","","","","","","","","",0xFF01FE,0,0,44066,0,0,0,0,
3793,0,5,5,0,40,15,0,40,15,0,38,35,0,"","","+40 à la puissance d'attaque et +15 au score de résilience","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3794,0,5,5,0,23,15,0,23,15,0,45,35,0,"","","+23 à la puissance des sorts et +15 au score de résilience","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3795,0,5,5,0,50,20,0,50,20,0,38,35,7,"","","+50 à la puissance d'attaque et +20 au score de résilience","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3796,0,5,5,0,29,20,0,29,20,0,45,35,7,"","","+29 à la puissance des sorts et +20 au score de résilience","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,0,
3797,0,5,5,0,29,20,0,29,20,0,45,35,7,"","","+29 à la puissance des sorts et +20 au score de résilience","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3798,0,5,3,0,34,0,0,34,0,0,38,23990,0,"","","+34 à la puissance d'attaque et légère augmentation de la vitesse de course","","","","","","","","","","","","","",0xFF01FE,0,0,44076,191,0,0,0,
3799,0,5,3,0,20,0,0,20,0,0,45,23990,0,"","","+20 à la puissance des sorts et légère augmentation de la vitesse de course","","","","","","","","","","","","","",0xFF01FE,0,0,44078,193,0,0,0,
3800,0,5,3,0,17,0,0,17,0,0,32,55357,0,"","","+17 au score de coup critique et durée de Peur réduite de 10%","","","","","","","","","","","","","",0xFF01FE,0,0,44082,189,0,0,0,
3801,0,5,3,0,17,0,0,17,0,0,32,55378,0,"","","+17 au score de coup critique et durée de Ralentir et Immobiliser réduite de 10%","","","","","","","","","","","","","",0xFF01FE,0,0,44081,181,0,0,0,
3802,0,5,3,0,20,0,0,20,0,0,45,55366,0,"","","+20 à la puissance des sorts et durée de Silence réduite de 10%","","","","","","","","","","","","","",0xFF01FE,0,0,44084,182,0,0,0,
3803,0,5,3,0,34,0,0,34,0,0,38,55358,0,"","","+34 à la puissance d'attaque et durée d'Etourdissement réduite de 10%","","","","","","","","","","","","","",0xFF01FE,0,0,44087,190,0,0,0,
3804,0,5,3,0,26,0,0,26,0,0,7,55358,0,"","","+26 Endurance et durée d'Etourdissement réduite de 10%","","","","","","","","","","","","","",0xFF01FE,0,0,44088,188,0,0,0,
3805,0,5,3,0,20,0,0,20,0,0,45,55358,0,"","","+20 à la puissance des sorts et durée d'Etourdissement réduite de 10%","","","","","","","","","","","","","",0xFF01FE,0,0,44089,194,0,0,0,
3806,0,5,5,0,18,10,0,18,10,0,45,32,0,"","","+18 à la puissance des sorts et +10 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3807,0,5,5,0,18,5,0,18,5,0,45,43,0,"","","+18 à la puissance des sorts et +5 points de mana par tranche de 5 secondes","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3808,0,5,5,0,40,15,0,40,15,0,38,32,0,"","","+40 à la puissance d'attaque et +15 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3809,0,5,5,0,24,8,0,24,8,0,45,43,0,"","","+24 à la puissance des sorts et +8 points de mana par tranche de 5 secondes","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3810,0,5,5,0,24,15,0,24,10,0,45,32,0,"","","+24 à la puissance des sorts et +15 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3811,0,5,5,0,20,15,0,20,15,0,13,12,0,"","","+20 au score d'esquive et +15 au score de défense","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3812,0,4,5,0,25,30,0,25,30,0,4,7,0,"","","+25 à la résistance au Givre et +30 Endurance","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3813,0,4,5,0,25,30,0,25,30,0,3,7,0,"","","+25 à la résistance à la Nature et +30 Endurance","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3814,0,4,5,0,25,30,0,25,30,0,5,7,0,"","","+25 à la résistance à l'Ombre et +30 Endurance","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3815,0,4,5,0,25,30,0,25,30,0,6,7,0,"","","+25 à la résistance aux Arcanes et +30 Endurance","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3816,0,4,5,0,25,30,0,25,30,0,2,7,0,"","","+25 à la résistance au Feu et +30 Endurance","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3817,0,5,5,0,50,20,0,50,20,0,38,32,7,"","","+50 à la puissance d'attaque et +20 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3818,0,5,5,0,37,20,0,37,20,0,7,12,0,"","","+37 Endurance et +20 au score de défense","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3819,0,5,5,0,30,10,0,30,10,0,45,43,7,"","","+30 à la puissance des sorts et 10 points de mana toutes les 5 secondes","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3820,0,5,5,0,30,20,0,30,20,0,45,32,7,"","","+30 à la puissance des sorts et 20 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3821,0,5,0,0,8,0,0,8,0,0,35,0,0,"","","+8 au score de résilience","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3822,0,5,5,0,55,22,0,55,22,0,7,3,0,"","","+55 Endurance et +22 Agilité","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3823,0,5,5,0,22,75,0,22,75,0,32,38,0,"","","+75 à la puissance d'attaque et +22 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3824,0,5,0,0,24,0,0,24,0,0,38,0,0,"","","+24 à la puissance d'attaque","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3825,0,5,0,0,15,0,0,15,0,0,36,0,0,"","","+15 au score de hâte","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3826,0,5,5,0,12,12,0,12,12,0,31,32,0,"","","+12 au score de toucher et +12 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3827,0,5,0,0,110,0,0,110,0,0,38,0,0,"","","+110 à la puissance d'attaque","","","","","","","","","","","","","",0xFF01FE,178,0,0,0,0,0,0,
3828,0,5,0,0,85,0,0,85,0,0,38,0,0,"","","+85 à la puissance d'attaque","","","","","","","","","","","","","",0xFF01FE,101,0,0,0,0,0,0,
3829,0,5,0,0,35,0,0,35,0,0,38,0,0,"","","+35 à la puissance d'attaque","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3830,0,5,0,0,50,0,0,50,0,0,45,0,0,"","","+50 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,103,0,0,0,0,0,0,
3831,0,5,0,0,23,20,20,23,20,20,36,29,30,"","","+23 au score de hâte","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3832,0,3,0,0,0,0,0,0,0,0,60694,0,0,"","","+10 à toutes les caractéristiques","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3833,0,5,0,0,65,0,0,65,0,0,38,0,0,"","","+65 à la puissance d'attaque","","","","","","","","","","","","","",0xFF01FE,29,0,0,0,0,0,0,
3834,0,5,0,0,63,0,0,63,0,0,45,0,0,"","","+63 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,160,0,0,0,0,0,0,
3835,0,5,5,0,120,15,0,120,15,0,38,32,0,"","","+120 à la puissance d'attaque et +15 au score de critique","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,773,400,0,
3836,0,5,5,0,70,8,0,70,8,0,45,43,0,"","","+70 à la puissance des sorts et +8 points de mana/5 secondes","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,773,400,0,
3837,0,5,5,0,60,15,0,60,15,0,13,12,0,"","","+60 au score d'esquive et +15 au score de défense","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,773,400,0,
3838,0,5,5,0,70,15,0,70,15,0,45,32,0,"","","+70 à la puissance des sorts et +15 au score de critique","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,773,400,0,
3839,0,5,0,0,40,0,0,40,0,0,38,0,0,"","","+40 à la puissance d'attaque","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,333,400,0,
3840,0,5,0,0,23,0,0,23,0,0,45,0,0,"","","+23 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,333,400,0,
3841,0,5,0,0,23,0,0,23,0,0,45,0,0,"","","+23 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3842,0,5,5,0,30,25,0,30,25,0,7,35,7,"","","+30 Endurance et +25 score de résilience","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3843,0,2,0,0,15,0,0,15,0,0,0,0,0,"","","Lunette (+15 point de dégâts)","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,70,
3844,0,5,0,0,45,0,0,45,0,0,6,0,0,"","","+45 Esprit","","","","","","","","","","","","","",0xFF01FE,159,0,0,0,0,0,0,
3845,0,5,0,0,50,0,0,50,0,0,38,0,0,"","","+50 à la puissance d'attaque","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3846,0,5,0,0,40,0,0,40,0,0,45,18031,0,"","","+40 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,102,0,0,0,0,0,0,
3847,0,3,0,0,0,0,0,0,0,0,62157,0,0,"","","Rune de la gargouille peau de pierre","","","","","","","","","","","","","",0xFF01FE,159,1,0,0,776,0,0,
3848,0,8,0,0,1,0,0,1,0,0,0,0,0,"","","Châsse de bâton","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3849,0,5,3,0,81,0,0,81,0,0,48,43588,0,"","","Plaque en titane","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,70,
3850,0,5,0,0,40,0,0,40,0,0,7,0,0,"","","+40 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3851,0,5,0,0,50,0,0,50,0,0,7,0,0,"","","+50 Endurance","","","","","","","","","","","","","",0xFF01FE,29,0,0,0,0,0,0,
3852,0,5,5,0,30,15,0,30,15,0,7,35,0,"","","+30 Endurance et +15 score de résilience","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,70,
3853,0,5,5,0,40,28,0,40,28,0,35,7,0,"","","+28 Endurance et +40 au score de résilience","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3854,0,5,0,0,81,0,0,81,0,0,45,33027,0,"","","+81 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,172,0,0,0,0,0,0,
3855,0,5,0,0,69,0,0,69,0,0,45,33027,0,"","","+69 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,128,0,0,0,0,0,0,
3856,0,5,0,0,100,0,0,100,0,0,3,0,0,"","","+100 Agilité","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,165,400,0,
3857,0,5,0,0,6,0,0,6,0,0,12,0,0,"","","+6 au score de défense","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3858,0,5,0,0,5,0,0,5,0,0,31,0,0,"","","+5 au score de toucher","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3859,0,7,5,0,0,27,0,0,27,0,55001,45,0,"","","+27 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,202,350,0,
3860,0,4,0,0,885,0,0,885,0,0,0,0,0,"","","+885 Armure","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,202,400,0,
3861,0,5,0,0,20,0,0,20,0,0,4,0,0,"","","+20 Force","","","","","","","","","","","","","",0xFF01FE,0,0,45862,0,0,0,0,
3862,0,5,0,0,20,0,0,20,0,0,3,0,0,"","","+20 Agilité","","","","","","","","","","","","","",0xFF01FE,0,0,45879,0,0,0,0,
3863,0,5,0,0,30,0,0,30,0,0,7,0,0,"","","+30 Endurance","","","","","","","","","","","","","",0xFF01FE,0,0,45880,0,0,0,0,
3864,0,5,0,0,20,0,0,20,0,0,6,0,0,"","","+20 Esprit","","","","","","","","","","","","","",0xFF01FE,0,0,45881,0,0,0,0,
3865,0,5,0,0,20,0,0,20,0,0,5,0,0,"","","+20 Intelligence","","","","","","","","","","","","","",0xFF01FE,0,0,45882,0,0,0,0,
3866,0,5,0,0,23,0,0,23,0,0,45,0,0,"","","+23 à la puissance des sorts","","","","","","","","","","","","","",0xFF01FE,0,0,45883,0,0,0,0,
3867,0,5,0,0,20,0,0,20,0,0,31,0,0,"","","+20 au score de toucher","","","","","","","","","","","","","",0xFF01FE,0,0,45987,0,0,0,0,
3868,0,3,0,0,0,0,0,0,0,0,8085,0,0,"","","Appât de pêche (+100 compétence de pêche)","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3869,0,1,0,0,0,0,0,0,0,0,64440,0,0,"","","Garde lame","","","","","","","","","","","","","",0xFF01FE,186,0,0,0,0,0,75,
3870,0,3,0,0,0,0,0,0,0,0,64571,0,0,"","","Drain de sang","","","","","","","","","","","","","",0xFF01FE,164,0,0,0,0,0,75,
3871,0,5,0,0,6,0,0,6,0,0,14,0,0,"","","+6 au score de parade","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3872,0,5,5,0,50,20,0,50,20,0,45,6,0,"","","+50 à la puissance des sorts et +20 à l'Esprit","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,65,
3873,0,5,5,0,50,30,0,50,30,0,45,7,0,"","","+50 à la puissance des sorts et +30 à l'Endurance","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,65,
3874,0,5,0,0,130,0,0,130,0,0,38,0,0,"","","+130 à la puissance d'attaque","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,165,450,0,
3875,0,5,5,0,30,10,0,30,10,0,38,32,0,"","","+30 à la puissance d'attaque et +10 au score de coup critique","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3876,0,5,5,0,15,10,0,15,10,0,13,12,0,"","","+15 au score d'esquive et +10 au score de défense","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,0,0,80,
3877,0,5,0,0,16,0,0,16,0,0,38,0,0,"","","+16 à la puissance d'attaque","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3878,0,7,0,5,0,0,45,0,0,45,67799,0,7,"","","Parabole d'amplification de l'esprit","","","","","","","","","","","","","",0xFF01FE,0,1,0,0,202,350,0,
3879,0,3,0,0,0,0,0,0,0,0,68251,0,0,"","","+10 à toutes les caractéristiques","","","","","","","","","","","","","",0xFF01FE,0,0,49110,0,0,0,0,
3880,0,5,0,0,6,0,0,6,0,0,44,0,0,"","","+6 au score de pénétration d'armure","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3881,0,5,0,0,17,0,0,20,0,0,43,0,0,"","","+17 points de mana toutes les 5 secondes","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,755,350,0,
3882,0,5,0,0,8,0,0,8,0,0,44,0,0,"","","+8 au score de pénétration d'armure","","","","","","","","","","","","","",0xFF01FE,0,0,0,0,0,0,0,
3883,0,3,0,0,0,0,0,0,0,0,70163,0,0,"","","Rune de la carapace nérubienne","","","","","","","","","","","","","",0xFF01FE,159,1,0,0,776,0,0,
60000,0,5,0,0,10,0,0,10,0,0,0,0,0,"+10 Mana","+10 Mana","+10 Mana","+10 Mana","+10 Mana","+10 Mana","+10 Mana","+10 Mana","+10 Mana","+10 Mana","+10 Mana","+10 Mana","+10 Mana","+10 Mana","+10 Mana","+10 Mana",0xFF01FE,0,0,0,0,0,0,0,
60001,0,5,0,0,11,0,0,11,0,0,0,0,0,"+11 Mana","+11 Mana","+11 Mana","+11 Mana","+11 Mana","+11 Mana","+11 Mana","+11 Mana","+11 Mana","+11 Mana","+11 Mana","+11 Mana","+11 Mana","+11 Mana","+11 Mana","+11 Mana",0xFF01FE,0,0,0,0,0,0,0,
60002,0,5,0,0,12,0,0,12,0,0,0,0,0,"+12 Mana","+12 Mana","+12 Mana","+12 Mana","+12 Mana","+12 Mana","+12 Mana","+12 Mana","+12 Mana","+12 Mana","+12 Mana","+12 Mana","+12 Mana","+12 Mana","+12 Mana","+12 Mana",0xFF01FE,0,0,0,0,0,0,0,
60003,0,5,0,0,13,0,0,13,0,0,0,0,0,"+13 Mana","+13 Mana","+13 Mana","+13 Mana","+13 Mana","+13 Mana","+13 Mana","+13 Mana","+13 Mana","+13 Mana","+13 Mana","+13 Mana","+13 Mana","+13 Mana","+13 Mana","+13 Mana",0xFF01FE,0,0,0,0,0,0,0,
60004,0,5,0,0,14,0,0,14,0,0,0,0,0,"+14 Mana","+14 Mana","+14 Mana","+14 Mana","+14 Mana","+14 Mana","+14 Mana","+14 Mana","+14 Mana","+14 Mana","+14 Mana","+14 Mana","+14 Mana","+14 Mana","+14 Mana","+14 Mana",0xFF01FE,0,0,0,0,0,0,0,
60005,0,5,0,0,15,0,0,15,0,0,0,0,0,"+15 Mana","+15 Mana","+15 Mana","+15 Mana","+15 Mana","+15 Mana","+15 Mana","+15 Mana","+15 Mana","+15 Mana","+15 Mana","+15 Mana","+15 Mana","+15 Mana","+15 Mana","+15 Mana",0xFF01FE,0,0,0,0,0,0,0,
60006,0,5,0,0,16,0,0,16,0,0,0,0,0,"+16 Mana","+16 Mana","+16 Mana","+16 Mana","+16 Mana","+16 Mana","+16 Mana","+16 Mana","+16 Mana","+16 Mana","+16 Mana","+16 Mana","+16 Mana","+16 Mana","+16 Mana","+16 Mana",0xFF01FE,0,0,0,0,0,0,0,
