long,str,
17827,"Interface\Icons\inv_misc_food_cooked_felwich",
17828,"Interface\Icons\inv_misc_food_cooked_firespiritsalmon",
17829,"Interface\Icons\inv_misc_food_cooked_fishcake",
17830,"Interface\Icons\inv_misc_food_cooked_ginsengtea",
17831,"Interface\Icons\inv_misc_food_cooked_goldcarpconsomme",
17832,"Interface\Icons\inv_misc_food_cooked_golden_black_pepper_ribs_and_shrimp",
17833,"Interface\Icons\inv_misc_food_cooked_greatpabanquet_brew",
17834,"Interface\Icons\inv_misc_food_cooked_greatpabanquet_general",
17835,"Interface\Icons\inv_misc_food_cooked_greatpabanquet_grill",
17836,"Interface\Icons\inv_misc_food_cooked_greatpabanquet_oven",
17837,"Interface\Icons\inv_misc_food_cooked_greatpabanquet_pot",
17838,"Interface\Icons\inv_misc_food_cooked_greatpabanquet_steamer",
17839,"Interface\Icons\inv_misc_food_cooked_greatpabanquet_wok",
17840,"Interface\Icons\inv_misc_food_cooked_jadewitchbrew",
17841,"Interface\Icons\inv_misc_food_cooked_madbrewbreakfast",
17842,"Interface\Icons\inv_misc_food_cooked_mogufishstew",
17843,"Interface\Icons\inv_misc_food_cooked_pabanquet_brew",
17844,"Interface\Icons\inv_misc_food_cooked_pabanquet_general",
17845,"Interface\Icons\inv_misc_food_cooked_pabanquet_grill",
17846,"Interface\Icons\inv_misc_food_cooked_pabanquet_oven",
17847,"Interface\Icons\inv_misc_food_cooked_pabanquet_pot",
17848,"Interface\Icons\inv_misc_food_cooked_pabanquet_steamer",
17849,"Interface\Icons\inv_misc_food_cooked_pabanquet_wok",
17850,"Interface\Icons\inv_misc_food_cooked_ribsandshrimp",
17851,"Interface\Icons\inv_misc_food_cooked_sauteedcarrots",
17852,"Interface\Icons\inv_misc_food_cooked_seamistricenoodles",
17853,"Interface\Icons\inv_misc_food_cooked_shrimpdumplings",
17854,"Interface\Icons\inv_misc_food_cooked_springrolls",
17855,"Interface\Icons\inv_misc_food_cooked_steamcrabsurprise",
17856,"Interface\Icons\inv_misc_food_cooked_swirlingmistsoup",
17857,"Interface\Icons\inv_misc_food_cooked_tigersteak",
17858,"Interface\Icons\inv_misc_food_cooked_twinfishplatter",
17859,"Interface\Icons\inv_misc_food_cooked_valleystirfry",
17860,"Interface\Icons\inv_misc_food_cooked_wildfowlroast",
17861,"Interface\Icons\inv_misc_food_dimsum",
17862,"Interface\Icons\inv_misc_food_draenor_crispyfriedscorpion",
17863,"Interface\Icons\inv_misc_food_draenor_fatsleepercakes",
17864,"Interface\Icons\inv_misc_food_draenor_fierycalamari",
17865,"Interface\Icons\inv_misc_food_draenor_grilledgulper",
17866,"Interface\Icons\inv_misc_food_draenor_grilledsaberfish",
17867,"Interface\Icons\inv_misc_food_draenor_rawbasiliskflesh",
17868,"Interface\Icons\inv_misc_food_draenor_rawboarflesh",
17869,"Interface\Icons\inv_misc_food_draenor_rawclefthoofflesh",
17870,"Interface\Icons\inv_misc_food_draenor_rawelekflesh",
17871,"Interface\Icons\inv_misc_food_draenor_rawriverbeastflesh",
17872,"Interface\Icons\inv_misc_food_draenor_rawrylakegg",
17873,"Interface\Icons\inv_misc_food_draenor_rawrylakegg_brown",
17874,"Interface\Icons\inv_misc_food_draenor_rawtalkbukflesh",
17875,"Interface\Icons\inv_misc_food_draenor_saberfishbroth",
17876,"Interface\Icons\inv_misc_food_draenor_saltedskulker",
17877,"Interface\Icons\inv_misc_food_draenor_steamedscorpion",
17878,"Interface\Icons\inv_misc_food_draenor_sturgeonstew",
17879,"Interface\Icons\inv_misc_food_draenor_whiptailchowder",
17880,"Interface\Icons\inv_misc_food_ghoststeak",
17881,"Interface\Icons\inv_misc_food_ghoststeak_bone",
17882,"Interface\Icons\inv_misc_food_legion_azsharisalad",
17883,"Interface\Icons\inv_misc_food_legion_baconcrispy",
17884,"Interface\Icons\inv_misc_food_legion_baconuncooked",
17885,"Interface\Icons\inv_misc_food_legion_barracudamrglgagh",
17886,"Interface\Icons\inv_misc_food_legion_beartartare",
17887,"Interface\Icons\inv_misc_food_legion_biggameyribs",
17888,"Interface\Icons\inv_misc_food_legion_dalapenopepper",
17889,"Interface\Icons\inv_misc_food_legion_deepfriedmossgill",
17890,"Interface\Icons\inv_misc_food_legion_driedmackerelstrips",
17891,"Interface\Icons\inv_misc_food_legion_drogbarstylesalmon",
17892,"Interface\Icons\inv_misc_food_legion_faronaarfizz",
17893,"Interface\Icons\inv_misc_food_legion_fattybearsteak",
17894,"Interface\Icons\inv_misc_food_legion_fighterchow",
17895,"Interface\Icons\inv_misc_food_legion_fishbrulspecial",
17896,"Interface\Icons\inv_misc_food_legion_flaked sea salt",
17897,"Interface\Icons\inv_misc_food_legion_gooamberblue_bottle",
17898,"Interface\Icons\inv_misc_food_legion_gooamberblue_chunk",
17899,"Interface\Icons\inv_misc_food_legion_gooamberblue_drop",
17900,"Interface\Icons\inv_misc_food_legion_gooamberblue_multi",
17901,"Interface\Icons\inv_misc_food_legion_gooamberblue_pool",
17902,"Interface\Icons\inv_misc_food_legion_gooamberpink_bottle",
17903,"Interface\Icons\inv_misc_food_legion_gooamberpink_chunk",
17904,"Interface\Icons\inv_misc_food_legion_gooamberpink_drop",
17905,"Interface\Icons\inv_misc_food_legion_gooamberpink_multi",
17906,"Interface\Icons\inv_misc_food_legion_gooamberpink_pool",
17907,"Interface\Icons\inv_misc_food_legion_gooamberpurple_bottle",
17908,"Interface\Icons\inv_misc_food_legion_gooamberpurple_chunk",
17909,"Interface\Icons\inv_misc_food_legion_gooamberpurple_drop",
17910,"Interface\Icons\inv_misc_food_legion_gooamberpurple_multi",
17911,"Interface\Icons\inv_misc_food_legion_gooamberpurple_pool",
17912,"Interface\Icons\inv_misc_food_legion_gooamberyellow_bottle",
17913,"Interface\Icons\inv_misc_food_legion_gooamberyellow_chunk",
17914,"Interface\Icons\inv_misc_food_legion_gooamberyellow_drop",
17915,"Interface\Icons\inv_misc_food_legion_gooamberyellow_multi",
17916,"Interface\Icons\inv_misc_food_legion_gooamberyellow_pool",
17917,"Interface\Icons\inv_misc_food_legion_gooamber_bottle",
17918,"Interface\Icons\inv_misc_food_legion_gooamber_chunk",
17919,"Interface\Icons\inv_misc_food_legion_gooamber_drop",
17920,"Interface\Icons\inv_misc_food_legion_gooamber_multi",
17921,"Interface\Icons\inv_misc_food_legion_gooamber_pool",
17922,"Interface\Icons\inv_misc_food_legion_goobloodgel_bottle",
17923,"Interface\Icons\inv_misc_food_legion_goobloodgel_chunk",
17924,"Interface\Icons\inv_misc_food_legion_goobloodgel_drop",
17925,"Interface\Icons\inv_misc_food_legion_goocaramel_bottle",
17926,"Interface\Icons\inv_misc_food_legion_goocaramel_chunk",
17927,"Interface\Icons\inv_misc_food_legion_goocaramel_drop",
17928,"Interface\Icons\inv_misc_food_legion_goocaramel_pool",
17929,"Interface\Icons\inv_misc_food_legion_goochocovanilla_bottle",
17930,"Interface\Icons\inv_misc_food_legion_goochocovanilla_chunk",
17931,"Interface\Icons\inv_misc_food_legion_goochocovanilla_debris",
17932,"Interface\Icons\inv_misc_food_legion_goochocovanilla_drop",
17933,"Interface\Icons\inv_misc_food_legion_goochocovanilla_pool",
17934,"Interface\Icons\inv_misc_food_legion_goochoco_bottle",
17935,"Interface\Icons\inv_misc_food_legion_goochoco_drop",
17936,"Interface\Icons\inv_misc_food_legion_goochoco_lgchunk",
17937,"Interface\Icons\inv_misc_food_legion_goochoco_pool",
17938,"Interface\Icons\inv_misc_food_legion_goochoco_smchunk",
17939,"Interface\Icons\inv_misc_food_legion_goomolasses_bottle",
17940,"Interface\Icons\inv_misc_food_legion_goomolasses_chunk",
17941,"Interface\Icons\inv_misc_food_legion_goomolasses_drop",
17942,"Interface\Icons\inv_misc_food_legion_goomolasses_multi",
17943,"Interface\Icons\inv_misc_food_legion_goomolasses_pool",
17944,"Interface\Icons\inv_misc_food_legion_goooil_bottle",
17945,"Interface\Icons\inv_misc_food_legion_goooil_chunk",
17946,"Interface\Icons\inv_misc_food_legion_goooil_drop",
17947,"Interface\Icons\inv_misc_food_legion_goooil_multi",
17948,"Interface\Icons\inv_misc_food_legion_goooil_pool",
17949,"Interface\Icons\inv_misc_food_legion_goosaporange_bottle",
17950,"Interface\Icons\inv_misc_food_legion_goosaporange_chunk",
17951,"Interface\Icons\inv_misc_food_legion_goosaporange_drop",
17952,"Interface\Icons\inv_misc_food_legion_goosaporange_multi",
17953,"Interface\Icons\inv_misc_food_legion_goosaporange_pool",
17954,"Interface\Icons\inv_misc_food_legion_gooslime_bottle",
17955,"Interface\Icons\inv_misc_food_legion_gooslime_chunk",
17956,"Interface\Icons\inv_misc_food_legion_gooslime_drop",
17957,"Interface\Icons\inv_misc_food_legion_gooslime_multi",
17958,"Interface\Icons\inv_misc_food_legion_gooslime_pool",
17959,"Interface\Icons\inv_misc_food_legion_goowine_bottle",
17960,"Interface\Icons\inv_misc_food_legion_goowine_chunk",
17961,"Interface\Icons\inv_misc_food_legion_goowine_drop",
17962,"Interface\Icons\inv_misc_food_legion_goowine_multi",
17963,"Interface\Icons\inv_misc_food_legion_goowine_pool",
17964,"Interface\Icons\inv_misc_food_legion_heartyfeast",
17965,"Interface\Icons\inv_misc_food_legion_koiscentedstormray",
17966,"Interface\Icons\inv_misc_food_legion_lavishsuramarfiest",
17967,"Interface\Icons\inv_misc_food_legion_leanshank",
17968,"Interface\Icons\inv_misc_food_legion_leybequeribs",
17969,"Interface\Icons\inv_misc_food_legion_leyblood",
17970,"Interface\Icons\inv_misc_food_legion_muskenbutter",
17971,"Interface\Icons\inv_misc_food_legion_nightbornedelicacyplatter",
17972,"Interface\Icons\inv_misc_food_legion_pickledstormray",
17973,"Interface\Icons\inv_misc_food_legion_riveronion",
17974,"Interface\Icons\inv_misc_food_legion_saltpeppershank",
17975,"Interface\Icons\inv_misc_food_legion_seashella1",
17976,"Interface\Icons\inv_misc_food_legion_seashella2",
17977,"Interface\Icons\inv_misc_food_legion_seashella3",
17978,"Interface\Icons\inv_misc_food_legion_seashella4",
17979,"Interface\Icons\inv_misc_food_legion_seashellb1",
17980,"Interface\Icons\inv_misc_food_legion_seashellb2",
17981,"Interface\Icons\inv_misc_food_legion_seashellb3",
17982,"Interface\Icons\inv_misc_food_legion_seashellb4",
17983,"Interface\Icons\inv_misc_food_legion_seashellc1",
17984,"Interface\Icons\inv_misc_food_legion_seashellc2",
17985,"Interface\Icons\inv_misc_food_legion_seashellc3",
17986,"Interface\Icons\inv_misc_food_legion_seashellc4",
17987,"Interface\Icons\inv_misc_food_legion_seashelld1",
17988,"Interface\Icons\inv_misc_food_legion_seashelld2",
17989,"Interface\Icons\inv_misc_food_legion_seashelld3",
17990,"Interface\Icons\inv_misc_food_legion_seashelld4",
17991,"Interface\Icons\inv_misc_food_legion_seashelle1",
17992,"Interface\Icons\inv_misc_food_legion_seashelle2",
17993,"Interface\Icons\inv_misc_food_legion_seashelle3",
17994,"Interface\Icons\inv_misc_food_legion_seashelle4",
17995,"Interface\Icons\inv_misc_food_legion_seashellf1",
17996,"Interface\Icons\inv_misc_food_legion_seashellf2",
17997,"Interface\Icons\inv_misc_food_legion_seashellf3",
17998,"Interface\Icons\inv_misc_food_legion_seashellf4",
17999,"Interface\Icons\inv_misc_food_legion_seashellg1",
18000,"Interface\Icons\inv_misc_food_legion_seashellg2",
18001,"Interface\Icons\inv_misc_food_legion_seashellg3",
18002,"Interface\Icons\inv_misc_food_legion_seashellg4",
18003,"Interface\Icons\inv_misc_food_legion_seashellh1",
18004,"Interface\Icons\inv_misc_food_legion_seashellh2",
18005,"Interface\Icons\inv_misc_food_legion_seashellh3",
18006,"Interface\Icons\inv_misc_food_legion_seashellh4",
18007,"Interface\Icons\inv_misc_food_legion_seedbatteredfishplate",
18008,"Interface\Icons\inv_misc_food_legion_spicedribroast",
18009,"Interface\Icons\inv_misc_food_legion_stonedarksnail",
18010,"Interface\Icons\inv_misc_food_legion_suramarsurfandturf",
18011,"Interface\Icons\inv_misc_food_legion_thehungrymagistar",
18012,"Interface\Icons\inv_misc_food_legion_wildfowlegg",
18013,"Interface\Icons\inv_misc_food_lunchbox",
18014,"Interface\Icons\inv_misc_food_lunchbox_black",
18015,"Interface\Icons\inv_misc_food_lunchbox_copper",
18016,"Interface\Icons\inv_misc_food_lunchbox_devilsaur",
18017,"Interface\Icons\inv_misc_food_lunchbox_fel",
18018,"Interface\Icons\inv_misc_food_lunchbox_iron",
18019,"Interface\Icons\inv_misc_food_lunchbox_red",
18020,"Interface\Icons\inv_misc_food_lunchbox_silver",
18021,"Interface\Icons\inv_misc_food_lunchbox_white",
18022,"Interface\Icons\inv_misc_food_mango_ice",
18023,"Interface\Icons\inv_misc_food_meat_cooked_01",
18024,"Interface\Icons\inv_misc_food_meat_cooked_02",
18025,"Interface\Icons\inv_misc_food_meat_cooked_03",
18026,"Interface\Icons\inv_misc_food_meat_cooked_04",
18027,"Interface\Icons\inv_misc_food_meat_cooked_05",
18028,"Interface\Icons\inv_misc_food_meat_cooked_06",
18029,"Interface\Icons\inv_misc_food_meat_cooked_07",
18030,"Interface\Icons\inv_misc_food_meat_cooked_08",
18031,"Interface\Icons\inv_misc_food_meat_cooked_09",
18032,"Interface\Icons\inv_misc_food_meat_cooked_10",
18033,"Interface\Icons\inv_misc_food_meat_crabmeat",
18034,"Interface\Icons\inv_misc_food_meat_forestboarmeat",
18035,"Interface\Icons\inv_misc_food_meat_goatchops",
18036,"Interface\Icons\inv_misc_food_meat_mincedmeat",
18037,"Interface\Icons\inv_misc_food_meat_oxribs",
18038,"Interface\Icons\inv_misc_food_meat_pheasantbreast",
18039,"Interface\Icons\inv_misc_food_meat_rawtigersteak",
18040,"Interface\Icons\inv_misc_food_meat_raw_01",
18041,"Interface\Icons\inv_misc_food_meat_raw_02",
18042,"Interface\Icons\inv_misc_food_meat_raw_03",
18043,"Interface\Icons\inv_misc_food_meat_raw_04",
18044,"Interface\Icons\inv_misc_food_meat_raw_05",
18045,"Interface\Icons\inv_misc_food_meat_raw_06",
18046,"Interface\Icons\inv_misc_food_meat_raw_07",
18047,"Interface\Icons\inv_misc_food_meat_raw_08",
18048,"Interface\Icons\inv_misc_food_meat_raw_09",
18049,"Interface\Icons\inv_misc_food_meat_raw_10",
18050,"Interface\Icons\inv_misc_food_meat_toughwolfflank",
18051,"Interface\Icons\inv_misc_food_meat_yakflanks",
18052,"Interface\Icons\inv_misc_food_pinenut",
18053,"Interface\Icons\inv_misc_food_strawberry_ice",
18054,"Interface\Icons\inv_misc_food_vendor_blackpepper",
18055,"Interface\Icons\inv_misc_food_vendor_blanchedneedlemushroom",
18056,"Interface\Icons\inv_misc_food_vendor_boiledsilkwormpupa",
18057,"Interface\Icons\inv_misc_food_vendor_carrot",
18058,"Interface\Icons\inv_misc_food_vendor_ginseng",
18059,"Interface\Icons\inv_misc_food_vendor_greencabbage",
18060,"Interface\Icons\inv_misc_food_vendor_greenfishbonescurry",
18061,"Interface\Icons\inv_misc_food_vendor_greenfishcurry",
18062,"Interface\Icons\inv_misc_food_vendor_instantnoodles",
18063,"Interface\Icons\inv_misc_food_vendor_jadesquash",
18064,"Interface\Icons\inv_misc_food_vendor_mogupumpkin",
18065,"Interface\Icons\inv_misc_food_vendor_needlemushroom",
18066,"Interface\Icons\inv_misc_food_vendor_needlemushroomsoup",
18067,"Interface\Icons\inv_misc_food_vendor_peachpie",
18068,"Interface\Icons\inv_misc_food_vendor_pinkturnip",
18069,"Interface\Icons\inv_misc_food_vendor_poundedricecakes",
18070,"Interface\Icons\inv_misc_food_vendor_poundedricecake_1",
18071,"Interface\Icons\inv_misc_food_vendor_redbeanbun",
18072,"Interface\Icons\inv_misc_food_vendor_redblossomleek",
18073,"Interface\Icons\inv_misc_food_vendor_rice",
18074,"Interface\Icons\inv_misc_food_vendor_roastedbarlytea",
18075,"Interface\Icons\inv_misc_food_vendor_scallions",
18076,"Interface\Icons\inv_misc_food_vendor_slicedpeaches",
18077,"Interface\Icons\inv_misc_food_vendor_soysauce",
18078,"Interface\Icons\inv_misc_food_vendor_stripedmelon",
18079,"Interface\Icons\inv_misc_food_vendor_tangypeachyogurt",
18080,"Interface\Icons\inv_misc_food_vendor_toastedfishjerky",
18081,"Interface\Icons\inv_misc_food_vendor_whiteturnip",
18082,"Interface\Icons\inv_misc_food_vendor_witchberries",
18083,"Interface\Icons\inv_misc_food_vendor_yakcheesecurds",
18084,"Interface\Icons\inv_misc_food_wheat_01",
18085,"Interface\Icons\inv_misc_food_wheat_02",
18086,"Interface\Icons\inv_misc_football",
18087,"Interface\Icons\inv_misc_foot_centaur",
18088,"Interface\Icons\inv_misc_foot_kodo",
18089,"Interface\Icons\inv_misc_forestnecklace",
18090,"Interface\Icons\inv_misc_fork&knife",
18091,"Interface\Icons\inv_misc_fortunecookie",
18092,"Interface\Icons\inv_misc_foxkit",
18093,"Interface\Icons\inv_misc_foxkit_white",
18094,"Interface\Icons\inv_misc_frostemblem_01",
18095,"Interface\Icons\inv_misc_frostystew",
18096,"Interface\Icons\inv_misc_gear_01",
18097,"Interface\Icons\inv_misc_gear_02",
18098,"Interface\Icons\inv_misc_gear_03",
18099,"Interface\Icons\inv_misc_gear_04",
18100,"Interface\Icons\inv_misc_gear_05",
18101,"Interface\Icons\inv_misc_gear_06",
18102,"Interface\Icons\inv_misc_gear_07",
18103,"Interface\Icons\inv_misc_gear_08",
18104,"Interface\Icons\inv_misc_gem_01",
18105,"Interface\Icons\inv_misc_gem_02",
18106,"Interface\Icons\inv_misc_gem_03",
18107,"Interface\Icons\inv_misc_gem_amethystrough_01",
18108,"Interface\Icons\inv_misc_gem_amethystrough_03",
18109,"Interface\Icons\inv_misc_gem_amethyst_01",
18110,"Interface\Icons\inv_misc_gem_amethyst_02",
18111,"Interface\Icons\inv_misc_gem_amethyst_03",
18112,"Interface\Icons\inv_misc_gem_azuredraenite_01",
18113,"Interface\Icons\inv_misc_gem_azuredraenite_02",
18114,"Interface\Icons\inv_misc_gem_azuredraenite_03",
18115,"Interface\Icons\inv_misc_gem_bloodgem_01",
18116,"Interface\Icons\inv_misc_gem_bloodgem_02",
18117,"Interface\Icons\inv_misc_gem_bloodgem_03",
18118,"Interface\Icons\inv_misc_gem_bloodstone_01",
18119,"Interface\Icons\inv_misc_gem_bloodstone_02",
18120,"Interface\Icons\inv_misc_gem_bloodstone_03",
18121,"Interface\Icons\inv_misc_gem_crystalcut_01",
18122,"Interface\Icons\inv_misc_gem_crystal_01",
18123,"Interface\Icons\inv_misc_gem_crystal_02",
18124,"Interface\Icons\inv_misc_gem_crystal_03",
18125,"Interface\Icons\inv_misc_gem_deepperidot_01",
18126,"Interface\Icons\inv_misc_gem_deepperidot_02",
18127,"Interface\Icons\inv_misc_gem_deepperidot_03",
18128,"Interface\Icons\inv_misc_gem_diamond_01",
18129,"Interface\Icons\inv_misc_gem_diamond_02",
18130,"Interface\Icons\inv_misc_gem_diamond_03",
18131,"Interface\Icons\inv_misc_gem_diamond_04",
18132,"Interface\Icons\inv_misc_gem_diamond_05",
18133,"Interface\Icons\inv_misc_gem_diamond_06",
18134,"Interface\Icons\inv_misc_gem_diamond_07",
18135,"Interface\Icons\inv_misc_gem_ebondraenite_01",
18136,"Interface\Icons\inv_misc_gem_ebondraenite_02",
18137,"Interface\Icons\inv_misc_gem_ebondraenite_03",
18138,"Interface\Icons\inv_misc_gem_emeraldrough_01",
18139,"Interface\Icons\inv_misc_gem_emeraldrough_02",
18140,"Interface\Icons\inv_misc_gem_emeraldrough_03",
18141,"Interface\Icons\inv_misc_gem_emerald_01",
18142,"Interface\Icons\inv_misc_gem_emerald_02",
18143,"Interface\Icons\inv_misc_gem_emerald_03",
18144,"Interface\Icons\inv_misc_gem_flamespessarite_01",
18145,"Interface\Icons\inv_misc_gem_flamespessarite_02",
18146,"Interface\Icons\inv_misc_gem_flamespessarite_03",
18147,"Interface\Icons\inv_misc_gem_goldendraenite_01",
18148,"Interface\Icons\inv_misc_gem_goldendraenite_02",
18149,"Interface\Icons\inv_misc_gem_goldendraenite_03",
18150,"Interface\Icons\inv_misc_gem_lionseye_01",
18151,"Interface\Icons\inv_misc_gem_opalrough_01",
18152,"Interface\Icons\inv_misc_gem_opalrough_03",
18153,"Interface\Icons\inv_misc_gem_opal_01",
18154,"Interface\Icons\inv_misc_gem_opal_02",
18155,"Interface\Icons\inv_misc_gem_opal_03",
18156,"Interface\Icons\inv_misc_gem_pearl_01",
18157,"Interface\Icons\inv_misc_gem_pearl_02",
18158,"Interface\Icons\inv_misc_gem_pearl_03",
18159,"Interface\Icons\inv_misc_gem_pearl_04",
18160,"Interface\Icons\inv_misc_gem_pearl_05",
18161,"Interface\Icons\inv_misc_gem_pearl_06",
18162,"Interface\Icons\inv_misc_gem_pearl_07",
18163,"Interface\Icons\inv_misc_gem_pearl_08",
18164,"Interface\Icons\inv_misc_gem_pearl_09",
18165,"Interface\Icons\inv_misc_gem_pearl_10",
18166,"Interface\Icons\inv_misc_gem_pearl_11",
18167,"Interface\Icons\inv_misc_gem_pearl_12",
18168,"Interface\Icons\inv_misc_gem_pearl_13",
18169,"Interface\Icons\inv_misc_gem_pearl_14",
18170,"Interface\Icons\inv_misc_gem_rubyrough_03",
18171,"Interface\Icons\inv_misc_gem_ruby_01",
18172,"Interface\Icons\inv_misc_gem_ruby_02",
18173,"Interface\Icons\inv_misc_gem_ruby_03",
18174,"Interface\Icons\inv_misc_gem_saphirerough_03",
18175,"Interface\Icons\inv_misc_gem_sapphire_01",
18176,"Interface\Icons\inv_misc_gem_sapphire_02",
18177,"Interface\Icons\inv_misc_gem_sapphire_03",
18178,"Interface\Icons\inv_misc_gem_stone_01",
18179,"Interface\Icons\inv_misc_gem_topazrough_03",
18180,"Interface\Icons\inv_misc_gem_topaz_01",
18181,"Interface\Icons\inv_misc_gem_topaz_02",
18182,"Interface\Icons\inv_misc_gem_topaz_03",
18183,"Interface\Icons\inv_misc_gem_variety_01",
18184,"Interface\Icons\inv_misc_gem_variety_02",
18185,"Interface\Icons\inv_misc_gem_x4_metagem_cut",
18186,"Interface\Icons\inv_misc_gem_x4_metagem_uncut",
18187,"Interface\Icons\inv_misc_gem_x4_rare_cut_blue",
18188,"Interface\Icons\inv_misc_gem_x4_rare_cut_green",
18189,"Interface\Icons\inv_misc_gem_x4_rare_cut_orange",
18190,"Interface\Icons\inv_misc_gem_x4_rare_cut_purple",
18191,"Interface\Icons\inv_misc_gem_x4_rare_cut_red",
18192,"Interface\Icons\inv_misc_gem_x4_rare_cut_yellow",
18193,"Interface\Icons\inv_misc_gem_x4_rare_uncut_blue",
18194,"Interface\Icons\inv_misc_gem_x4_rare_uncut_green",
18195,"Interface\Icons\inv_misc_gem_x4_rare_uncut_orange",
18196,"Interface\Icons\inv_misc_gem_x4_rare_uncut_purple",
18197,"Interface\Icons\inv_misc_gem_x4_rare_uncut_red",
18198,"Interface\Icons\inv_misc_gem_x4_rare_uncut_yellow",
18199,"Interface\Icons\inv_misc_gem_x4_uncommon_cut_blue",
18200,"Interface\Icons\inv_misc_gem_x4_uncommon_cut_green",
18201,"Interface\Icons\inv_misc_gem_x4_uncommon_cut_orange",
18202,"Interface\Icons\inv_misc_gem_x4_uncommon_cut_purple",
18203,"Interface\Icons\inv_misc_gem_x4_uncommon_cut_red",
18204,"Interface\Icons\inv_misc_gem_x4_uncommon_cut_yellow",
18205,"Interface\Icons\inv_misc_gem_x4_uncommon_perfectcut_blue",
18206,"Interface\Icons\inv_misc_gem_x4_uncommon_perfectcut_green",
18207,"Interface\Icons\inv_misc_gem_x4_uncommon_perfectcut_orange",
18208,"Interface\Icons\inv_misc_gem_x4_uncommon_perfectcut_purple",
18209,"Interface\Icons\inv_misc_gem_x4_uncommon_perfectcut_red",
18210,"Interface\Icons\inv_misc_gem_x4_uncommon_perfectcut_yellow",
18211,"Interface\Icons\inv_misc_giftwrap_01",
18212,"Interface\Icons\inv_misc_giftwrap_02",
18213,"Interface\Icons\inv_misc_giftwrap_03",
18214,"Interface\Icons\inv_misc_gift_01",
18215,"Interface\Icons\inv_misc_gift_02",
18216,"Interface\Icons\inv_misc_gift_03",
18217,"Interface\Icons\inv_misc_gift_04",
18218,"Interface\Icons\inv_misc_gift_05",
18219,"Interface\Icons\inv_misc_gilgoblin",
18220,"Interface\Icons\inv_misc_gnomefundo86",
18221,"Interface\Icons\inv_misc_goblincup01",
18222,"Interface\Icons\inv_misc_goblincup02",
18223,"Interface\Icons\inv_misc_gobstationx",
18224,"Interface\Icons\inv_misc_gorgrondchowder",
18225,"Interface\Icons\inv_misc_greateressence",
18226,"Interface\Icons\inv_misc_grouplooking",
18227,"Interface\Icons\inv_misc_groupneedmore",
18228,"Interface\Icons\inv_misc_head_02",
18229,"Interface\Icons\inv_misc_head_centaur_01",
18230,"Interface\Icons\inv_misc_head_clockworkgnome_01",
18231,"Interface\Icons\inv_misc_head_dragon_01",
18232,"Interface\Icons\inv_misc_head_dragon_black",
18233,"Interface\Icons\inv_misc_head_dragon_black_nightmare",
18234,"Interface\Icons\inv_misc_head_dragon_blue",
18235,"Interface\Icons\inv_misc_head_dragon_blue_nightmare",
18236,"Interface\Icons\inv_misc_head_dragon_bronze",
18237,"Interface\Icons\inv_misc_head_dragon_bronze_nightmare",
18238,"Interface\Icons\inv_misc_head_dragon_green",
18239,"Interface\Icons\inv_misc_head_dragon_green_nightmare",
18240,"Interface\Icons\inv_misc_head_dragon_nexus",
18241,"Interface\Icons\inv_misc_head_dragon_red",
18242,"Interface\Icons\inv_misc_head_dwarf_01",
18243,"Interface\Icons\inv_misc_head_dwarf_02",
18244,"Interface\Icons\inv_misc_head_elf_01",
18245,"Interface\Icons\inv_misc_head_elf_02",
18246,"Interface\Icons\inv_misc_head_gnoll_01",
18247,"Interface\Icons\inv_misc_head_gnome_01",
18248,"Interface\Icons\inv_misc_head_gnome_02",
18249,"Interface\Icons\inv_misc_head_human_01",
18250,"Interface\Icons\inv_misc_head_human_02",
18251,"Interface\Icons\inv_misc_head_kobold_01",
18252,"Interface\Icons\inv_misc_head_murloc_01",
18253,"Interface\Icons\inv_misc_head_nerubian_01",
18254,"Interface\Icons\inv_misc_head_orc1_brn",
18255,"Interface\Icons\inv_misc_head_orc2_brn",
18256,"Interface\Icons\inv_misc_head_orc_01",
18257,"Interface\Icons\inv_misc_head_orc_02",
18258,"Interface\Icons\inv_misc_head_quillboar_01",
18259,"Interface\Icons\inv_misc_head_scourge_01",
18260,"Interface\Icons\inv_misc_head_tauren_01",
18261,"Interface\Icons\inv_misc_head_tauren_02",
18262,"Interface\Icons\inv_misc_head_tiger_01",
18263,"Interface\Icons\inv_misc_head_troll_01",
18264,"Interface\Icons\inv_misc_head_troll_02",
18265,"Interface\Icons\inv_misc_head_tuskarr",
18266,"Interface\Icons\inv_misc_head_undead_01",
18267,"Interface\Icons\inv_misc_head_undead_02",
18268,"Interface\Icons\inv_misc_head_vrykul",
18269,"Interface\Icons\inv_misc_hearthstonecard_common",
18270,"Interface\Icons\inv_misc_hearthstonecard_epic",
18271,"Interface\Icons\inv_misc_hearthstonecard_legendary",
18272,"Interface\Icons\inv_misc_hearthstonecard_rare",
18273,"Interface\Icons\inv_misc_heartyelekksteak",
18274,"Interface\Icons\inv_misc_heavysavagearmorkit",
18275,"Interface\Icons\inv_misc_hellscreamscommendation",
18276,"Interface\Icons\inv_misc_herb_01",
18277,"Interface\Icons\inv_misc_herb_02",
18278,"Interface\Icons\inv_misc_herb_03",
18279,"Interface\Icons\inv_misc_herb_04",
18280,"Interface\Icons\inv_misc_herb_05",
18281,"Interface\Icons\inv_misc_herb_06",
18282,"Interface\Icons\inv_misc_herb_07",
18283,"Interface\Icons\inv_misc_herb_08",
