long,long,long,long,flags,long,long,long,long,long,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,flags,long,None,None,long,float,float,None,
3492,530,3433,1116,0x40000040,0,0,392,0,0,16,,,"Flèche de Coursevent",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3493,530,3433,1117,0x40200040,0,0,0,297,0,12,,,"Sanctum du Soleil",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3494,530,3433,1118,0x40000040,0,0,392,297,0,13,,,"Sanctum de la Lune",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3495,530,3433,1119,0x40000040,0,0,0,0,0,14,,,"Flèche d'Aubétoile",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3496,530,3433,1120,0x40000040,0,0,0,297,484,14,,,"Enclave des Pérégrins",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3497,530,3433,1121,0x40000040,0,0,392,338,0,10,,,"An'daroth",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3498,530,3433,1122,0x40000040,0,0,0,338,0,13,,,"An'telas",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3499,530,3433,1123,0x40000040,0,0,394,338,0,16,,,"An'owyn",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3500,530,3433,1124,0x40000040,0,0,37,301,0,19,,,"Mortholme",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.75,,
3501,530,3433,1125,0x40000040,0,0,392,338,0,18,,,"Ziggourat sanguinolente",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3502,530,3433,1126,0x40000040,0,0,0,338,0,18,,,"Ziggourat hurlante",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3503,530,3433,1127,0x40000040,0,0,393,343,0,14,,,"Île de Shalandis",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3504,530,3433,1128,0x40000040,0,0,0,0,0,10,,,"Domaine de Toryl",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3505,530,3433,1129,0x40000040,0,0,392,338,0,13,,,"Mines de Terradiance",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3506,530,3433,1130,0x40000040,0,0,0,0,0,15,,,"Domaine d'Andilien",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3507,530,3433,1131,0x40040040,0,0,394,338,0,11,,,"Collines de la Cognée",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3508,530,3433,1132,0x40040040,0,0,394,0,0,18,,,"Passage des Amani",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3509,530,3433,1133,0x40000040,0,0,0,338,0,10,,,"Pic de Frôle-soleil",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3510,530,3433,1134,0x40000040,0,0,0,338,0,15,,,"Catacombes des Amani",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3511,530,3433,1135,0x40000040,0,0,0,0,0,20,,,"Tour des damnés",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3512,530,3433,1136,0x40000040,0,0,394,0,0,11,,,"Zeb'Sora",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3513,530,3433,1137,0x40000040,0,0,0,0,0,13,,,"Lac Elrendar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3514,530,3433,1138,0x40000040,0,0,363,0,0,10,,,"La Malebrèche",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3515,530,3433,1139,0x40000040,0,0,0,0,0,11,,,"L'Elrendar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3516,530,3433,1140,0x40000040,0,0,394,0,0,17,,,"Zeb'Tela",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3517,530,3433,1141,0x40000040,0,0,394,0,0,18,,,"Zeb'Nowa",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3518,530,0,1142,0x4440,0,0,369,267,0,0,,,"Nagrand",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.5,,
3519,530,0,1143,0x4440,0,0,368,270,0,0,,,"Forêt de Terokkar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3520,530,0,1144,0x4440,0,0,405,273,0,0,,,"Vallée d'Ombrelune",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.5,,
3521,530,0,1145,0x4440,0,0,400,269,0,0,,,"Marécage de Zangar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.75,,
3522,530,0,1146,0x4440,0,0,406,266,0,0,,,"Les Tranchantes",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.300000011921,,
3523,530,0,1147,0x4440,0,0,401,272,0,0,,,"Raz-de-Néant",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.5,,
3524,530,0,1148,0x40,0,0,366,305,0,0,,,"Île de Brume-azur",,,,,,,,,,,,,,0xFF01FE,0x2,0,,,0,-500.0,0.600000023842,,
3525,530,0,1149,0x40,0,0,397,276,0,0,,,"Île de Brume-sang",,,,,,,,,,,,,,0xFF01FE,0x2,0,,,0,-500.0,0.600000023842,,
3526,530,3524,1150,0x40200010,0,0,366,274,0,0,,,"Val d'Ammen",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3527,530,3524,1151,0x40100010,0,0,376,274,0,0,,,"Point d'impact",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3528,530,3524,1152,0x40000000,0,0,0,274,0,0,,,"Lac Rivargent",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3529,530,3524,1153,0x40000000,0,0,0,308,0,0,,,"Fourré des Nidebois",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3530,530,3524,1154,0x40000000,0,0,0,309,0,0,,,"Ombrecrête",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3531,530,3430,1155,0x40000040,0,0,395,0,0,5,,,"Allée de la rôdaille",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3532,530,3430,1156,0x40000040,0,0,395,297,483,5,,,"Allée du Point-du-jour",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3533,530,3430,1157,0x40000040,0,0,395,298,0,5,,,"Ruines de Lune-d'argent",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3534,530,3430,1158,0x40000040,0,0,395,298,0,5,,,"Voie de Feth",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3535,540,0,1159,0x0,0,0,0,0,0,0,,,"Citadelle des Flammes infernales",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3536,530,3483,1160,0x40204440,0,0,0,342,0,0,,,"Thrallmar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3537,571,0,1161,0x4441,0,0,438,413,0,0,,,"Toundra Boréenne",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3538,530,3483,1162,0x40204440,0,0,0,279,0,0,,,"Bastion de l'Honneur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3539,530,3483,1163,0x40004C00,0,0,0,0,473,58,,,"L'escalier du Destin",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3540,530,0,1164,0x4400,0,0,370,0,0,0,,,"Le Néant distordu",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3541,530,3483,1165,0x40004440,0,0,0,0,487,61,,,"Camp de forge : Mageddon",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3542,530,3483,1166,0x40004440,0,0,0,0,472,58,,,"Le sentier de la Gloire",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3543,530,3483,1167,0x40004440,0,0,0,0,479,61,,,"La Grande fissure",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3544,530,3483,1168,0x40004440,0,0,0,0,0,61,,,"Plaine des éclats",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3545,530,3483,1169,0x40004440,0,0,0,0,0,62,,,"Citadelle des Flammes infernales",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3546,530,3483,1170,0x40004440,0,0,0,0,475,59,,,"Armurerie de l'expédition",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3547,530,3483,1171,0x40004440,0,0,0,0,489,70,,,"Trône de Kil'jaeden",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3548,530,3483,1172,0x40004440,0,0,0,0,488,60,,,"Camp de forge : Rage",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3549,530,3483,1173,0x40004440,0,0,0,0,487,60,,,"Site d'invasion : Annihilateur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3550,530,3483,1174,0x40004440,0,0,0,0,0,58,,,"Ruines de Borune",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3551,530,3483,1175,0x40004440,0,0,0,0,471,62,,,"Ruines de Sha'naar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3552,530,3483,1176,0x40204440,0,0,0,310,0,0,,,"Temple de Telhamat",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3553,530,3483,1177,0x40004440,0,0,0,0,471,61,,,"Bassins d'Aggonar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3554,530,3483,1178,0x40204440,0,0,0,309,0,0,,,"Guet de l'épervier",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3555,530,3483,1179,0x40004440,0,0,0,0,503,0,,,"Poste Mag'har",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3556,530,3483,1180,0x40004440,0,0,0,0,480,62,,,"Tanière des Haal'esh",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3557,530,0,1181,0x200138,0,0,366,305,0,10,,,"L'Exodar",,,,,,,,,,,,,,0xFF01FE,0x2,0,,,0,-5000.0,0.600000023842,,
3558,530,3430,1182,0x40000040,0,0,0,0,0,7,,,"Chutes de l'Elrendar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3559,530,3524,1183,0x40000000,0,0,0,308,0,0,,,"Collines des Nidebois",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3560,530,3524,1184,0x40000010,0,0,0,274,0,0,,,"Champs d'Ammen",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3561,530,3524,1185,0x40000040,0,0,0,274,0,0,,,"Le Bosquet sacré",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3562,543,0,1186,0x0,0,0,370,293,0,0,,,"Remparts des Flammes infernales",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.40000000596,,
3563,543,3562,1187,0x40000000,0,0,0,0,0,0,,,"Citadelle des Flammes infernales",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3564,530,3524,1188,0x40000040,0,0,0,0,0,0,,,"Clairière de braise",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3565,530,3521,1189,0x40204440,0,0,0,0,494,0,,,"Refuge cénarien",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3566,530,3524,1190,0x40000040,0,0,0,308,0,10,,,"Tanière Aile-de-lune",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3567,530,3524,1191,0x40000040,0,0,0,0,0,6,,,"Grappe de capsules",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3568,530,3524,1192,0x40000040,0,0,0,0,0,6,,,"Débris de capsule",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3569,530,3524,1193,0x40000040,0,0,0,275,0,7,,,"Creux des marées",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3570,530,3524,1194,0x40000040,0,0,0,275,0,6,,,"Cap des Irécailles",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3571,530,3524,1195,0x40000040,0,0,0,308,0,8,,,"Village des Bras-hirsutes",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3572,530,3524,1196,0x40000040,0,0,0,308,0,7,,,"Repaire des Calmepins",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3573,530,3524,1197,0x40200040,0,0,0,279,0,6,,,"Point d'accostage d'Odesyus",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3574,530,3524,1198,0x40000040,0,0,0,0,0,0,,,"Amarrage de Valaar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3575,530,3524,1199,0x40000040,0,0,0,0,0,10,,,"Rivage envasé",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3576,530,3524,1200,0x40300040,0,0,0,0,0,5,,,"Guet d'azur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3577,530,3524,1201,0x40000040,0,0,0,0,0,6,,,"Camp de Geezle",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3578,530,3524,1202,0x40000040,0,0,0,0,0,8,,,"Débris de la ménagerie",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3579,530,3524,1203,0x40000040,0,0,0,0,0,9,,,"Crique du traître",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3580,530,3524,1204,0x40000040,0,0,0,0,0,9,,,"Pic Vent-sauvage",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3581,530,3524,1205,0x40000040,0,0,0,0,0,8,,,"Sentier du Vent-sauvage",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3582,530,3483,1206,0x40004440,0,0,0,0,502,60,,,"Zeth'Gor",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3583,530,3525,1207,0x40000040,0,0,0,0,0,10,,,"La côte de Béryl",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3584,530,3525,1208,0x40300040,0,0,0,0,0,10,,,"Guet du sang",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3585,530,3525,1209,0x40000040,0,0,0,0,0,14,,,"Bois des Lames",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3586,530,3525,1210,0x40000040,0,0,0,0,0,19,,,"La bobine vectorielle",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3587,530,3525,1211,0x40000040,0,0,0,0,0,15,,,"Le piston de distorsion",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3588,530,3525,1212,0x40000040,0,0,0,0,0,16,,,"Le cryocœur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3589,530,3525,1213,0x40000040,0,0,0,275,0,13,,,"Les confins cramoisis",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3590,530,3525,1214,0x40000040,0,0,0,275,0,12,,,"Repaire des Irécailles",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3591,530,3525,1215,0x40000040,0,0,0,275,0,13,,,"Ruines de Loreth'Aran",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3592,530,3525,1216,0x40000040,0,0,0,0,0,13,,,"Nazzivian",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3593,530,3525,1217,0x40000040,0,0,0,0,0,16,,,"Axxarien",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3594,530,3525,1218,0x40000040,0,0,0,0,0,12,,,"Le rivage des Vase-noire",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3595,530,3525,1219,0x40000040,0,0,0,0,0,17,,,"Le bassin souillé",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3596,530,3525,1220,0x40000040,0,0,0,0,0,16,,,"Le récif caché",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3597,530,3525,1221,0x40000040,0,0,0,0,0,17,,,"Passe d'Ambretoile",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3598,530,3525,1222,0x40000040,0,0,0,0,0,17,,,"Île Balafre-du-ver",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3599,530,3525,1223,0x40000040,0,0,0,0,0,0,,,"Le lieu des serres",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3600,530,3525,1224,0x40000040,0,0,0,0,0,10,,,"L'enclave des Bras-hirsutes",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3601,530,3525,1225,0x40000040,0,0,0,0,0,14,,,"Crête des Rageplumes",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3602,530,3525,1226,0x40200040,0,0,0,0,0,0,,,"La croisée de Kessel",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3603,530,3525,1227,0x40000040,0,0,0,0,0,0,,,"Camp de Tel'athion",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3604,530,3525,1228,0x40000040,0,0,0,0,0,9,,,"Le récif du sang maudit",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3605,560,0,1229,0x40,0,0,410,320,521,0,,,"Passé d'Hyjal",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3606,534,0,1230,0x0,0,0,410,349,0,0,,,"Sommet d'Hyjal",,,,,,,,,,,,,,0xFF01FE,0x0,61,,,0,-500.0,0.600000023842,,
3607,548,0,1231,0x0,0,0,0,0,0,0,,,"Caverne du sanctuaire du Serpent",,,,,,,,,,,,,,0xFF01FE,0x0,41,,,0,-5000.0,0.600000023842,,
3608,530,3525,1232,0x40000040,0,0,0,0,0,0,,,"Repos du redresseur de torts",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3609,530,3518,1233,0x40004440,0,0,0,0,0,0,,,"Inutilisé3",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3610,530,3518,1234,0x40004440,0,0,0,0,508,64,,,"Ruines de la Lame ardente",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3611,530,3518,1235,0x40004440,0,0,0,0,0,64,,,"Guet des clans",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3612,530,3525,1236,0x40000040,0,0,0,275,470,16,,,"Île du sang maudit",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3613,530,3518,1237,0x40204440,0,0,0,278,0,0,,,"Garadar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3614,530,3518,1238,0x40004440,0,0,0,0,0,64,,,"Lac Chanteciel",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3615,530,3518,1239,0x40004440,0,0,0,0,0,65,,,"Trône des éléments",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3616,530,3518,1240,0x40004440,0,0,0,0,508,64,,,"Ruines du Crâne ricanant",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3617,530,3518,1241,0x40004440,0,0,0,0,508,66,,,"Colline des Cogneguerre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3618,530,3518,1242,0x40004440,0,0,0,0,0,0,,,"Repaire de Gruul",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3619,530,3518,1243,0x40004440,0,0,0,0,0,64,,,"Crête d'Auren",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3620,530,3518,1244,0x40004440,0,0,0,0,0,0,,,"Chutes d'Auren",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3621,530,3518,1245,0x40004440,0,0,0,0,0,65,,,"Lac Berceau-de-l'Été",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3622,530,3518,1246,0x40004440,0,0,0,310,519,0,,,"Poste de Berceau-de-l'Été",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3623,530,3518,1247,0x40004440,0,0,0,0,0,0,,,"Point d'ancrage Aeris",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3624,530,3518,1248,0x40004440,0,0,0,0,488,66,,,"Camp de forge : Peur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3625,530,3518,1249,0x40004440,0,0,0,0,487,66,,,"Camp de forge : Haine",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3626,530,3518,1250,0x40204440,0,0,0,310,0,0,,,"Telaar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3627,530,3518,1251,0x40004440,0,0,0,0,0,65,,,"Faille de Norsevent",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3628,530,3518,1252,0x4000C440,0,0,0,0,0,0,,,"Halaa",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3629,530,3518,1253,0x40004440,0,0,0,0,0,65,,,"Faille de Sudevent",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3630,530,3518,1254,0x40004440,0,0,0,0,0,65,,,"Oshu'gun",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3631,530,3518,1255,0x40004440,0,0,0,0,500,65,,,"Champs des esprits",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3632,530,3518,1256,0x40004440,0,0,0,0,0,0,,,"Shamanar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3633,530,3518,1257,0x40004440,0,0,0,0,506,66,,,"Terres ancestrales",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3634,530,3518,1258,0x40004440,0,0,0,0,0,64,,,"Ventejonc",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3635,530,3518,1259,0x40004440,0,0,0,0,0,0,,,"Inutilisé2",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3636,530,3518,1260,0x40004440,0,0,0,0,0,69,,,"Plateau élémentaire",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3637,530,3518,1261,0x40004440,0,0,0,0,505,65,,,"Forteresse Kil'sorrau",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3638,530,3518,1262,0x40004440,0,0,0,0,0,64,,,"L'arène des épreuves",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3639,530,3524,1263,0x40000040,0,0,0,0,0,0,,,"Île de Brume-argent",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3640,530,3521,1264,0x40004440,0,0,0,0,0,62,,,"Tourbedague",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3641,530,3521,1265,0x40004440,0,0,0,0,0,60,,,"Umbretourbe",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3642,530,3521,1266,0x40004440,0,0,0,0,0,61,,,"Tourbe-farouche",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3643,530,3521,1267,0x40004440,0,0,0,0,0,63,,,"Enclave des écailles-sanglantes",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3644,530,3521,1268,0x40204440,0,0,0,310,0,0,,,"Telredor",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3645,530,3521,1269,0x40204440,0,0,0,278,0,0,,,"Zabra'jin",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3646,530,3521,1270,0x40004440,0,0,0,0,0,63,,,"Crête des boues",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3647,530,3521,1271,0x40004440,0,0,404,0,489,62,,,"Le vallon des pontes",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3648,530,3521,1272,0x40004440,0,0,403,0,0,61,,,"La Morte-bourbe",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3649,530,3521,1273,0x40204440,0,0,0,0,0,0,,,"Sporeggar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3650,530,3521,1274,0x40004440,0,0,403,0,0,62,,,"Terres Ango'rosh",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3651,530,3521,1275,0x40004440,0,0,403,0,510,63,,,"Bastion Ango'rosh",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
