long,long,long,long,long,long,long,bool,long,flags,long,long,long,flags,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,float,float,float,
23438,0,0,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,20376,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23439,0,17887,608,0,0,0,0,0,0x0,34,0,0,0x200,0,0,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23440,0,21066,22507,23498,0,0,0,0,0x0,20,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23441,0,25299,23500,0,0,0,0,0,0x0,34,0,0,0x200,0,0,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23442,0,23499,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23443,0,0,0,23501,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23444,345,181,23502,23503,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23445,0,23508,0,25979,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23446,6924,15797,0,0,0,15796,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23447,23506,25301,0,23504,0,0,0,0,0x0,17,0,0,0x201,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1.0,
23448,0,23507,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23449,0,17089,9868,14157,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23450,0,24606,0,13159,0,0,0,0,0x0,20,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23451,0,0,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23452,0,23514,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,19,0,0,0,0,0,0,9856,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23453,0,0,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23454,0,0,0,23515,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23455,0,23516,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23456,10584,23517,0,697,0,0,0,0,0x0,19,0,0,0x201,0,0,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23457,0,23518,34131,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23458,0,23519,34018,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23459,7,22306,608,0,0,0,0,0,0x0,19,0,0,0x201,0,0,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23460,0,0,0,23520,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23461,0,0,0,23521,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23462,7,22306,0,0,0,0,0,0,0x0,34,0,0,0x201,0,0,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23463,0,23317,0,23319,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23464,0,0,0,23524,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23465,0,0,0,0,0,0,0,0,0x0,34,0,0,0x200,0,23525,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23466,0,0,0,23527,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23467,171,172,16397,0,0,0,0,0,0x0,19,0,0,0x220,0,0,22,0,0,0,0,0,0,0,30432,0,0.0,0.0,0.0,0.0,0.0,0.0,
23468,0,0,0,0,0,0,0,0,0x0,34,0,0,0x200,0,24585,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23469,0,0,0,0,0,0,0,0,0x0,34,0,0,0x200,0,23529,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23470,0,23532,0,23531,0,0,0,0,0x0,20,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23471,0,0,0,23533,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23472,0,11144,27909,0,0,0,0,0,0x0,34,0,0,0x221,0,0,21,0,0,0,0,0,0,30357,27612,0,0.0,0.0,0.0,0.0,0.0,0.0,
23473,0,0,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23474,0,0,0,23535,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23475,23536,0,0,23537,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23476,0,0,0,23538,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23477,0,22811,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23478,0,23541,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23479,7428,730,0,23544,0,0,0,0,0x0,34,0,0,0x11A00,0,23543,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23480,0,0,0,0,0,0,0,0,0x0,20,0,0,0x11A40,0,1005,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23481,198,206,33490,23545,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23482,0,0,26111,2849,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,26110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23483,99,417,0,23547,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23484,22761,22762,0,0,0,22763,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,23548,0.0,0.0,0.0,0.0,0.0,0.0,
23485,0,0,0,23551,0,23549,0,0,0x0,34,0,0,0x201,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23486,0,0,23550,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23487,0,0,0,23552,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23488,0,0,0,23554,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23489,0,0,0,23555,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23490,0,0,11039,11040,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23491,0,33984,20605,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23492,0,0,0,23557,0,0,0,0,0x0,20,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23493,0,0,0,23558,0,0,0,0,0x0,20,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23494,0,23559,5371,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23495,0,0,0,23560,0,0,0,0,0x0,20,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23496,0,0,0,23561,0,0,0,0,0x0,20,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23497,0,0,0,23562,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23498,0,0,419,0,0,0,0,0,0x0,34,0,0,0x204,0,0,34,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23499,0,23714,702,0,0,0,0,0,0x0,34,0,0,0x204,0,0,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23500,345,181,23563,23564,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23501,0,28226,23565,0,0,0,0,0,0x0,34,0,0,0x200,0,0,34,0,0,0,0,0,0,0,0,0,1.20000004768,0.0,-0.5,0.0,0.0,0.0,
23502,16993,16994,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23503,171,23566,211,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23504,0,7213,7718,0,0,0,0,0,0x0,34,0,0,0x220,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23505,0,0,0,23567,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23506,23571,23569,23572,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23507,0,0,24001,23980,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23508,0,29807,29799,28137,0,0,0,0,0x0,34,0,0,0x201,0,0,34,0,0,0,0,0,28158,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23509,0,23574,0,23575,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23510,21348,21347,0,0,0,0,0,0,0x0,34,0,0,0x200,0,21293,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23511,0,31242,23578,23579,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23512,199,25574,0,23580,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23513,0,0,25623,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23514,0,0,19484,25578,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,10800,0,0.0,0.0,0.0,0.0,0.0,0.0,
23515,0,0,0,0,0,23583,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23516,0,0,23410,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23517,392,0,0,7112,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23518,0,539,23585,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23519,0,25038,0,23586,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23520,22328,22331,22329,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23521,0,23588,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23522,23590,23592,348,0,0,0,0,0,0x0,20,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23523,23591,25395,133,0,0,0,0,0,0x0,20,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23524,6777,7401,0,0,0,0,0,0,0x0,20,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,18858,0,0.0,0.0,0.0,0.0,0.0,0.0,
23525,0,0,702,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23526,726,11507,0,0,0,23594,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23527,0,14122,26063,0,0,0,0,0,0x0,34,0,0,0x205,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23528,0,26065,25334,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23529,0,0,10865,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23530,0,26436,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,23596,0.0,0.0,0.0,0.0,0.0,0.0,
23531,0,23597,18284,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23532,0,23598,27632,0,0,0,0,0,0x0,34,0,0,0x200,0,0,34,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.20000000298,
23533,0,172,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23534,23599,0,0,0,0,0,0,0,0x0,34,0,0,0x200,0,25750,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23535,22950,172,15465,0,0,0,0,0,0x0,34,0,0,0x241,0,0,-1,0,0,0,0,0,0,0,15465,0,0.0,0.0,0.0,1.0,0.0,0.0,
23536,0,23602,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,34,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23537,23603,23604,23606,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23538,0,11277,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23539,23607,0,276,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23540,0,0,0,0,0,23608,0,0,0x0,34,0,0,0x200,0,0,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23541,0,0,0,23609,0,0,0,0,0x0,20,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23542,358,5290,0,0,0,0,0,0,0x0,19,0,0,0x200,0,23611,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,
23543,0,23613,220,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23544,0,0,0,23612,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23545,0,23614,24139,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23546,0,0,0,23622,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23547,0,72,0,23616,0,23615,0,0,0x0,34,0,0,0x201,0,0,38,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23548,171,30097,220,0,0,0,0,0,0x0,34,0,0,0x220,0,0,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23549,22163,0,0,0,0,0,0,0,0x0,20,0,0,0x200,27998,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23550,23618,23619,23620,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23551,0,23621,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23552,0,10054,25068,23624,0,0,0,0,0x0,17,0,0,0x201,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23553,0,15082,261,0,0,0,0,0,0x0,19,0,0,0x201,0,0,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23554,0,539,902,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23555,0,61,23625,0,0,0,0,0,0x0,34,0,0,0x200,0,23625,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23556,0,23626,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23557,0,23627,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23558,0,23628,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23559,0,14828,220,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23560,0,23630,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23561,23632,23633,813,17649,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23562,0,0,0,23631,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23563,0,0,0,0,0,23634,0,0,0x0,34,0,0,0x200,0,0,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23565,0,23635,24973,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23567,0,27086,220,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23568,23637,23638,0,0,0,23639,0,0,0x0,20,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23569,0,0,23640,23641,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23570,23642,23643,0,0,0,23644,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,1.64999997616,0.0,0.0,0.0,0.0,0.0,
23571,0,0,0,0,0,0,0,0,0x0,19,0,0,0x200,0,0,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23572,0,0,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,19,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,
23573,0,0,22702,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23574,23646,7658,0,23645,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23575,803,804,6808,0,0,18493,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23576,369,15499,0,370,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23577,0,0,0,23647,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23578,0,23649,0,25016,0,23648,0,0,0x0,34,0,0,0x201,0,0,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23579,0,24028,0,0,0,0,0,0,0x0,34,0,0,0x200,0,25522,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23580,0,0,9217,0,0,0,0,0,0x0,34,0,0,0x201,0,0,-1,0,0,0,0,0,0,20242,9238,0,0.0,0.0,0.0,0.0,0.0,0.0,
23581,0,0,23696,23652,23696,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23582,0,0,6790,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23583,0,21387,0,11782,0,0,0,0,0x0,34,0,27087,0x202,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23584,0,0,0,23653,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23585,0,0,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,23654,0,0.0,0.0,0.0,0.0,0.0,0.0,
23586,0,23655,0,0,0,0,0,0,0x0,34,0,0,0x200,0,17851,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23587,0,6880,410,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,16714,0,0.0,0.0,0.0,0.0,0.0,0.0,
23588,217,218,7040,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23589,0,0,0,29808,0,23986,0,0,0x0,19,0,0,0x201,0,0,19,0,0,0,0,0,0,0,29809,0,0.0,0.0,0.0,0.0,0.0,0.0,
23590,0,0,0,23658,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23591,0,0,23660,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23592,0,0,0,23933,0,0,0,0,0x0,19,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23593,0,0,437,7850,0,0,0,0,0x0,20,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23594,0,0,0,23659,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23595,0,0,0,23661,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23596,0,0,0,23662,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23597,0,0,0,23663,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23598,0,0,0,23656,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23599,0,0,0,23664,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23600,0,23666,0,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23601,0,0,0,23667,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23602,0,0,23671,0,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
23603,0,0,0,23668,0,0,0,0,0x0,34,0,0,0x200,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
