long,long,long,long,float,
4487,532,20100,393,-10000.0,
4465,532,22148,387,-10000.0,
4437,532,22149,383,-10000.0,
3287,540,20181,222,-10000.0,
3289,540,20182,222,-10000.0,
3288,540,20183,222,-10000.0,
3290,540,20184,222,-10000.0,
3291,540,20185,222,-10000.0,
3294,540,20186,222,-10000.0,
3297,540,20187,222,-10000.0,
3293,540,20188,222,-10000.0,
3298,540,20189,222,-10000.0,
3292,540,22329,222,-10000.0,
3296,540,22330,222,-10000.0,
3295,540,22378,222,-10000.0,
3278,542,20174,221,-10000.0,
3274,542,20175,221,-10000.0,
3281,542,20176,221,-10000.0,
3286,542,20178,221,-10000.0,
3280,542,20179,221,-10000.0,
3276,542,20180,221,-10000.0,
3277,542,22065,221,-10000.0,
3269,543,20950,219,-10000.0,
3271,543,20951,219,-10000.0,
3270,543,21101,219,-10000.0,
4288,544,20481,341,-10000.0,
4285,544,20482,341,-10000.0,
4282,544,20483,341,-10000.0,
4283,544,20484,341,-10000.0,
4287,544,20485,341,-10000.0,
4284,544,20486,341,-10000.0,
4286,544,21208,341,-10000.0,
3303,545,20472,227,-10000.0,
3302,545,20472,226,-28.0,
3306,545,20473,227,-10000.0,
4160,545,20473,226,-28.0,
3305,545,22230,227,-10000.0,
4159,545,22230,226,-28.0,
3304,545,22231,227,-10000.0,
4158,545,22231,226,-28.0,
4152,545,22232,227,-10000.0,
4161,545,22232,226,-28.0,
3299,546,20471,223,-10000.0,
3309,547,22225,228,-10000.0,
3307,547,22226,228,-10000.0,
3310,547,22227,228,-10000.0,
3308,547,22228,228,-10000.0,
3311,547,22229,228,-10000.0,
4370,548,20474,355,-10000.0,
4373,548,20475,355,-10000.0,
4372,548,20476,355,-10000.0,
4377,548,20477,355,-10000.0,
4366,548,20480,355,-10000.0,
4367,548,22042,355,-10000.0,
4371,548,22261,355,-10000.0,
4374,548,22288,355,-10000.0,
4369,548,22289,355,-10000.0,
4375,548,22291,355,-10000.0,
4376,548,22299,355,-10000.0,
4368,548,22300,355,-10000.0,
4315,550,20854,349,-10000.0,
4329,550,20855,349,-10000.0,
4316,550,21359,349,-10000.0,
4323,550,21361,349,-10000.0,
4326,550,21412,349,-10000.0,
4324,550,21414,349,-10000.0,
4314,550,21423,349,-10000.0,
4327,550,22050,349,-10000.0,
4325,550,22051,349,-10000.0,
4321,550,22052,349,-10000.0,
4322,550,22053,349,-10000.0,
4319,550,22209,349,-10000.0,
4318,550,22210,349,-10000.0,
4317,550,22211,349,-10000.0,
4328,550,22370,349,-10000.0,
4320,550,22371,349,-10000.0,
3332,552,21432,233,-10000.0,
3331,552,21708,233,-10000.0,
3333,552,21709,233,-10000.0,
3349,552,21712,235,-10000.0,
3341,552,21713,234,-10000.0,
3335,552,21715,233,-10000.0,
3336,552,21716,233,-10000.0,
3337,552,21716,234,-5.0,
3350,552,21783,235,-10000.0,
3334,552,21784,233,-10000.0,
3351,552,21785,235,-10000.0,
4153,552,21786,234,-10000.0,
3345,552,21787,234,-10000.0,
3346,552,21787,235,25.0,
3347,552,21788,235,-10000.0,
3339,552,21789,234,-10000.0,
3348,552,21789,235,48.0,
3338,552,21790,234,-10000.0,
3340,552,21791,234,-10000.0,
3342,552,21792,234,-10000.0,
3344,552,21793,234,-10000.0,
3318,553,21072,230,-10000.0,
3317,553,21073,230,-10000.0,
3316,553,21074,230,-10000.0,
3315,553,21075,230,-10000.0,
3313,553,21081,230,-10000.0,
3314,553,21082,230,-10000.0,
3323,554,21113,231,-10000.0,
3327,554,21113,232,24.0,
3324,554,21249,231,-10000.0,
3325,554,21249,232,20.0,
3329,554,21250,232,-10000.0,
3321,554,21251,231,-10000.0,
3320,554,21252,231,-10000.0,
3328,554,21255,232,-10000.0,
4155,554,21256,232,-10000.0,
3326,554,21257,232,-10000.0,
3322,554,21258,231,-10000.0,
4157,554,21259,231,-10000.0,
4156,554,21260,231,-10000.0,
3330,554,21912,232,-10000.0,
3319,554,21913,231,-10000.0,
3252,555,21570,218,-10000.0,
3258,555,21571,218,-10000.0,
3268,555,21572,218,-10000.0,
3259,555,21574,218,-10000.0,
3253,555,21575,218,-10000.0,
3260,555,21576,218,-10000.0,
3254,555,21577,218,-10000.0,
3261,555,21578,218,-10000.0,
3250,555,21579,218,-10000.0,
3255,555,21580,218,-10000.0,
3262,555,21583,218,-10000.0,
3256,555,21584,218,-10000.0,
3263,555,21585,218,-10000.0,
3257,555,21586,218,-10000.0,
3267,555,21606,218,-10000.0,
3264,555,21741,218,-10000.0,
3266,555,22206,218,-10000.0,
3248,555,22207,218,-10000.0,
3249,555,22208,218,-10000.0,
3251,555,22213,218,-10000.0,
3265,555,22333,218,-10000.0,
3238,556,21009,216,-10000.0,
3239,556,21009,217,13.0,
3245,556,21024,217,-10000.0,
3231,556,21281,216,-10000.0,
3243,556,21287,217,-10000.0,
3246,556,21552,217,-10000.0,
3230,556,21553,216,-10000.0,
3235,556,21555,216,-10000.0,
3236,556,21556,216,-10000.0,
3233,556,21557,216,-10000.0,
3234,556,21559,216,-10000.0,
3229,556,21560,216,-10000.0,
3241,556,21561,217,-10000.0,
3232,556,22059,216,-10000.0,
3247,556,22060,217,-10000.0,
3244,556,22061,217,-10000.0,
3242,556,22062,217,-10000.0,
3240,556,22063,217,-10000.0,
3237,556,22064,216,-10000.0,
3374,557,20936,238,-10000.0,
3375,557,20944,238,-10000.0,
3383,557,21165,238,-10000.0,
3384,557,21167,238,-10000.0,
3372,557,21172,238,-10000.0,
3378,557,21173,238,-10000.0,
3371,557,21175,238,-10000.0,
3379,557,21504,238,-10000.0,
3377,557,21505,238,-10000.0,
3380,557,21506,238,-10000.0,
3381,557,21508,238,-10000.0,
3376,557,21847,238,-10000.0,
3382,557,21848,238,-10000.0,
3373,557,22205,238,-10000.0,
3219,558,20953,215,-10000.0,
3216,558,20957,214,-10000.0,
3217,558,20958,214,-10000.0,
3224,558,20958,215,12.0,
3225,558,20960,215,-10000.0,
3221,558,20976,215,-10000.0,
3227,558,20977,215,-10000.0,
3226,558,20978,215,-10000.0,
3220,558,21104,215,-10000.0,
3215,558,21480,214,-10000.0,
3218,558,21497,215,-10000.0,
3228,558,22202,215,-10000.0,
3223,558,22203,215,-10000.0,
3222,558,22223,215,-10000.0,
4578,564,21697,434,-10000.0,
4606,564,21697,436,185.0,
4585,564,21700,434,-10000.0,
4587,564,21701,434,-10000.0,
4591,564,22070,435,-10000.0,
4580,564,22071,434,-10000.0,
4584,564,22072,434,-10000.0,
4589,564,22073,435,-10000.0,
4588,564,22074,435,-10000.0,
4590,564,22075,435,-10000.0,
4579,564,22340,434,-10000.0,
4598,564,22341,437,-10000.0,
4602,564,22342,437,-10000.0,
4609,564,22343,438,-10000.0,
4604,564,22344,436,-10000.0,
4607,564,22345,438,-10000.0,
4601,564,22346,437,-10000.0,
4608,564,22347,438,-10000.0,
4603,564,22348,436,-10000.0,
4611,564,22351,439,-10000.0,
4610,564,22352,438,-10000.0,
4599,564,22353,437,-10000.0,
4575,564,22355,434,-10000.0,
4586,564,22360,434,-10000.0,
4569,564,22363,433,-10000.0,
4573,564,22364,433,-10000.0,
4574,564,22365,433,-10000.0,
4570,564,22366,433,-10000.0,
4568,564,22367,433,-10000.0,
4567,564,22368,433,-10000.0,
4571,564,22369,433,-10000.0,
4605,564,22426,436,-10000.0,
4581,564,22427,434,-10000.0,
4582,564,22428,434,-10000.0,
4592,564,22429,435,-10000.0,
4583,564,22442,434,-10000.0,
4600,564,22478,437,-10000.0,
4576,564,22496,434,-10000.0,
4577,564,22499,434,-10000.0,
4572,564,22500,433,-10000.0,
4164,565,21908,322,-10000.0,
4167,565,21910,322,-10000.0,
4166,565,21911,322,-10000.0,
4165,565,21929,322,-10000.0,
4613,580,23468,440,-10000.0,
4612,580,23469,440,-10000.0,
3357,585,23119,236,-10000.0,
3356,585,23120,236,-10000.0,
3355,585,23121,236,-10000.0,
3369,585,23121,237,-3.0,
3366,585,23122,237,-10000.0,
3365,585,23123,237,-10000.0,
3352,585,23125,236,-10000.0,
3358,585,23162,236,-10000.0,
3362,585,23167,237,-10000.0,
3361,585,23168,237,-10000.0,
3363,585,23169,237,-10000.0,
3364,585,23170,237,-10000.0,
3359,585,23171,236,-10000.0,
3360,585,23171,237,-12.0,
3353,585,23731,236,-10000.0,
3354,585,23732,236,-10000.0,
3367,585,23733,237,-10000.0,
3368,585,23734,237,-10000.0,
3370,585,26192,237,-10000.0,
6257,369,17945,741,-10000.0,
6255,369,17949,741,-10000.0,
6256,369,17954,741,-10000.0,
6254,369,35698,741,-38.0,
6258,369,17943,742,-10000.0,
6259,369,17944,742,-10000.0,
6260,369,17935,742,-10000.0,
